tof posE posN posU psiRads thetaRads velE velN velU mach speed specificForceX specificForceY specificForceZ tgtE tgtN tgtU
4.9060 1269.4639 0.0000 758.0936 0.0000 0.5034 408.2624 0.0000 224.8216 1.3815 466.0719 -4.7297 0.0000 -8.5881 3000.0000 0.0000 3000.0000
4.9080 1270.2805 0.0000 758.5432 0.0000 0.5033 408.2624 0.0000 224.8020 1.3815 466.0624 -4.7294 0.0000 -8.5882 3000.0000 0.0000 3000.0000
4.9100 1271.0970 0.0000 758.9927 0.0000 0.5033 408.2624 0.0000 224.7824 1.3815 466.0529 -4.7290 0.0000 -8.5884 3000.0000 0.0000 3000.0000
4.9120 1271.9135 0.0000 759.4422 0.0000 0.5033 408.2624 0.0000 224.7628 1.3814 466.0435 -4.7287 0.0000 -8.5886 3000.0000 0.0000 3000.0000
4.9140 1272.7300 0.0000 759.8917 0.0000 0.5032 408.2624 0.0000 224.7432 1.3814 466.0340 -4.7284 0.0000 -8.5887 3000.0000 0.0000 3000.0000
4.9160 1273.5466 0.0000 760.3412 0.0000 0.5032 408.2624 0.0000 224.7236 1.3814 466.0246 -4.7281 0.0000 -8.5889 3000.0000 0.0000 3000.0000
4.9180 1274.3631 0.0000 760.7906 0.0000 0.5031 408.2624 0.0000 224.7040 1.3814 466.0151 -4.7278 0.0000 -8.5891 3000.0000 0.0000 3000.0000
4.9200 1275.1796 0.0000 761.2400 0.0000 0.5031 408.2624 0.0000 224.6844 1.3814 466.0057 -4.7275 0.0000 -8.5893 3000.0000 0.0000 3000.0000
4.9220 1275.9961 0.0000 761.6893 0.0000 0.5031 408.2624 0.0000 224.6648 1.3813 465.9962 -4.7271 0.0000 -8.5894 3000.0000 0.0000 3000.0000
4.9240 1276.8127 0.0000 762.1386 0.0000 0.5030 408.2624 0.0000 224.6452 1.3813 465.9868 -4.7268 0.0000 -8.5896 3000.0000 0.0000 3000.0000
4.9260 1277.6292 0.0000 762.5878 0.0000 0.5030 408.2624 0.0000 224.6256 1.3813 465.9773 -4.7265 0.0000 -8.5898 3000.0000 0.0000 3000.0000
4.9280 1278.4457 0.0000 763.0370 0.0000 0.5030 408.2624 0.0000 224.6059 1.3813 465.9678 -4.7262 0.0000 -8.5900 3000.0000 0.0000 3000.0000
4.9300 1279.2622 0.0000 763.4862 0.0000 0.5029 408.2624 0.0000 224.5863 1.3812 465.9584 -4.7259 0.0000 -8.5901 3000.0000 0.0000 3000.0000
4.9320 1280.0788 0.0000 763.9353 0.0000 0.5029 408.2624 0.0000 224.5667 1.3812 465.9489 -4.7256 0.0000 -8.5903 3000.0000 0.0000 3000.0000
4.9340 1280.8953 0.0000 764.3844 0.0000 0.5028 408.2624 0.0000 224.5471 1.3812 465.9395 -4.7252 0.0000 -8.5905 3000.0000 0.0000 3000.0000
4.9360 1281.7118 0.0000 764.8335 0.0000 0.5028 408.2624 0.0000 224.5275 1.3812 465.9300 -4.7249 0.0000 -8.5907 3000.0000 0.0000 3000.0000
4.9380 1282.5283 0.0000 765.2825 0.0000 0.5028 408.2624 0.0000 224.5079 1.3812 465.9206 -4.7246 0.0000 -8.5908 3000.0000 0.0000 3000.0000
4.9400 1283.3449 0.0000 765.7315 0.0000 0.5027 408.2624 0.0000 224.4883 1.3811 465.9111 -4.7243 0.0000 -8.5910 3000.0000 0.0000 3000.0000
4.9420 1284.1614 0.0000 766.1804 0.0000 0.5027 408.2624 0.0000 224.4687 1.3811 465.9017 -4.7240 0.0000 -8.5912 3000.0000 0.0000 3000.0000
4.9440 1284.9779 0.0000 766.6293 0.0000 0.5027 408.2624 0.0000 224.4491 1.3811 465.8923 -4.7236 0.0000 -8.5913 3000.0000 0.0000 3000.0000
4.9460 1285.7944 0.0000 767.0782 0.0000 0.5026 408.2624 0.0000 224.4295 1.3811 465.8828 -4.7233 0.0000 -8.5915 3000.0000 0.0000 3000.0000
4.9480 1286.6110 0.0000 767.5270 0.0000 0.5026 408.2624 0.0000 224.4099 1.3811 465.8734 -4.7230 0.0000 -8.5917 3000.0000 0.0000 3000.0000
4.9500 1287.4275 0.0000 767.9758 0.0000 0.5026 408.2624 0.0000 224.3902 1.3810 465.8639 -4.7227 0.0000 -8.5919 3000.0000 0.0000 3000.0000
4.9520 1288.2440 0.0000 768.4245 0.0000 0.5025 408.2624 0.0000 224.3706 1.3810 465.8545 -4.7224 0.0000 -8.5920 3000.0000 0.0000 3000.0000
4.9540 1289.0605 0.0000 768.8732 0.0000 0.5025 408.2624 0.0000 224.3510 1.3810 465.8450 -4.7221 0.0000 -8.5922 3000.0000 0.0000 3000.0000
4.9560 1289.8771 0.0000 769.3219 0.0000 0.5024 408.2624 0.0000 224.3314 1.3810 465.8356 -4.7217 0.0000 -8.5924 3000.0000 0.0000 3000.0000
4.9580 1290.6936 0.0000 769.7705 0.0000 0.5024 408.2624 0.0000 224.3118 1.3810 465.8261 -4.7214 0.0000 -8.5926 3000.0000 0.0000 3000.0000
4.9600 1291.5101 0.0000 770.2191 0.0000 0.5024 408.2624 0.0000 224.2922 1.3809 465.8167 -4.7211 0.0000 -8.5927 3000.0000 0.0000 3000.0000
4.9620 1292.3266 0.0000 770.6676 0.0000 0.5023 408.2624 0.0000 224.2726 1.3809 465.8073 -4.7208 0.0000 -8.5929 3000.0000 0.0000 3000.0000
4.9640 1293.1432 0.0000 771.1161 0.0000 0.5023 408.2624 0.0000 224.2530 1.3809 465.7978 -4.7205 0.0000 -8.5931 3000.0000 0.0000 3000.0000
4.9660 1293.9597 0.0000 771.5646 0.0000 0.5023 408.2624 0.0000 224.2334 1.3809 465.7884 -4.7202 0.0000 -8.5932 3000.0000 0.0000 3000.0000
4.9680 1294.7762 0.0000 772.0130 0.0000 0.5022 408.2624 0.0000 224.2138 1.3809 465.7789 -4.7198 0.0000 -8.5934 3000.0000 0.0000 3000.0000
4.9700 1295.5927 0.0000 772.4614 0.0000 0.5022 408.2624 0.0000 224.1942 1.3808 465.7695 -4.7195 0.0000 -8.5936 3000.0000 0.0000 3000.0000
4.9720 1296.4093 0.0000 772.9098 0.0000 0.5021 408.2624 0.0000 224.1746 1.3808 465.7601 -4.7192 0.0000 -8.5938 3000.0000 0.0000 3000.0000
4.9740 1297.2258 0.0000 773.3581 0.0000 0.5021 408.2624 0.0000 224.1549 1.3808 465.7506 -4.7189 0.0000 -8.5939 3000.0000 0.0000 3000.0000
4.9760 1298.0423 0.0000 773.8064 0.0000 0.5021 408.2624 0.0000 224.1353 1.3808 465.7412 -4.7186 0.0000 -8.5941 3000.0000 0.0000 3000.0000
4.9780 1298.8588 0.0000 774.2546 0.0000 0.5020 408.2624 0.0000 224.1157 1.3807 465.7318 -4.7182 0.0000 -8.5943 3000.0000 0.0000 3000.0000
4.9800 1299.6754 0.0000 774.7028 0.0000 0.5020 408.2624 0.0000 224.0961 1.3807 465.7223 -4.7179 0.0000 -8.5945 3000.0000 0.0000 3000.0000
4.9820 1300.4919 0.0000 775.1509 0.0000 0.5020 408.2624 0.0000 224.0765 1.3807 465.7129 -4.7176 0.0000 -8.5946 3000.0000 0.0000 3000.0000
4.9840 1301.3084 0.0000 775.5991 0.0000 0.5019 408.2624 0.0000 224.0569 1.3807 465.7034 -4.7173 0.0000 -8.5948 3000.0000 0.0000 3000.0000
4.9860 1302.1249 0.0000 776.0471 0.0000 0.5019 408.2624 0.0000 224.0373 1.3807 465.6940 -4.7170 0.0000 -8.5950 3000.0000 0.0000 3000.0000
4.9880 1302.9415 0.0000 776.4952 0.0000 0.5019 408.2624 0.0000 224.0177 1.3806 465.6846 -4.7167 0.0000 -8.5951 3000.0000 0.0000 3000.0000
4.9900 1303.7580 0.0000 776.9432 0.0000 0.5018 408.2624 0.0000 223.9981 1.3806 465.6751 -4.7163 0.0000 -8.5953 3000.0000 0.0000 3000.0000
4.9920 1304.5745 0.0000 777.3911 0.0000 0.5018 408.2624 0.0000 223.9785 1.3806 465.6657 -4.7160 0.0000 -8.5955 3000.0000 0.0000 3000.0000
4.9940 1305.3910 0.0000 777.8390 0.0000 0.5017 408.2624 0.0000 223.9589 1.3806 465.6563 -4.7157 0.0000 -8.5957 3000.0000 0.0000 3000.0000
4.9960 1306.2076 0.0000 778.2869 0.0000 0.5017 408.2624 0.0000 223.9393 1.3806 465.6469 -4.7154 0.0000 -8.5958 3000.0000 0.0000 3000.0000
4.9980 1307.0241 0.0000 778.7348 0.0000 0.5017 408.2624 0.0000 223.9196 1.3805 465.6374 -4.7151 0.0000 -8.5960 3000.0000 0.0000 3000.0000
5.0000 1307.8406 0.0000 779.1826 0.0000 0.5016 408.2624 0.0000 223.9000 1.3805 465.6280 -4.7147 0.0000 -8.5962 3000.0000 0.0000 3000.0000
5.0020 1308.6571 0.0000 779.6303 0.0000 0.5016 408.2624 0.0000 223.8804 1.3805 465.6186 -4.7144 0.0000 -8.5964 3000.0000 0.0000 3000.0000
5.0040 1309.4737 0.0000 780.0780 0.0000 0.5016 408.2624 0.0000 223.8608 1.3805 465.6091 -4.7141 0.0000 -8.5965 3000.0000 0.0000 3000.0000
5.0060 1310.2902 0.0000 780.5257 0.0000 0.5015 408.2624 0.0000 223.8412 1.3805 465.5997 -4.7138 0.0000 -8.5967 3000.0000 0.0000 3000.0000
5.0080 1311.1067 0.0000 780.9734 0.0000 0.5015 408.2624 0.0000 223.8216 1.3804 465.5903 -4.7135 0.0000 -8.5969 3000.0000 0.0000 3000.0000
5.0100 1311.9232 0.0000 781.4210 0.0000 0.5014 408.2624 0.0000 223.8020 1.3804 465.5809 -4.7132 0.0000 -8.5971 3000.0000 0.0000 3000.0000
5.0120 1312.7398 0.0000 781.8685 0.0000 0.5014 408.2624 0.0000 223.7824 1.3804 465.5714 -4.7128 0.0000 -8.5972 3000.0000 0.0000 3000.0000
5.0140 1313.5563 0.0000 782.3161 0.0000 0.5014 408.2624 0.0000 223.7628 1.3804 465.5620 -4.7125 0.0000 -8.5974 3000.0000 0.0000 3000.0000
5.0160 1314.3728 0.0000 782.7635 0.0000 0.5013 408.2624 0.0000 223.7432 1.3803 465.5526 -4.7122 0.0000 -8.5976 3000.0000 0.0000 3000.0000
5.0180 1315.1893 0.0000 783.2110 0.0000 0.5013 408.2624 0.0000 223.7236 1.3803 465.5432 -4.7119 0.0000 -8.5977 3000.0000 0.0000 3000.0000
5.0200 1316.0059 0.0000 783.6584 0.0000 0.5013 408.2624 0.0000 223.7039 1.3803 465.5337 -4.7116 0.0000 -8.5979 3000.0000 0.0000 3000.0000
5.0220 1316.8224 0.0000 784.1058 0.0000 0.5012 408.2624 0.0000 223.6843 1.3803 465.5243 -4.7112 0.0000 -8.5981 3000.0000 0.0000 3000.0000
5.0240 1317.6389 0.0000 784.5531 0.0000 0.5012 408.2624 0.0000 223.6647 1.3803 465.5149 -4.7109 0.0000 -8.5983 3000.0000 0.0000 3000.0000
5.0260 1318.4554 0.0000 785.0004 0.0000 0.5012 408.2624 0.0000 223.6451 1.3802 465.5055 -4.7106 0.0000 -8.5984 3000.0000 0.0000 3000.0000
5.0280 1319.2720 0.0000 785.4476 0.0000 0.5011 408.2624 0.0000 223.6255 1.3802 465.4961 -4.7103 0.0000 -8.5986 3000.0000 0.0000 3000.0000
5.0300 1320.0885 0.0000 785.8948 0.0000 0.5011 408.2624 0.0000 223.6059 1.3802 465.4866 -4.7100 0.0000 -8.5988 3000.0000 0.0000 3000.0000
5.0320 1320.9050 0.0000 786.3420 0.0000 0.5010 408.2624 0.0000 223.5863 1.3802 465.4772 -4.7097 0.0000 -8.5990 3000.0000 0.0000 3000.0000
5.0340 1321.7215 0.0000 786.7892 0.0000 0.5010 408.2624 0.0000 223.5667 1.3802 465.4678 -4.7093 0.0000 -8.5991 3000.0000 0.0000 3000.0000
5.0360 1322.5381 0.0000 787.2362 0.0000 0.5010 408.2624 0.0000 223.5471 1.3801 465.4584 -4.7090 0.0000 -8.5993 3000.0000 0.0000 3000.0000
5.0380 1323.3546 0.0000 787.6833 0.0000 0.5009 408.2624 0.0000 223.5275 1.3801 465.4490 -4.7087 0.0000 -8.5995 3000.0000 0.0000 3000.0000
5.0400 1324.1711 0.0000 788.1303 0.0000 0.5009 408.2624 0.0000 223.5079 1.3801 465.4395 -4.7084 0.0000 -8.5996 3000.0000 0.0000 3000.0000
5.0420 1324.9876 0.0000 788.5773 0.0000 0.5009 408.2624 0.0000 223.4883 1.3801 465.4301 -4.7081 0.0000 -8.5998 3000.0000 0.0000 3000.0000
5.0440 1325.8042 0.0000 789.0242 0.0000 0.5008 408.2624 0.0000 223.4686 1.3801 465.4207 -4.7077 0.0000 -8.6000 3000.0000 0.0000 3000.0000
5.0460 1326.6207 0.0000 789.4711 0.0000 0.5008 408.2624 0.0000 223.4490 1.3800 465.4113 -4.7074 0.0000 -8.6002 3000.0000 0.0000 3000.0000
5.0480 1327.4372 0.0000 789.9180 0.0000 0.5007 408.2624 0.0000 223.4294 1.3800 465.4019 -4.7071 0.0000 -8.6003 3000.0000 0.0000 3000.0000
5.0500 1328.2537 0.0000 790.3648 0.0000 0.5007 408.2624 0.0000 223.4098 1.3800 465.3925 -4.7068 0.0000 -8.6005 3000.0000 0.0000 3000.0000
5.0520 1329.0703 0.0000 790.8116 0.0000 0.5007 408.2624 0.0000 223.3902 1.3800 465.3831 -4.7065 0.0000 -8.6007 3000.0000 0.0000 3000.0000
5.0540 1329.8868 0.0000 791.2583 0.0000 0.5006 408.2624 0.0000 223.3706 1.3800 465.3736 -4.7062 0.0000 -8.6009 3000.0000 0.0000 3000.0000
5.0560 1330.7033 0.0000 791.7050 0.0000 0.5006 408.2624 0.0000 223.3510 1.3799 465.3642 -4.7058 0.0000 -8.6010 3000.0000 0.0000 3000.0000
5.0580 1331.5198 0.0000 792.1517 0.0000 0.5006 408.2624 0.0000 223.3314 1.3799 465.3548 -4.7055 0.0000 -8.6012 3000.0000 0.0000 3000.0000
5.0600 1332.3363 0.0000 792.5983 0.0000 0.5005 408.2624 0.0000 223.3118 1.3799 465.3454 -4.7052 0.0000 -8.6014 3000.0000 0.0000 3000.0000
5.0620 1333.1529 0.0000 793.0449 0.0000 0.5005 408.2624 0.0000 223.2922 1.3799 465.3360 -4.7049 0.0000 -8.6015 3000.0000 0.0000 3000.0000
5.0640 1333.9694 0.0000 793.4914 0.0000 0.5004 408.2624 0.0000 223.2726 1.3798 465.3266 -4.7046 0.0000 -8.6017 3000.0000 0.0000 3000.0000
5.0660 1334.7859 0.0000 793.9380 0.0000 0.5004 408.2624 0.0000 223.2530 1.3798 465.3172 -4.7042 0.0000 -8.6019 3000.0000 0.0000 3000.0000
5.0680 1335.6024 0.0000 794.3844 0.0000 0.5004 408.2624 0.0000 223.2333 1.3798 465.3078 -4.7039 0.0000 -8.6021 3000.0000 0.0000 3000.0000
5.0700 1336.4190 0.0000 794.8308 0.0000 0.5003 408.2624 0.0000 223.2137 1.3798 465.2984 -4.7036 0.0000 -8.6022 3000.0000 0.0000 3000.0000
5.0720 1337.2355 0.0000 795.2772 0.0000 0.5003 408.2624 0.0000 223.1941 1.3798 465.2890 -4.7033 0.0000 -8.6024 3000.0000 0.0000 3000.0000
5.0740 1338.0520 0.0000 795.7236 0.0000 0.5003 408.2624 0.0000 223.1745 1.3797 465.2796 -4.7030 0.0000 -8.6026 3000.0000 0.0000 3000.0000
5.0760 1338.8685 0.0000 796.1699 0.0000 0.5002 408.2624 0.0000 223.1549 1.3797 465.2702 -4.7026 0.0000 -8.6028 3000.0000 0.0000 3000.0000
5.0780 1339.6851 0.0000 796.6162 0.0000 0.5002 408.2624 0.0000 223.1353 1.3797 465.2608 -4.7023 0.0000 -8.6029 3000.0000 0.0000 3000.0000
5.0800 1340.5016 0.0000 797.0624 0.0000 0.5002 408.2624 0.0000 223.1157 1.3797 465.2514 -4.7020 0.0000 -8.6031 3000.0000 0.0000 3000.0000
5.0820 1341.3181 0.0000 797.5086 0.0000 0.5001 408.2624 0.0000 223.0961 1.3797 465.2419 -4.7017 0.0000 -8.6033 3000.0000 0.0000 3000.0000
5.0840 1342.1346 0.0000 797.9547 0.0000 0.5001 408.2624 0.0000 223.0765 1.3796 465.2325 -4.7014 0.0000 -8.6034 3000.0000 0.0000 3000.0000
5.0860 1342.9512 0.0000 798.4009 0.0000 0.5000 408.2624 0.0000 223.0569 1.3796 465.2231 -4.7011 0.0000 -8.6036 3000.0000 0.0000 3000.0000
5.0880 1343.7677 0.0000 798.8469 0.0000 0.5000 408.2624 0.0000 223.0373 1.3796 465.2137 -4.7007 0.0000 -8.6038 3000.0000 0.0000 3000.0000
5.0900 1344.5842 0.0000 799.2930 0.0000 0.5000 408.2624 0.0000 223.0177 1.3796 465.2043 -4.7004 0.0000 -8.6040 3000.0000 0.0000 3000.0000
5.0920 1345.4007 0.0000 799.7390 0.0000 0.4999 408.2624 0.0000 222.9980 1.3796 465.1949 -4.7001 0.0000 -8.6041 3000.0000 0.0000 3000.0000
5.0940 1346.2173 0.0000 800.1849 0.0000 0.4999 408.2624 0.0000 222.9784 1.3795 465.1855 -4.6998 0.0000 -8.6043 3000.0000 0.0000 3000.0000
5.0960 1347.0338 0.0000 800.6308 0.0000 0.4999 408.2624 0.0000 222.9588 1.3795 465.1761 -4.6995 0.0000 -8.6045 3000.0000 0.0000 3000.0000
5.0980 1347.8503 0.0000 801.0767 0.0000 0.4998 408.2624 0.0000 222.9392 1.3795 465.1667 -4.6991 0.0000 -8.6047 3000.0000 0.0000 3000.0000
5.1000 1348.6668 0.0000 801.5226 0.0000 0.4998 408.2624 0.0000 222.9196 1.3795 465.1573 -4.6988 0.0000 -8.6048 3000.0000 0.0000 3000.0000
5.1020 1349.4834 0.0000 801.9684 0.0000 0.4997 408.2624 0.0000 222.9000 1.3795 465.1480 -4.6985 0.0000 -8.6050 3000.0000 0.0000 3000.0000
5.1040 1350.2999 0.0000 802.4141 0.0000 0.4997 408.2624 0.0000 222.8804 1.3794 465.1386 -4.6982 0.0000 -8.6052 3000.0000 0.0000 3000.0000
5.1060 1351.1164 0.0000 802.8598 0.0000 0.4997 408.2624 0.0000 222.8608 1.3794 465.1292 -4.6979 0.0000 -8.6053 3000.0000 0.0000 3000.0000
5.1080 1351.9329 0.0000 803.3055 0.0000 0.4996 408.2624 0.0000 222.8412 1.3794 465.1198 -4.6975 0.0000 -8.6055 3000.0000 0.0000 3000.0000
5.1100 1352.7495 0.0000 803.7512 0.0000 0.4996 408.2624 0.0000 222.8216 1.3794 465.1104 -4.6972 0.0000 -8.6057 3000.0000 0.0000 3000.0000
5.1120 1353.5660 0.0000 804.1968 0.0000 0.4996 408.2624 0.0000 222.8020 1.3793 465.1010 -4.6969 0.0000 -8.6059 3000.0000 0.0000 3000.0000
5.1140 1354.3825 0.0000 804.6423 0.0000 0.4995 408.2624 0.0000 222.7824 1.3793 465.0916 -4.6966 0.0000 -8.6060 3000.0000 0.0000 3000.0000
5.1160 1355.1990 0.0000 805.0879 0.0000 0.4995 408.2624 0.0000 222.7627 1.3793 465.0822 -4.6963 0.0000 -8.6062 3000.0000 0.0000 3000.0000
5.1180 1356.0156 0.0000 805.5333 0.0000 0.4994 408.2624 0.0000 222.7431 1.3793 465.0728 -4.6960 0.0000 -8.6064 3000.0000 0.0000 3000.0000
5.1200 1356.8321 0.0000 805.9788 0.0000 0.4994 408.2624 0.0000 222.7235 1.3793 465.0634 -4.6956 0.0000 -8.6065 3000.0000 0.0000 3000.0000
5.1220 1357.6486 0.0000 806.4242 0.0000 0.4994 408.2624 0.0000 222.7039 1.3792 465.0540 -4.6953 0.0000 -8.6067 3000.0000 0.0000 3000.0000
5.1240 1358.4651 0.0000 806.8696 0.0000 0.4993 408.2624 0.0000 222.6843 1.3792 465.0446 -4.6950 0.0000 -8.6069 3000.0000 0.0000 3000.0000
5.1260 1359.2817 0.0000 807.3149 0.0000 0.4993 408.2624 0.0000 222.6647 1.3792 465.0352 -4.6947 0.0000 -8.6071 3000.0000 0.0000 3000.0000
5.1280 1360.0982 0.0000 807.7602 0.0000 0.4993 408.2624 0.0000 222.6451 1.3792 465.0259 -4.6944 0.0000 -8.6072 3000.0000 0.0000 3000.0000
5.1300 1360.9147 0.0000 808.2054 0.0000 0.4992 408.2624 0.0000 222.6255 1.3792 465.0165 -4.6940 0.0000 -8.6074 3000.0000 0.0000 3000.0000
5.1320 1361.7312 0.0000 808.6506 0.0000 0.4992 408.2624 0.0000 222.6059 1.3791 465.0071 -4.6937 0.0000 -8.6076 3000.0000 0.0000 3000.0000
5.1340 1362.5478 0.0000 809.0958 0.0000 0.4992 408.2624 0.0000 222.5863 1.3791 464.9977 -4.6934 0.0000 -8.6078 3000.0000 0.0000 3000.0000
5.1360 1363.3643 0.0000 809.5410 0.0000 0.4991 408.2624 0.0000 222.5667 1.3791 464.9883 -4.6931 0.0000 -8.6079 3000.0000 0.0000 3000.0000
5.1380 1364.1808 0.0000 809.9860 0.0000 0.4991 408.2624 0.0000 222.5471 1.3791 464.9789 -4.6928 0.0000 -8.6081 3000.0000 0.0000 3000.0000
5.1400 1364.9973 0.0000 810.4311 0.0000 0.4990 408.2624 0.0000 222.5274 1.3791 464.9695 -4.6924 0.0000 -8.6083 3000.0000 0.0000 3000.0000
5.1420 1365.8139 0.0000 810.8761 0.0000 0.4990 408.2624 0.0000 222.5078 1.3790 464.9602 -4.6921 0.0000 -8.6084 3000.0000 0.0000 3000.0000
5.1440 1366.6304 0.0000 811.3211 0.0000 0.4990 408.2624 0.0000 222.4882 1.3790 464.9508 -4.6918 0.0000 -8.6086 3000.0000 0.0000 3000.0000
5.1460 1367.4469 0.0000 811.7660 0.0000 0.4989 408.2624 0.0000 222.4686 1.3790 464.9414 -4.6915 0.0000 -8.6088 3000.0000 0.0000 3000.0000
5.1480 1368.2634 0.0000 812.2109 0.0000 0.4989 408.2624 0.0000 222.4490 1.3790 464.9320 -4.6912 0.0000 -8.6090 3000.0000 0.0000 3000.0000
5.1500 1369.0800 0.0000 812.6558 0.0000 0.4989 408.2624 0.0000 222.4294 1.3790 464.9226 -4.6908 0.0000 -8.6091 3000.0000 0.0000 3000.0000
5.1520 1369.8965 0.0000 813.1006 0.0000 0.4988 408.2624 0.0000 222.4098 1.3789 464.9132 -4.6905 0.0000 -8.6093 3000.0000 0.0000 3000.0000
5.1540 1370.7130 0.0000 813.5454 0.0000 0.4988 408.2624 0.0000 222.3902 1.3789 464.9039 -4.6902 0.0000 -8.6095 3000.0000 0.0000 3000.0000
5.1560 1371.5295 0.0000 813.9901 0.0000 0.4987 408.2624 0.0000 222.3706 1.3789 464.8945 -4.6899 0.0000 -8.6097 3000.0000 0.0000 3000.0000
5.1580 1372.3461 0.0000 814.4348 0.0000 0.4987 408.2624 0.0000 222.3510 1.3789 464.8851 -4.6896 0.0000 -8.6098 3000.0000 0.0000 3000.0000
5.1600 1373.1626 0.0000 814.8795 0.0000 0.4987 408.2624 0.0000 222.3314 1.3789 464.8757 -4.6892 0.0000 -8.6100 3000.0000 0.0000 3000.0000
5.1620 1373.9791 0.0000 815.3241 0.0000 0.4986 408.2624 0.0000 222.3118 1.3788 464.8663 -4.6889 0.0000 -8.6102 3000.0000 0.0000 3000.0000
5.1640 1374.7956 0.0000 815.7687 0.0000 0.4986 408.2624 0.0000 222.2921 1.3788 464.8570 -4.6886 0.0000 -8.6103 3000.0000 0.0000 3000.0000
5.1660 1375.6122 0.0000 816.2132 0.0000 0.4986 408.2624 0.0000 222.2725 1.3788 464.8476 -4.6883 0.0000 -8.6105 3000.0000 0.0000 3000.0000
5.1680 1376.4287 0.0000 816.6578 0.0000 0.4985 408.2624 0.0000 222.2529 1.3788 464.8382 -4.6880 0.0000 -8.6107 3000.0000 0.0000 3000.0000
5.1700 1377.2452 0.0000 817.1022 0.0000 0.4985 408.2624 0.0000 222.2333 1.3787 464.8288 -4.6876 0.0000 -8.6109 3000.0000 0.0000 3000.0000
5.1720 1378.0617 0.0000 817.5466 0.0000 0.4984 408.2624 0.0000 222.2137 1.3787 464.8195 -4.6873 0.0000 -8.6110 3000.0000 0.0000 3000.0000
5.1740 1378.8783 0.0000 817.9910 0.0000 0.4984 408.2624 0.0000 222.1941 1.3787 464.8101 -4.6870 0.0000 -8.6112 3000.0000 0.0000 3000.0000
5.1760 1379.6948 0.0000 818.4354 0.0000 0.4984 408.2624 0.0000 222.1745 1.3787 464.8007 -4.6867 0.0000 -8.6114 3000.0000 0.0000 3000.0000
5.1780 1380.5113 0.0000 818.8797 0.0000 0.4983 408.2624 0.0000 222.1549 1.3787 464.7914 -4.6864 0.0000 -8.6116 3000.0000 0.0000 3000.0000
5.1800 1381.3278 0.0000 819.3240 0.0000 0.4983 408.2624 0.0000 222.1353 1.3786 464.7820 -4.6860 0.0000 -8.6117 3000.0000 0.0000 3000.0000
5.1820 1382.1444 0.0000 819.7682 0.0000 0.4983 408.2624 0.0000 222.1157 1.3786 464.7726 -4.6857 0.0000 -8.6119 3000.0000 0.0000 3000.0000
5.1840 1382.9609 0.0000 820.2124 0.0000 0.4982 408.2624 0.0000 222.0961 1.3786 464.7632 -4.6854 0.0000 -8.6121 3000.0000 0.0000 3000.0000
5.1860 1383.7774 0.0000 820.6565 0.0000 0.4982 408.2624 0.0000 222.0765 1.3786 464.7539 -4.6851 0.0000 -8.6122 3000.0000 0.0000 3000.0000
5.1880 1384.5939 0.0000 821.1007 0.0000 0.4982 408.2624 0.0000 222.0568 1.3786 464.7445 -4.6848 0.0000 -8.6124 3000.0000 0.0000 3000.0000
5.1900 1385.4105 0.0000 821.5447 0.0000 0.4981 408.2624 0.0000 222.0372 1.3785 464.7351 -4.6844 0.0000 -8.6126 3000.0000 0.0000 3000.0000
5.1920 1386.2270 0.0000 821.9888 0.0000 0.4981 408.2624 0.0000 222.0176 1.3785 464.7258 -4.6841 0.0000 -8.6128 3000.0000 0.0000 3000.0000
5.1940 1387.0435 0.0000 822.4328 0.0000 0.4980 408.2624 0.0000 221.9980 1.3785 464.7164 -4.6838 0.0000 -8.6129 3000.0000 0.0000 3000.0000
5.1960 1387.8600 0.0000 822.8767 0.0000 0.4980 408.2624 0.0000 221.9784 1.3785 464.7070 -4.6835 0.0000 -8.6131 3000.0000 0.0000 3000.0000
5.1980 1388.6766 0.0000 823.3206 0.0000 0.4980 408.2624 0.0000 221.9588 1.3785 464.6977 -4.6832 0.0000 -8.6133 3000.0000 0.0000 3000.0000
5.2000 1389.4931 0.0000 823.7645 0.0000 0.4979 408.2624 0.0000 221.9392 1.3784 464.6883 -4.6828 0.0000 -8.6134 3000.0000 0.0000 3000.0000
5.2020 1390.3096 0.0000 824.2084 0.0000 0.4979 408.2624 0.0000 221.9196 1.3784 464.6789 -4.6825 0.0000 -8.6136 3000.0000 0.0000 3000.0000
5.2040 1391.1261 0.0000 824.6522 0.0000 0.4979 408.2624 0.0000 221.9000 1.3784 464.6696 -4.6822 0.0000 -8.6138 3000.0000 0.0000 3000.0000
5.2060 1391.9427 0.0000 825.0959 0.0000 0.4978 408.2624 0.0000 221.8804 1.3784 464.6602 -4.6819 0.0000 -8.6140 3000.0000 0.0000 3000.0000
5.2080 1392.7592 0.0000 825.5396 0.0000 0.4978 408.2624 0.0000 221.8608 1.3784 464.6508 -4.6816 0.0000 -8.6141 3000.0000 0.0000 3000.0000
5.2100 1393.5757 0.0000 825.9833 0.0000 0.4977 408.2624 0.0000 221.8412 1.3783 464.6415 -4.6812 0.0000 -8.6143 3000.0000 0.0000 3000.0000
5.2120 1394.3922 0.0000 826.4270 0.0000 0.4977 408.2624 0.0000 221.8215 1.3783 464.6321 -4.6809 0.0000 -8.6145 3000.0000 0.0000 3000.0000
