#MMT Motor
#
errMotor_Flag = -1     #-1: turns off errors; 1: turns on errors
tma_tht_sig = 0.0   #theta thrust misalignment 1-sigma (rad)
tma_psi_sig = 0.0   #psi   thrust misalignment 1-sigma (rad)
#
rthxb_sig   = 0.007948   #m  translational offset
rthyb_sig   = 0.0004953  #0.0195 in
rthzb_sig   = 0.00042926 #0.0169 in

#see "MMT Static Fire Data and Comparison Charts.xlsx"
#Ambient, Static Fire #8
#Note:  Data was converted to vacuum thrust
txv_table 
thrust_vs_t
2138.00
t txv
0	0
0.0005	380.1450261
0.001	619.0631037
0.0015	543.0437356
0.002	358.4252131
0.0025	184.6666193
0.003	141.2269931
0.0035	195.5265481
0.004	271.5459162
0.0045	347.5653287
0.005	325.8454712
0.0055	282.405845
0.006	260.6860319
0.0065	336.7054
0.007	553.9036199
0.0075	912.2807362
0.008	1422.696589
0.0085	2052.571524
0.009	2552.127448
0.0095	2986.523932
0.01	3225.44201
0.0105	3073.403229
0.011	2628.146861
0.0115	2074.291337
0.012	1824.513376
0.0125	2117.730964
0.013	2845.345081
0.0135	3605.538939
0.014	4018.215611
0.0145	4246.273759
0.015	4441.752166
0.0155	4593.790947
0.016	4506.91165
0.0165	4224.553946
0.017	4072.515166
0.0175	4105.094907
0.018	4213.694017
0.0185	4322.293127
0.019	4420.032353
0.0195	4550.351276
0.02	4582.931018
0.0205	4550.351276
0.021	4441.752166
0.0215	4376.592682
0.022	4354.872869
0.0225	4365.732798
0.023	4441.752166
0.0235	4539.491392
0.024	4593.790947
0.0245	4637.230573
0.025	4615.51076
0.0255	4561.211205
0.026	4517.771579
0.0265	4496.051721
0.027	4517.771579
0.0275	4550.351276
0.028	4593.790947
0.0285	4604.650876
0.029	4615.51076
0.0295	4604.650876
0.03	4604.650876
0.0305	4593.790947
0.031	4572.071134
0.0315	4572.071134
0.032	4582.931018
0.0325	4593.790947
0.033	4604.650876
0.0335	4604.650876
0.034	4593.790947
0.0345	4593.790947
0.035	4572.071134
0.0355	4550.351276
0.036	4561.211205
0.0365	4561.211205
0.037	4582.931018
0.0375	4604.650876
0.038	4604.650876
0.0385	4572.071134
0.039	4528.631463
0.0395	4528.631463
0.04	4561.211205
0.0405	4572.071134
0.041	4572.071134
0.0415	4572.071134
0.042	4582.931018
0.0425	4582.931018
0.043	4604.650876
0.0435	4615.51076
0.044	4582.931018
0.0445	4561.211205
0.045	4572.071134
0.0455	4593.790947
0.046	4658.950431
0.0465	4637.230573
0.047	4615.51076
0.0475	4550.351276
0.048	4528.631463
0.0485	4572.071134
0.049	4658.950431
0.0495	4702.390057
0.05	4680.670244
0.0505	4604.650876
0.051	4517.771579
0.0515	4506.91165
0.052	4572.071134
0.0525	4680.670244
0.053	4713.249986
0.0535	4626.370689
0.054	4528.631463
0.0545	4452.612095
0.055	4528.631463
0.0555	4648.090502
0.056	4724.10987
0.0565	4702.390057
0.057	4593.790947
0.0575	4506.91165
0.058	4517.771579
0.0585	4637.230573
0.059	4734.969799
0.0595	4724.10987
0.06	4637.230573
0.0605	4539.491392
0.061	4517.771579
0.0615	4582.931018
0.062	4702.390057
0.0625	4767.549541
0.063	4756.689612
0.0635	4637.230573
0.064	4550.351276
0.0645	4572.071134
0.065	4658.950431
0.0655	4767.549541
0.066	4789.269354
0.0665	4702.390057
0.067	4593.790947
0.0675	4528.631463
0.068	4572.071134
0.0685	4724.10987
0.069	4810.989167
0.0695	4756.689612
0.07	4637.230573
0.0705	4539.491392
0.071	4528.631463
