DT TOF MAX_TOF RNG ALT THT THT_DEG THT_DOT THT_DOT_DEG VEL_HRZ VEL_VRT SPD U W ACC_HRZ ACC_VRT U_DOT W_DOT AOA AOA_DEG AOA_DOT AOA_DOT_DEG RHO P A G Q MACH T_MOI MASS W_Z W_AF Z_AF K1 K2 K3 TA
0.004 0.07600000000000004 10 10.412278733541209 1010.3900698019053 0.9928126902889153 0.9928126902889153 1.7283137232643155 0.0 130.12787441667805 129.8868034114674 183.84776310850236 180.14093785361763 -36.78434327089441 -6.476041136412257 4.288368984994124 180.14093785361763 -36.78434327089441 0.10834053349720008 0.0 1.686065787369929 0.0 1.1105826925818094 89768.75792832799 336.3962728876492 9.803534866311166 18768.84750463258 0.546521403255572 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.08000000000000004 10 10.932790231207921 1010.9096170155511 0.999419219141658 0.999419219141658 1.6516322131856704 0.0 130.097802754725 129.90641886691293 183.84776310850236 179.88233560896157 -37.992910921618964 -7.517915488263064 4.9038638613778875 179.88233560896157 -37.992910921618964 0.1147517723255235 0.0 1.602809707080854 0.0 1.1105260344352421 89763.10217908231 336.394256597334 9.803533264264773 18767.889981955595 0.5465246790124877 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.08400000000000005 10 11.453181442226821 1011.4292426910188 1.005652701693084 1.005652701693084 1.5583706378565336 0.0 130.06368008940586 129.92835677712233 183.84776310850236 179.62741059459827 -39.13990465346209 -8.530666329781736 5.4844775523509925 179.62741059459827 -39.13990465346209 0.12076460305928173 0.0 1.5032076834395585 0.0 1.1104693710261895 89757.44597233277 336.3922400289444 9.803531662007176 18766.9323703426 0.5465279552604526 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.08800000000000005 10 11.973436162584445 1011.9489561181273 1.0114503532461414 1.0114503532461414 1.4494128882643538 0.0 130.02567859966058 129.9524549729773 183.84776310850236 179.37994444448591 -40.213843137644474 -9.500372436323904 6.024548963743485 179.37994444448591 -40.213843137644474 0.1263174967760764 0.0 1.3882234291986646 0.0 1.1104127012814902 89751.78920097866 336.39022314425154 9.803530059507997 18765.974651657187 0.5465312320615942 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.09200000000000005 10 12.493538876983088 1012.4687659380191 1.0167536892959983 1.0167536892959983 1.3258340124642072 0.0 129.98402612176258 129.97853104052962 183.84776310850236 179.14378518109214 -41.204002345253976 -10.413119474502613 6.519016888077413 179.14378518109214 -41.204002345253976 0.1313535381270771 0.0 1.2590103377501727 0.0 1.1103560241890142 89746.13176401636 336.3882059071919 9.803528456738588 18765.016808794342 0.5465345094745242 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.09600000000000006 10 13.013474981470138 1012.9886800621813 1.0215092532867314 1.0215092532867314 1.188890997683265 0.0 129.93900481477993 130.00638488221824 183.84776310850236 178.9227482973666 -42.10053710009007 -11.255326745661463 6.963460422158327 178.9227482973666 -42.10053710009007 0.1358211407781938 0.0 1.116900662779178 0.0 1.1102993388075246 89740.47356752354 336.3861882842189 9.803526853672308 18764.05882584717 0.5465377875537684 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.10000000000000006 10 13.533231000729257 1013.5087056017102 1.025669293401251 1.025669293401251 1.0400100286299045 0.0 129.8909484787257 130.03580135383274 183.84776310850236 178.7205140538344 -42.894591579470756 -12.014084013560943 7.354117903626459 178.7205140538344 -42.894591579470756 0.13967470540274265 0.0 0.963391156137212 0.0 1.1102426442754993 89734.81452553913 336.38417024461745 9.803525250284746 18763.10068825594 0.5465410663492545 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.10400000000000006 10 14.05279479464416 1014.0288488071255 1.0291923747428577 1.0291923747428577 0.8807703354016587 0.0 129.84023853637444 130.06655289873154 183.84776310850236 178.54052488639704 -43.578397164546836 -12.677485587813818 7.687886224700751 178.54052488639704 -43.578397164546836 0.1428752067342325 0.0 0.8001253328724627 0.0 1.1101859398188247 89729.15456083085 336.3821517607783 9.80352364655398 18762.14238293814 0.5465443459058661 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.10800000000000007 10 14.572155748789658 1014.5491150187205 1.0320439141776319 1.0320439141776319 0.7128848586935211 0.0 129.78729874245965 130.09840211406944 183.84776310850236 178.38588693558543 -44.145356377575155 -13.234948478696133 7.962303834474493 178.38588693558543 -44.145356377575155 0.14539069732528553 0.0 0.6288726477632559 0.0 1.110129224757343 89723.49360554821 336.38013280843205 9.803522042460731 18761.1838983991 0.5465476262630629 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.11200000000000007 10 15.091304943759496 1015.0695086271768 1.0341966264595224 1.0341966264595224 0.5381780704726457 0.0 129.73258873539353 130.13110420146936 183.84776310850236 178.2592796295582 -44.59011198271887 -13.67750176653319 8.175521849976397 178.2592796295582 -44.59011198271887 0.14719671723149183 0.0 0.4515049765515741 0.0 1.1100724985102464 89717.83160176025 336.3781133668417 9.803520437988535 18760.225224823167 0.5465509074545665 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.11600000000000008 10 15.61023529870107 1015.5900330439827 1.0356308720176661 1.0356308720176661 0.35856138953596306 0.0 129.67659659407735 130.16440927483956 183.84776310850236 178.16287698022242 -44.90860064866359 -13.998035329043326 8.32626834254767 178.16287698022242 -44.90860064866359 0.14827660079935073 0.0 0.26997089196472895 0.0 1.110015760600352 89712.16850188175 336.376093418956 9.803518833123848 18759.26635414595 0.5465541895081117 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.12000000000000008 10 16.12894168507738 1016.110690681082 1.0363348988910217 1.0363348988910217 0.1760067183388745 0.0 129.61983060332358 130.19806451876363 183.84776310850236 178.0982837954411 -45.09809085964681 -14.191497688441606 8.413810981014825 178.0982837954411 -45.09809085964681 0.14862167401786097 0.0 0.08626830462756158 0.0 1.1099590106573063 89706.50426899243 336.3740729515239 9.803517227856148 18758.307280108478 0.5465574724452599 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.12400000000000008 10 16.647421007490674 1016.6314829391571 1.036304973674021 1.036304973674021 -0.007481304250147869 0.0 129.5628104637857 130.23181620990985 183.84776310850236 178.06648939261459 -45.15720500647128 -14.255034884470552 8.43792278655327 178.06648939261459 -45.15720500647128 0.1482313384098542 0.0 -0.09758390200169519 0.0 1.1099022484197811 89700.83887705549 336.37205195517396 9.803515622177997 18757.347998294303 0.5465607562812695 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.12800000000000009 10 17.165672249345818 1017.1524102039967 1.0355453988998509 1.0355453988998509 -0.1898936935425722 0.0 129.50605820447507 130.2654116292573 183.84776310850236 178.0678406520424 -45.08592578753996 -14.188064827653871 8.39885483685953 178.0678406520424 -45.08592578753996 0.14711304009582762 0.0 -0.27957457850664513 0.0 1.1098454737367354 89695.17231104277 336.3700304244601 9.80351401608508 18756.38850615083 0.5465640410250215 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.1320000000000001 10 17.683696482163718 1017.6734718505138 1.0340684169371108 1.0340684169371108 -0.3692454906850341 0.0 129.45008906689006 130.2986009030791 183.84776310850236 178.10203541218812 -44.88558720526375 -13.992284396249024 8.297318455444229 178.10203541218812 -44.88558720526375 0.14528212535694998 0.0 -0.45772868471941397 0.0 1.1097886865677822 89689.50456697085 336.3680083578753 9.803512409576205 18755.42880299552 0.5465673266789969 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.1360000000000001 10 18.20149683843128 1018.1946662541261 1.0318940031089667 1.0318940031089667 -0.5436034570360162 0.0 129.39540262906183 130.3311388146166 183.84776310850236 178.16813632817625 -44.55885056412799 -13.671609457055327 8.13447788437753 178.16813632817625 -44.55885056412799 0.1427615866509769 0.0 -0.6301346764932706 0.0 1.1097318869827337 89683.83565185497 336.3659857578365 9.8035108026533 18754.4688900082 0.5465706132393001 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.1400000000000001 10 18.719078448947528 1018.7159908093846 1.029049553261063 1.029049553261063 -0.7111124619758933 0.0 129.34247442562457 130.3627866259733 183.84776310850236 178.26460443662523 -44.10966597567847 -13.232050859318223 7.911952839178846 178.26460443662523 -44.10966597567847 0.1395817054953335 0.0 -0.7949702889108532 0.0 1.109675075160338 89678.16558358223 336.3639626306407 9.803509195321372 18753.50877020971 0.546573900695731 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.1440000000000001 10 19.236448346650025 1019.2374419558885 1.0255694733119367 1.0255694733119367 -0.8700199872815961 0.0 129.2917482971275 130.39331394141323 183.84776310850236 178.38935084050334 -43.543219966551945 -12.681532124271062 7.631828859978472 178.38935084050334 -43.543219966551945 0.1357796008356503 0.0 -0.9505261649207968 0.0 1.1096182513862252 89672.49439070602 336.3619389863922 9.80350758758846 18752.54844842721 0.546577189031902 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.1480000000000001 10 19.753615339838536 1019.7590152116542 1.0214946803358116 1.0214946803358116 -1.0186982440312824 0.0 129.24362966954135 130.42250063006728 183.84776310850236 178.53980418961993 -42.86586988140594 -12.029656896540235 7.2966721635100615 178.53980418961993 -42.86586988140594 0.13139869338991964 0.0 -1.0952268614326668 0.0 1.1095614160500658 89666.82211216171 336.3599148389026 9.803505979465548 18751.58793124611 0.5465804782254005 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.1520000000000001 10 20.2705898585167 1020.2807052141744 1.0168720263865791 1.0168720263865791 -1.1556634873081322 0.0 129.19847992504265 130.4501388096281 183.84776310850236 178.71299102191077 -42.08506588322426 -11.28743612467421 6.909544890209532 178.71299102191077 -42.08506588322426 0.12648809794033453 0.0 -1.2276488623962742 0.0 1.1095045696419092 89661.14879690066 336.3578902055612 9.803504370966452 18750.62722694827 0.546583768247999 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.1560000000000001 10 20.78738377821687 1020.802505769413 1.0117536575262362 1.0117536575262362 -1.2795922150857222 0.0 129.15661197980413 130.47603487484835 183.84776310850236 178.90562557579588 -41.20926148449466 -10.466986309632343 6.474016305066153 178.90562557579588 -41.20926148449466 0.1211019565990494 0.0 -1.3465353353212817 0.0 1.1094477127476932 89655.47450344138 336.35586510717576 9.803502762107712 18749.666345436017 0.5465870590659136 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.16000000000000011 10 21.304010226136086 1021.3244099089123 1.0061963213440746 1.0061963213440746 -1.3893340455404193 0.0 129.11828713602037 130.50001153752686 183.84776310850236 179.1142054027635 -40.24781369430013 -9.58121094593674 5.9941656696260095 179.1142054027635 -40.24781369430013 0.1152987266838722 0.0 -1.450807478794302 0.0 1.109390846043881 89649.79929933397 336.3538395677823 9.803501152908431 18748.70529814159 0.5465903506401127 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.16400000000000012 10 21.820483374680165 1021.8464099550624 1.0002606366380211 1.0002606366380211 -1.4839211765133802 0.0 129.0837132261897 130.52190983000762 183.84776310850236 179.33510900961718 -39.21087403313707 -8.643477457666615 5.4745731201900085 179.33510900961718 -39.21087403313707 0.10914043700925741 0.0 -1.539572418653698 0.0 1.1093339702912242 89644.12326053677 336.35181361442363 9.803499543390103 18747.744097921688 0.5465936429266767 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.16800000000000012 10 22.336818227584924 1022.3684975943825 0.9940103388898894 0.9940103388898894 -1.5625744370329213 0.0 129.05304402013869 130.54159101352818 183.84776310850236 179.56469183859505 -38.10927183924542 -7.667301512755015 4.920295880138136 179.56469183859505 -38.10927183924542 0.10269192615002229 0.0 -1.6121277148087794 0.0 1.10927708632763 89638.44647070447 336.3497872768961 9.803497933576397 18746.782758936948 0.5465969358772087 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.17200000000000013 10 22.85303040366548 1022.8906639584366 0.9875115147326675 0.9875115147326675 -1.624706039305471 0.0 129.02637982161684 130.55893832706053 183.84776310850236 179.79937713803255 -36.95439145401891 -6.666049630457999 4.3368283830918815 179.79937713803255 -36.95439145401891 0.09602007560961517 0.0 -1.6679626351017798 0.0 1.1092201950601661 89632.7690203893 336.3477605874651 9.803496323492958 18745.82129651681 0.5466002294392976 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.17600000000000013 10 23.369135922951944 1023.4128997117448 0.9808318378258575 0.9808318378258575 -1.6699192267025225 0.0 129.0037691433938 130.5738585120566 183.84776310850236 180.0357386650171 -35.75804501465762 -5.652669555761427 3.7300462490209343 180.0357386650171 -35.75804501465762 0.08919304987444317 0.0 -1.7067564337930015 0.0 1.1091632974562236 89627.09100615921 336.34573358055104 9.803494713167131 18744.859727010178 0.5466035235570273 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
0.004 0.18000000000000013 10 23.885150999525518 1023.935195145793 0.9740398174811181 0.9740398174811181 -1.698005086184831 0.0 128.9852113191387 130.5862830536371 183.84776310850236 180.2705726664666 -34.53234268496253 -4.639456063776325 3.1061353951221062 180.2705726664666 -34.53234268496253 0.08227955412315782 0.0 -1.7283739378213376 0.0 1.109106394533931 89621.41252964053 336.3437062923883 9.80349310262771 18743.898067623435 0.5466068181715311 12.9291077535 45 15.947092235996628 23.983130902444174 0.017366894787779974 -0.022697771347546223 -0.022697771347546223 -0.22778296253464772 3.9155745595427325
