tof posE posN posU tgtE tgtN tgtU alpha beta lethality
0.0100000000 0.0001639990 -0.0000596907 0.0099984770 -3000.0000000000 0.0000000000 3000.0000000000 0.0010716871 0.0000000000 FLYING
0.0200000000 0.0004414569 -0.0001606772 0.0259353793 -3000.0000000000 0.0000000000 3000.0000000000 0.0006271857 0.0000000000 FLYING
0.0300000000 0.0009602697 -0.0003495096 0.0547593534 -3000.0000000000 0.0000000000 3000.0000000000 0.0003799778 -0.0000000000 FLYING
0.0400000000 0.0018540052 -0.0006748027 0.1034469186 -3000.0000000000 0.0000000000 3000.0000000000 0.0002429905 0.0000000000 FLYING
0.0500000000 0.0032582069 -0.0011858903 0.1790026889 -3000.0000000000 0.0000000000 3000.0000000000 0.0002143346 0.0000000000 FLYING
0.0600000000 0.0047907951 -0.0017437068 0.2605821026 -3000.0000000000 0.0000000000 3000.0000000000 0.0001502793 -0.0000000000 FLYING
0.0700000000 0.0069798289 -0.0025404500 0.3762343032 -3000.0000000000 0.0000000000 3000.0000000000 0.0001019978 -0.0000000000 FLYING
0.0800000000 0.0098314099 -0.0035783406 0.5261311927 -3000.0000000000 0.0000000000 3000.0000000000 0.0000670666 -0.0000000000 FLYING
0.0900000000 0.0133493454 -0.0048587644 0.7104449831 -3000.0000000000 0.0000000000 3000.0000000000 0.0000392766 -0.0000000000 FLYING
0.1000000000 0.0175355601 -0.0063824219 0.9293481868 -3000.0000000000 0.0000000000 3000.0000000000 0.0000157441 -0.0000000000 FLYING
0.1100000000 0.0223903077 -0.0081494055 1.1830136120 -3000.0000000000 0.0000000000 3000.0000000000 -0.0000050538 -0.0000000000 FLYING
0.1200000000 0.0279122898 -0.0101592427 1.4716143590 -3000.0000000000 0.0000000000 3000.0000000000 -0.0000239979 -0.0000000000 FLYING
0.1300000000 0.0340987265 -0.0124109215 1.7953238180 -3000.0000000000 0.0000000000 3000.0000000000 -0.0000416333 -0.0000000000 FLYING
0.1400000000 0.0409453972 -0.0149029058 2.1543156672 -3000.0000000000 0.0000000000 3000.0000000000 -0.0000583156 -0.0000000000 FLYING
0.1500000000 0.0484466653 -0.0176331441 2.5487638712 -3000.0000000000 0.0000000000 3000.0000000000 -0.0000742867 -0.0000000000 FLYING
0.1600000000 0.0565954901 -0.0205990738 2.9788426789 -3000.0000000000 0.0000000000 3000.0000000000 -0.0000897171 -0.0000000000 FLYING
0.1700000000 0.0653834320 -0.0237976231 3.4447266225 -3000.0000000000 0.0000000000 3000.0000000000 -0.0001047302 -0.0000000002 FLYING
0.1800000000 0.0748006512 -0.0272252107 3.9465905155 -3000.0000000000 0.0000000000 3000.0000000000 -0.0001194178 -0.0000000013 FLYING
0.1900000000 0.0848359028 -0.0308777445 4.4846094517 -3000.0000000000 0.0000000000 3000.0000000000 -0.0001338496 -0.0000000066 FLYING
0.2000000000 0.0954765278 -0.0347506203 5.0589588031 -3000.0000000000 0.0000000000 3000.0000000000 -0.0001480794 -0.0000000320 FLYING
0.2100000000 0.1067084392 -0.0388387278 5.6698142185 -3000.0000000000 0.0000000000 3000.0000000000 -0.0001621493 -0.0000001492 FLYING
0.2200000000 0.1185160930 -0.0431364926 6.3173516220 -3000.0000000000 0.0000000000 3000.0000000000 -0.0001760927 -0.0000006769 FLYING
0.2300000000 0.1308823957 -0.0476380883 7.0017472105 -3000.0000000000 0.0000000000 3000.0000000000 -0.0001899351 -0.0000029988 FLYING
0.2400000000 0.1437883287 -0.0523384235 7.7231774524 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002036909 -0.0000130248 FLYING
0.2500000000 0.1572113175 -0.0572375881 8.4818190852 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002173424 -0.0000553587 FLYING
0.2600000000 0.1711181433 -0.0623602638 9.2778491129 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002307428 -0.0000913031 FLYING
0.2700000000 0.1854743855 -0.0677296081 10.1114448013 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002438952 -0.0000970455 FLYING
0.2800000000 0.2002518051 -0.0733467705 10.9827780248 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002569480 -0.0001031005 FLYING
0.2900000000 0.2154195395 -0.0792125965 11.8919700591 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002698683 -0.0001094223 FLYING
0.3000000000 0.2309450178 -0.0853279124 12.8391424388 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002826515 -0.0001160357 FLYING
0.3100000000 0.2467939456 -0.0916935261 13.8244169551 -3000.0000000000 0.0000000000 3000.0000000000 -0.0002952896 -0.0001229678 FLYING
