tof posE posN posU tgtE tgtN tgtU alpha beta lethality
0.0100000000 0.0001639990 -0.0000596907 0.0099984770 -4000.0000000000 0.0000000000 3000.0000000000 0.0010720913 0.0000000000 FLYING
0.0200000000 0.0004414630 -0.0001606794 0.0259353792 -4000.0000000000 0.0000000000 3000.0000000000 0.0006277700 -0.0000000000 FLYING
0.0300000000 0.0009603025 -0.0003495215 0.0547593528 -4000.0000000000 0.0000000000 3000.0000000000 0.0003811034 0.0000000000 FLYING
0.0400000000 0.0018541347 -0.0006748499 0.1034469160 -4000.0000000000 0.0000000000 3000.0000000000 0.0002450518 0.0000000000 FLYING
0.0500000000 0.0032586329 -0.0011860454 0.1790026802 -4000.0000000000 0.0000000000 3000.0000000000 0.0002189227 0.0000000000 FLYING
0.0600000000 0.0047918929 -0.0017441064 0.2605820799 -4000.0000000000 0.0000000000 3000.0000000000 0.0001540871 -0.0000000000 FLYING
0.0700000000 0.0069822929 -0.0025413468 0.3762342518 -4000.0000000000 0.0000000000 3000.0000000000 0.0001078712 -0.0000000000 FLYING
0.0800000000 0.0098364720 -0.0035801830 0.5261310862 -4000.0000000000 0.0000000000 3000.0000000000 0.0000750780 -0.0000000000 FLYING
0.0900000000 0.0133589898 -0.0048622746 0.7104447788 -4000.0000000000 0.0000000000 3000.0000000000 0.0000494705 -0.0000000000 FLYING
0.1000000000 0.0175527435 -0.0063886762 0.9293478212 -4000.0000000000 0.0000000000 3000.0000000000 0.0000281517 -0.0000000000 FLYING
0.1100000000 0.0224191848 -0.0081599159 1.1830129955 -4000.0000000000 0.0000000000 3000.0000000000 0.0000095917 -0.0000000000 FLYING
0.1200000000 0.0279584431 -0.0101760411 1.4716133716 -4000.0000000000 0.0000000000 3000.0000000000 -0.0000070944 -0.0000000000 FLYING
0.1300000000 0.0341693993 -0.0124366443 1.7953223041 -4000.0000000000 0.0000000000 3000.0000000000 -0.0000224542 -0.0000000000 FLYING
0.1400000000 0.0410497320 -0.0149408806 2.1543134309 -4000.0000000000 0.0000000000 3000.0000000000 -0.0000368450 -0.0000000000 FLYING
0.1500000000 0.0485959450 -0.0176874775 2.5487606717 -4000.0000000000 0.0000000000 3000.0000000000 -0.0000505097 -0.0000000000 FLYING
0.1600000000 0.0568033839 -0.0206747410 2.9788382263 -4000.0000000000 0.0000000000 3000.0000000000 -0.0000636195 -0.0000000003 FLYING
0.1700000000 0.0656662449 -0.0239005587 3.4447205731 -4000.0000000000 0.0000000000 3000.0000000000 -0.0000762986 -0.0000000027 FLYING
0.1800000000 0.0751775769 -0.0273624021 3.9465824680 -4000.0000000000 0.0000000000 3000.0000000000 -0.0000886391 -0.0000000199 FLYING
0.1900000000 0.0853292787 -0.0310573325 4.4845989433 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001007108 -0.0000001351 FLYING
0.2000000000 0.0961120775 -0.0349820469 5.0589453057 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001125677 -0.0000008677 FLYING
0.2100000000 0.1075154091 -0.0391331864 5.6697971355 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001242505 -0.0000053265 FLYING
0.2200000000 0.1195266920 -0.0435093089 6.3173302851 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001357819 -0.0000314495 FLYING
0.2300000000 0.1321269378 -0.0481229229 7.0017208772 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001471206 -0.0000626783 FLYING
0.2400000000 0.1452937561 -0.0529921515 7.7231453027 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001582539 -0.0000667771 FLYING
0.2500000000 0.1590094876 -0.0581183967 8.4817802184 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001692737 -0.0000710453 FLYING
0.2600000000 0.1732550968 -0.0635030689 9.2778025455 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001801924 -0.0000754512 FLYING
0.2700000000 0.1880101651 -0.0691475609 10.1113894682 -4000.0000000000 0.0000000000 3000.0000000000 -0.0001910188 -0.0000800063 FLYING
0.2800000000 0.2032527737 -0.0750532108 10.9827127810 -4000.0000000000 0.0000000000 3000.0000000000 -0.0002017667 -0.0000847257 FLYING
