tof posE posN posU tgtE tgtN tgtU alpha beta lethality
0.0100000000 0.0001639990 -0.0000596907 0.0099984770 -4500.0000000000 0.0000000000 3000.0000000000 0.0010722847 -0.0000000000 FLYING
0.0200000000 0.0004414659 -0.0001606804 0.0259353791 -4500.0000000000 0.0000000000 3000.0000000000 0.0006280491 0.0000000000 FLYING
0.0300000000 0.0009603182 -0.0003495272 0.0547593525 -4500.0000000000 0.0000000000 3000.0000000000 0.0003816408 0.0000000000 FLYING
0.0400000000 0.0018541966 -0.0006748724 0.1034469147 -4500.0000000000 0.0000000000 3000.0000000000 0.0002460356 0.0000000000 FLYING
0.0500000000 0.0032588363 -0.0011861194 0.1790026761 -4500.0000000000 0.0000000000 3000.0000000000 0.0002211121 -0.0000000000 FLYING
0.0600000000 0.0047924171 -0.0017442972 0.2605820691 -4500.0000000000 0.0000000000 3000.0000000000 0.0001559037 0.0000000000 FLYING
0.0700000000 0.0069834691 -0.0025417749 0.3762342272 -4500.0000000000 0.0000000000 3000.0000000000 0.0001106729 -0.0000000000 FLYING
0.0800000000 0.0098388880 -0.0035810624 0.5261310354 -4500.0000000000 0.0000000000 3000.0000000000 0.0000788993 -0.0000000000 FLYING
0.0900000000 0.0133635920 -0.0048639497 0.7104446813 -4500.0000000000 0.0000000000 3000.0000000000 0.0000543323 -0.0000000000 FLYING
0.1000000000 0.0175609423 -0.0063916603 0.9293476466 -4500.0000000000 0.0000000000 3000.0000000000 0.0000340690 -0.0000000000 FLYING
0.1100000000 0.0224329619 -0.0081649304 1.1830127010 -4500.0000000000 0.0000000000 3000.0000000000 0.0000165759 -0.0000000000 FLYING
0.1200000000 0.0279804607 -0.0101840549 1.4716128998 -4500.0000000000 0.0000000000 3000.0000000000 0.0000009664 -0.0000000000 FLYING
0.1300000000 0.0342031121 -0.0124489147 1.7953215806 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000133084 -0.0000000000 FLYING
0.1400000000 0.0410994998 -0.0149589946 2.1543123618 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000266065 -0.0000000000 FLYING
0.1500000000 0.0486671485 -0.0177133935 2.5487591415 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000391713 -0.0000000006 FLYING
0.1600000000 0.0569025417 -0.0207108317 2.9788360955 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000511743 -0.0000000074 FLYING
0.1700000000 0.0658011313 -0.0239496575 3.4447176765 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000627400 -0.0000000751 FLYING
0.1800000000 0.0753573330 -0.0274278749 3.9465786122 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000739605 -0.0000006697 FLYING
0.1900000000 0.0855644385 -0.0311433884 4.4845939046 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000849049 -0.0000054603 FLYING
0.2000000000 0.0964138669 -0.0350960535 5.0589388285 -4500.0000000000 0.0000000000 3000.0000000000 -0.0000956178 -0.0000413702 FLYING
0.2100000000 0.1078893276 -0.0393036961 5.6697889303 -4500.0000000000 0.0000000000 3000.0000000000 -0.0001060667 -0.0000492958 FLYING
0.2200000000 0.1199783792 -0.0437703259 6.3173200258 -4500.0000000000 0.0000000000 3000.0000000000 -0.0001163354 -0.0000527626 FLYING
0.2300000000 0.1326683016 -0.0484974674 7.0017081990 -4500.0000000000 0.0000000000 3000.0000000000 -0.0001264602 -0.0000563233 FLYING
