tof posE posN posU tgtE tgtN tgtU alpha beta lethality
0.0100000000 0.0001639990 -0.0000596907 0.0099984770 -2500.0000000000 0.0000000000 3000.0000000000 0.0010715295 0.0000000000 FLYING
0.0200000000 0.0004414546 -0.0001606763 0.0259353793 -2500.0000000000 0.0000000000 3000.0000000000 0.0006269568 0.0000000000 FLYING
0.0300000000 0.0009602569 -0.0003495049 0.0547593537 -2500.0000000000 0.0000000000 3000.0000000000 0.0003795364 -0.0000000000 FLYING
0.0400000000 0.0018539545 -0.0006747842 0.1034469196 -2500.0000000000 0.0000000000 3000.0000000000 0.0002421816 0.0000000000 FLYING
0.0500000000 0.0032580400 -0.0011858296 0.1790026923 -2500.0000000000 0.0000000000 3000.0000000000 0.0002125335 -0.0000000000 FLYING
0.0600000000 0.0047903646 -0.0017435501 0.2605821114 -2500.0000000000 0.0000000000 3000.0000000000 0.0001487837 -0.0000000000 FLYING
0.0700000000 0.0069788622 -0.0025400981 0.3762343233 -2500.0000000000 0.0000000000 3000.0000000000 0.0000996900 -0.0000000000 FLYING
0.0800000000 0.0098294233 -0.0035776175 0.5261312345 -2500.0000000000 0.0000000000 3000.0000000000 0.0000639179 -0.0000000000 FLYING
0.0900000000 0.0133455593 -0.0048573863 0.7104450632 -2500.0000000000 0.0000000000 3000.0000000000 0.0000352693 -0.0000000000 FLYING
0.1000000000 0.0175288124 -0.0063799660 0.9293483302 -2500.0000000000 0.0000000000 3000.0000000000 0.0000108660 -0.0000000000 FLYING
0.1100000000 0.0223789653 -0.0081452772 1.1830138538 -2500.0000000000 0.0000000000 3000.0000000000 -0.0000108122 -0.0000000000 FLYING
0.1200000000 0.0278941584 -0.0101526433 1.4716147464 -2500.0000000000 0.0000000000 3000.0000000000 -0.0000306445 -0.0000000000 FLYING
0.1300000000 0.0340709582 -0.0124008146 1.7953244119 -2500.0000000000 0.0000000000 3000.0000000000 -0.0000491749 -0.0000000000 FLYING
0.1400000000 0.0409043976 -0.0148879832 2.1543165443 -2500.0000000000 0.0000000000 3000.0000000000 -0.0000667582 -0.0000000000 FLYING
