tof posE posN posU tgtE tgtN tgtU normAch pitchRate thetaRate alpha theta sideAch yawRate psiRate beta psi rollAngleComm rollRate phiRate phi
5.6990000000 3121.1016809939 -1307.3512898876 1459.9465349053 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5562209859 -0.0656400308 -0.0656334808 0.0140157843 0.0942940534 -2.6650639651 0.0386262257 -0.0388100036 0.0004733071 -0.6448501609 0.0000000000 -0.0035914495 0.0000652191 -0.0001694836
5.7000000000 3121.6356564589 -1307.7525362742 1460.0002231210 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5530458987 -0.0656002109 -0.0655936673 0.0140181965 0.0942284398 -2.6632305994 0.0386034284 -0.0387868524 0.0004730252 -0.6448889593 0.0000000000 -0.0035867798 0.0000651723 -0.0001694184
5.7010000000 3122.1695669668 -1308.1537664809 1460.0538606827 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5498723252 -0.0655604040 -0.0655538668 0.0140206086 0.0941628660 -2.6613976474 0.0385806318 -0.0387637025 0.0004727434 -0.6449277346 0.0000000000 -0.0035821146 0.0000651257 -0.0001693533
5.7020000000 3122.7034125346 -1308.5549804950 1460.1074476268 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5467002640 -0.0655206100 -0.0655140792 0.0140230207 0.0940973321 -2.6595650990 0.0385578356 -0.0387405537 0.0004724618 -0.6449664867 0.0000000000 -0.0035774540 0.0000650792 -0.0001692882
5.7030000000 3123.2371931794 -1308.9561783038 1460.1609839895 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5435297139 -0.0654808289 -0.0654743045 0.0140254328 0.0940318379 -2.6577329446 0.0385350398 -0.0387174058 0.0004721803 -0.6450052157 0.0000000000 -0.0035727979 0.0000650327 -0.0001692231
5.7040000000 3123.7709089183 -1309.3573598947 1460.2144698069 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5403606735 -0.0654410607 -0.0654345426 0.0140278449 0.0939663835 -2.6559011744 0.0385122442 -0.0386942588 0.0004718990 -0.6450439215 0.0000000000 -0.0035681464 0.0000649864 -0.0001691581
5.7050000000 3124.3045597684 -1309.7585252551 1460.2679051154 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5371931416 -0.0654013054 -0.0653947937 0.0140302569 0.0939009688 -2.6540697786 0.0384894486 -0.0386711124 0.0004716178 -0.6450826042 0.0000000000 -0.0035634993 0.0000649401 -0.0001690931
5.7060000000 3124.8381457468 -1310.1596743724 1460.3212899511 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5340271167 -0.0653615629 -0.0653550576 0.0140326689 0.0938355939 -2.6522387477 0.0384666530 -0.0386479666 0.0004713367 -0.6451212637 0.0000000000 -0.0035588568 0.0000648939 -0.0001690282
5.7070000000 3125.3716668705 -1310.5608072338 1460.3746243503 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5308625978 -0.0653218333 -0.0653153343 0.0140350808 0.0937702587 -2.6504080722 0.0384438572 -0.0386248212 0.0004710558 -0.6451599001 0.0000000000 -0.0035542187 0.0000648478 -0.0001689633
5.7080000000 3125.9051231567 -1310.9619238270 1460.4279083490 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5276995834 -0.0652821166 -0.0652756239 0.0140374927 0.0937049632 -2.6485777424 0.0384210610 -0.0386016761 0.0004707750 -0.6451985134 0.0000000000 -0.0035495851 0.0000648018 -0.0001688985
5.7090000000 3126.4385146223 -1311.3630241392 1460.4811419834 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5245380723 -0.0652424127 -0.0652359263 0.0140399045 0.0936397074 -2.6467477491 0.0383982644 -0.0385785310 0.0004704944 -0.6452371035 0.0000000000 -0.0035449559 0.0000647559 -0.0001688337
5.7100000000 3126.9718412846 -1311.7641081578 1460.5343252896 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5213780633 -0.0652027215 -0.0651962415 0.0140423164 0.0935744913 -2.6449180828 0.0383754672 -0.0385553860 0.0004702139 -0.6452756704 0.0000000000 -0.0035403311 0.0000647101 -0.0001687690
5.7110000000 3127.5051031606 -1312.1651758704 1460.5874583038 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5182195551 -0.0651630432 -0.0651565696 0.0140447282 0.0935093149 -2.6430887341 0.0383526691 -0.0385322408 0.0004699335 -0.6453142142 0.0000000000 -0.0035357107 0.0000646645 -0.0001687043
5.7120000000 3128.0383002674 -1312.5662272642 1460.6405410621 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5150625466 -0.0651233777 -0.0651169104 0.0140471399 0.0934441782 -2.6412596940 0.0383298703 -0.0385090953 0.0004696533 -0.6453527349 0.0000000000 -0.0035310947 0.0000646189 -0.0001686397
5.7130000000 3128.5714326221 -1312.9672623268 1460.6935736004 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5119070364 -0.0650837250 -0.0650772640 0.0140495516 0.0933790811 -2.6394309530 0.0383070703 -0.0384859494 0.0004693732 -0.6453912324 0.0000000000 -0.0035264831 0.0000645734 -0.0001685751
5.7140000000 3129.1045002418 -1313.3682810456 1460.7465559550 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5087411415 -0.0650441293 -0.0650376746 0.0140519633 0.0933140236 -2.6376030262 0.0382842684 -0.0384628020 0.0004690932 -0.6454297068 0.0000000000 -0.0035218778 0.0000645260 -0.0001685105
5.7150000000 3129.6375031433 -1313.7692834079 1460.7994881620 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5055704830 -0.0650046695 -0.0649982211 0.0140543748 0.0932490057 -2.6357757248 0.0382614626 -0.0384396514 0.0004688134 -0.6454681580 0.0000000000 -0.0035172824 0.0000644728 -0.0001684460
5.7160000000 3130.1704413438 -1314.1702694011 1460.8523702576 4000.0000000000 -2000.0000000000 1500.0000000000 -4.5024097123 -0.0649653802 -0.0649589382 0.0140567858 0.0931840271 -2.6339485198 0.0382386523 -0.0384164969 0.0004685337 -0.6455065861 0.0000000000 -0.0035126984 0.0000644124 -0.0001683816
5.7170000000 3130.7033148602 -1314.5712390127 1460.9052022778 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4992610651 -0.0649262633 -0.0649198275 0.0140591964 0.0931190877 -2.6321213674 0.0382158373 -0.0383933383 0.0004682542 -0.6455449910 0.0000000000 -0.0035081259 0.0000643446 -0.0001683172
5.7180000000 3131.2361237095 -1314.9721922300 1460.9579842583 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4961244384 -0.0648873236 -0.0648808941 0.0140616066 0.0930541873 -2.6302942850 0.0381930177 -0.0383701757 0.0004679747 -0.6455833728 0.0000000000 -0.0035035648 0.0000642696 -0.0001682529
5.7190000000 3131.7688679089 -1315.3731290404 1461.0107162349 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4929999520 -0.0648485701 -0.0648421469 0.0140640164 0.0929893258 -2.6284672981 0.0381701937 -0.0383470093 0.0004676954 -0.6456217314 0.0000000000 -0.0034990150 0.0000641872 -0.0001681887
5.7200000000 3132.3015474752 -1315.7740494315 1461.0633982433 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4898880379 -0.0648100156 -0.0648035988 0.0140664257 0.0929245030 -2.6266404375 0.0381473656 -0.0383238394 0.0004674162 -0.6456600668 0.0000000000 -0.0034944768 0.0000640975 -0.0001681245
5.7210000000 3132.8341624256 -1316.1749533906 1461.1160303188 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4867894178 -0.0647716761 -0.0647652655 0.0140688346 0.0928597185 -2.6248137397 0.0381245338 -0.0383006665 0.0004671371 -0.6456983791 0.0000000000 -0.0034899501 0.0000640005 -0.0001680605
5.7220000000 3133.3667127771 -1316.5758409052 1461.1686124969 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4837050560 -0.0647335698 -0.0647271655 0.0140712429 0.0927949723 -2.6229872452 0.0381016989 -0.0382774910 0.0004668581 -0.6457366681 0.0000000000 -0.0034854349 0.0000638960 -0.0001679965
5.7230000000 3133.8991985468 -1316.9767119627 1461.2211448126 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4806361133 -0.0646957171 -0.0646893190 0.0140736508 0.0927302641 -2.6211609977 0.0380788614 -0.0382543136 0.0004665793 -0.6457749340 0.0000000000 -0.0034809315 0.0000637842 -0.0001679327
5.7240000000 3134.4316197517 -1317.3775665507 1461.2736273011 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4775839052 -0.0646581395 -0.0646517477 0.0140760581 0.0926655935 -2.6193350431 0.0380560220 -0.0382311349 0.0004663006 -0.6458131768 0.0000000000 -0.0034764398 0.0000636648 -0.0001678690
5.7250000000 3134.9639764090 -1317.7784046566 1461.3260599970 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4745498643 -0.0646208596 -0.0646144741 0.0140784649 0.0926009604 -2.6175094289 0.0380331814 -0.0382079555 0.0004660220 -0.6458513963 0.0000000000 -0.0034719599 0.0000635381 -0.0001678054
5.7260000000 3135.4962685358 -1318.1792262680 1461.3784429351 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4715355069 -0.0645839007 -0.0645775214 0.0140808711 0.0925363644 -2.6156842032 0.0380103402 -0.0381847763 0.0004657435 -0.6458895927 0.0000000000 -0.0034674919 0.0000634038 -0.0001677419
5.7270000000 3136.0284961491 -1318.5800313724 1461.4307761498 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4685424031 -0.0645472860 -0.0645409130 0.0140832766 0.0924718052 -2.6138594142 0.0379874992 -0.0381615979 0.0004654652 -0.6459277659 0.0000000000 -0.0034630359 0.0000632620 -0.0001676786
5.7280000000 3136.5606592661 -1318.9808199574 1461.4830596752 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4655721502 -0.0645110387 -0.0645046719 0.0140856816 0.0924072824 -2.6120351098 0.0379646591 -0.0381384210 0.0004651869 -0.6459659159 0.0000000000 -0.0034585918 0.0000631128 -0.0001676154
5.7290000000 3137.0927579040 -1319.3815920105 1461.5352935452 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4626263500 -0.0644751817 -0.0644688212 0.0140880858 0.0923427957 -2.6102113369 0.0379418206 -0.0381152464 0.0004649088 -0.6460040427 0.0000000000 -0.0034541597 0.0000629561 -0.0001675523
5.7300000000 3137.6247920798 -1319.7823475193 1461.5874777937 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4597065883 -0.0644397373 -0.0644333829 0.0140904893 0.0922783446 -2.6083881414 0.0379189845 -0.0380920749 0.0004646307 -0.6460421464 0.0000000000 -0.0034497396 0.0000627921 -0.0001674895
5.7310000000 3138.1567618108 -1320.1830864714 1461.6396124540 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4568144187 -0.0644047267 -0.0643983786 0.0140928921 0.0922139287 -2.6065655674 0.0378961514 -0.0380689070 0.0004643528 -0.6460802268 0.0000000000 -0.0034453315 0.0000626207 -0.0001674268
5.7320000000 3138.6886671142 -1320.5838088545 1461.6916975591 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4539513470 -0.0643701707 -0.0643638288 0.0140952941 0.0921495476 -2.6047436572 0.0378733221 -0.0380457435 0.0004640750 -0.6461182842 0.0000000000 -0.0034409354 0.0000624421 -0.0001673642
5.7330000000 3139.2205080070 -1320.9845146562 1461.7437331421 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4511188203 -0.0643360885 -0.0643297528 0.0140976954 0.0920852008 -2.6029224514 0.0378504971 -0.0380225851 0.0004637973 -0.6461563183 0.0000000000 -0.0034365511 0.0000622563 -0.0001673019
5.7340000000 3139.7522845067 -1321.3852038642 1461.7957192352 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4483182163 -0.0643024985 -0.0642961689 0.0141000958 0.0920208878 -2.6011019882 0.0378276771 -0.0379994323 0.0004635198 -0.6461943293 0.0000000000 -0.0034321786 0.0000620635 -0.0001672397
5.7350000000 3140.2839966304 -1321.7858764662 1461.8476558708 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4455508360 -0.0642694176 -0.0642630942 0.0141024954 0.0919566082 -2.5992823037 0.0378048627 -0.0379762858 0.0004632423 -0.6462323172 0.0000000000 -0.0034278179 0.0000618638 -0.0001671778
5.7360000000 3140.8156443953 -1322.1865324500 1461.8995430806 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4428178976 -0.0642368616 -0.0642305444 0.0141048942 0.0918923614 -2.5974634319 0.0377820545 -0.0379531461 0.0004629649 -0.6462702819 0.0000000000 -0.0034234687 0.0000616573 -0.0001671160
5.7370000000 3141.3472278188 -1322.5871718033 1461.9513808962 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4401205321 -0.0642048449 -0.0641985338 0.0141072921 0.0918281468 -2.5956454043 0.0377592529 -0.0379300138 0.0004626876 -0.6463082235 0.0000000000 -0.0034191310 0.0000614443 -0.0001670544
5.7380000000 3141.8787469181 -1322.9877945138 1462.0031693487 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4374597803 -0.0641733806 -0.0641670756 0.0141096891 0.0917639640 -2.5938282504 0.0377364585 -0.0379068894 0.0004624105 -0.6463461420 0.0000000000 -0.0034148045 0.0000612249 -0.0001669931
5.7390000000 3142.4102017106 -1323.3884005696 1462.0549084688 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4348365912 -0.0641424803 -0.0641361815 0.0141120852 0.0916998124 -2.5920119973 0.0377136718 -0.0378837733 0.0004621334 -0.6463840373 0.0000000000 -0.0034104892 0.0000609992 -0.0001669320
5.7400000000 3142.9415922135 -1323.7889899582 1462.1065982869 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4322518216 -0.0641121546 -0.0641058619 0.0141144804 0.0916356914 -2.5901966700 0.0376908931 -0.0378606659 0.0004618565 -0.6464219095 0.0000000000 -0.0034061847 0.0000607676 -0.0001668711
5.7410000000 3143.4729184443 -1324.1895626678 1462.1582388329 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4297062365 -0.0640824125 -0.0640761258 0.0141168746 0.0915716004 -2.5883822916 0.0376681229 -0.0378375677 0.0004615796 -0.6464597586 0.0000000000 -0.0034018909 0.0000605303 -0.0001668105
5.7420000000 3144.0041804202 -1324.5901186860 1462.2098301366 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4272005104 -0.0640532618 -0.0640469813 0.0141192679 0.0915075388 -2.5865688831 0.0376453616 -0.0378144790 0.0004613029 -0.6464975846 0.0000000000 -0.0033976076 0.0000602874 -0.0001667501
5.7430000000 3144.5353781588 -1324.9906580010 1462.2613722270 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4247352292 -0.0640247093 -0.0640184348 0.0141216603 0.0914435061 -2.5847564638 0.0376226094 -0.0377914002 0.0004610263 -0.6465353876 0.0000000000 -0.0033933345 0.0000600392 -0.0001666899
5.7440000000 3145.0665116773 -1325.3911806006 1462.3128651330 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4223108929 -0.0639967603 -0.0639904919 0.0141240517 0.0913795017 -2.5829450511 0.0375998667 -0.0377683316 0.0004607497 -0.6465731675 0.0000000000 -0.0033890714 0.0000597861 -0.0001666300
5.7450000000 3145.5975809933 -1325.7916864728 1462.3643088830 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4199279186 -0.0639694193 -0.0639631569 0.0141264421 0.0913155248 -2.5811346609 0.0375771338 -0.0377452734 0.0004604733 -0.6466109243 0.0000000000 -0.0033848179 0.0000595282 -0.0001665703
5.7460000000 3146.1285861241 -1326.1921756057 1462.4157035049 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4175866443 -0.0639426895 -0.0639364332 0.0141288316 0.0912515750 -2.5793253077 0.0375544109 -0.0377222259 0.0004601970 -0.6466486580 0.0000000000 -0.0033805739 0.0000592658 -0.0001665109
5.7470000000 3146.6595270873 -1326.5926479873 1462.4670490263 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4152873322 -0.0639165732 -0.0639103228 0.0141312201 0.0911876517 -2.5775170044 0.0375316983 -0.0376991894 0.0004599208 -0.6466863687 0.0000000000 -0.0033763389 0.0000589993 -0.0001664518
5.7480000000 3147.1904039003 -1326.9931036057 1462.5183454743 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4130301731 -0.0638910716 -0.0638848273 0.0141336076 0.0911237541 -2.5757097629 0.0375089961 -0.0376761640 0.0004596446 -0.6467240564 0.0000000000 -0.0033721128 0.0000587288 -0.0001663929
5.7490000000 3147.7212165807 -1327.3935424491 1462.5695928756 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4108152903 -0.0638661854 -0.0638599471 0.0141359942 0.0910598817 -2.5739035939 0.0374863046 -0.0376531500 0.0004593686 -0.6467617210 0.0000000000 -0.0033678952 0.0000584548 -0.0001663343
5.7500000000 3148.2519651460 -1327.7939645055 1462.6207912567 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4086427441 -0.0638419141 -0.0638356817 0.0141383798 0.0909960339 -2.5720985072 0.0374636240 -0.0376301476 0.0004590927 -0.6467993627 0.0000000000 -0.0033636857 0.0000581775 -0.0001662760
5.7510000000 3148.7826496137 -1328.1943697632 1462.6719406433 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4065125358 -0.0638182566 -0.0638120302 0.0141407644 0.0909322100 -2.5702945116 0.0374409544 -0.0376071568 0.0004588169 -0.6468369813 0.0000000000 -0.0033594841 0.0000578973 -0.0001662180
5.7520000000 3149.3132700014 -1328.5947582103 1462.7230410609 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4044246124 -0.0637952111 -0.0637889906 0.0141431480 0.0908684095 -2.5684916153 0.0374182960 -0.0375841779 0.0004585412 -0.6468745770 0.0000000000 -0.0033552901 0.0000576143 -0.0001661602
5.7530000000 3149.8438263267 -1328.9951298352 1462.7740925346 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4023788705 -0.0637727752 -0.0637665606 0.0141455307 0.0908046317 -2.5666898257 0.0373956488 -0.0375612109 0.0004582656 -0.6469121497 0.0000000000 -0.0033511033 0.0000573290 -0.0001661028
5.7540000000 3150.3743186072 -1329.3954846260 1462.8250950891 4000.0000000000 -2000.0000000000 1500.0000000000 -4.4003751604 -0.0637509458 -0.0637447371 0.0141479124 0.0907408761 -2.5648891496 0.0373730131 -0.0375382560 0.0004579901 -0.6469496994 0.0000000000 -0.0033469235 0.0000570416 -0.0001660456
5.7550000000 3150.9047468605 -1329.7958225711 1462.8760487486 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3984132906 -0.0637297194 -0.0637235166 0.0141502931 0.0906771420 -2.5630895936 0.0373503890 -0.0375153134 0.0004577147 -0.6469872262 0.0000000000 -0.0033427502 0.0000567525 -0.0001659887
5.7560000000 3151.4351111044 -1330.1961436588 1462.9269535368 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3964930313 -0.0637090919 -0.0637028951 0.0141526729 0.0906134288 -2.5612911636 0.0373277765 -0.0374923830 0.0004574394 -0.6470247301 0.0000000000 -0.0033385832 0.0000564619 -0.0001659321
5.7570000000 3151.9654113563 -1330.5964478775 1462.9778094773 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3946141182 -0.0636890590 -0.0636828680 0.0141550518 0.0905497359 -2.5594938654 0.0373051757 -0.0374694651 0.0004571642 -0.6470622110 0.0000000000 -0.0033344222 0.0000561702 -0.0001658757
5.7580000000 3152.4956476341 -1330.9967352155 1463.0286165930 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3927762562 -0.0636696158 -0.0636634307 0.0141574297 0.0904860627 -2.5576977045 0.0372825869 -0.0374465597 0.0004568891 -0.6470996690 0.0000000000 -0.0033302668 0.0000558776 -0.0001658197
5.7590000000 3153.0258199554 -1331.3970056613 1463.0793749066 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3909791227 -0.0636507573 -0.0636445779 0.0141598067 0.0904224087 -2.5559026863 0.0372600099 -0.0374236668 0.0004566142 -0.6471371041 0.0000000000 -0.0033261167 0.0000555844 -0.0001657640
5.7600000000 3153.5559283380 -1331.7972592034 1463.1300844402 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3892223708 -0.0636324778 -0.0636263043 0.0141621827 0.0903587733 -2.5541088159 0.0372374450 -0.0374007867 0.0004563393 -0.6471745163 0.0000000000 -0.0033219717 0.0000552910 -0.0001657086
5.7610000000 3154.0859727996 -1332.1974958302 1463.1807452157 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3875056324 -0.0636147719 -0.0636086042 0.0141645579 0.0902951558 -2.5523160984 0.0372148922 -0.0373779193 0.0004560645 -0.6472119057 0.0000000000 -0.0033178314 0.0000549975 -0.0001656534
5.7620000000 3154.6159533579 -1332.5977155303 1463.2313572545 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3858285209 -0.0635976336 -0.0635914717 0.0141669321 0.0902315558 -2.5505245391 0.0371923516 -0.0373550648 0.0004557899 -0.6472492722 0.0000000000 -0.0033136955 0.0000547043 -0.0001655986
5.7630000000 3155.1458700307 -1332.9979182922 1463.2819205777 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3841906338 -0.0635810568 -0.0635749007 0.0141693054 0.0901679726 -2.5487341429 0.0371698234 -0.0373322232 0.0004555153 -0.6472866158 0.0000000000 -0.0033095638 0.0000544117 -0.0001655440
5.7640000000 3155.6757228358 -1333.3981041044 1463.3324352058 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3825915552 -0.0635650354 -0.0635588851 0.0141716778 0.0901044057 -2.5469449151 0.0371473074 -0.0373093946 0.0004552409 -0.6473239366 0.0000000000 -0.0033054359 0.0000541199 -0.0001654897
5.7650000000 3156.2055117910 -1333.7982729555 1463.3829011593 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3810308578 -0.0635495631 -0.0635434184 0.0141740494 0.0900408546 -2.5451568609 0.0371248040 -0.0372865791 0.0004549665 -0.6473612346 0.0000000000 -0.0033013117 0.0000538291 -0.0001654358
5.7660000000 3156.7352369141 -1334.1984248343 1463.4333184580 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3795081052 -0.0635346333 -0.0635284943 0.0141764201 0.0899773186 -2.5433699855 0.0371023130 -0.0372637767 0.0004546923 -0.6473985098 0.0000000000 -0.0032971908 0.0000535396 -0.0001653821
5.7670000000 3157.2648982229 -1334.5985597293 1463.4836871214 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3780228534 -0.0635202396 -0.0635141064 0.0141787898 0.0899137973 -2.5415842944 0.0370798347 -0.0372409876 0.0004544182 -0.6474357622 0.0000000000 -0.0032930731 0.0000532516 -0.0001653287
5.7680000000 3157.7944957354 -1334.9986776292 1463.5340071687 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3765746529 -0.0635063754 -0.0635002479 0.0141811588 0.0898502901 -2.5397997930 0.0370573691 -0.0372182118 0.0004541442 -0.6474729918 0.0000000000 -0.0032889581 0.0000529654 -0.0001652756
5.7690000000 3158.3240294693 -1335.3987785227 1463.5842786188 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3751630498 -0.0634930343 -0.0634869124 0.0141835269 0.0897867966 -2.5380164870 0.0370349163 -0.0371954495 0.0004538703 -0.6475101986 0.0000000000 -0.0032848458 0.0000526812 -0.0001652228
5.7700000000 3158.8534994425 -1335.7988623987 1463.6345014900 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3737875871 -0.0634802095 -0.0634740933 0.0141858941 0.0897233161 -2.5362343821 0.0370124763 -0.0371727006 0.0004535965 -0.6475473827 0.0000000000 -0.0032807359 0.0000523991 -0.0001651702
5.7710000000 3159.3829056729 -1336.1989292458 1463.6846758006 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3724478064 -0.0634678945 -0.0634617839 0.0141882605 0.0896598481 -2.5344534843 0.0369900493 -0.0371499652 0.0004533228 -0.6475845440 0.0000000000 -0.0032766282 0.0000521194 -0.0001651180
5.7720000000 3159.9122481785 -1336.5989790529 1463.7348015682 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3711432482 -0.0634560826 -0.0634499777 0.0141906261 0.0895963922 -2.5326737994 0.0369676354 -0.0371272436 0.0004530492 -0.6476216826 0.0000000000 -0.0032725225 0.0000518423 -0.0001650660
5.7730000000 3160.4415269770 -1336.9990118087 1463.7848788103 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3698734534 -0.0634447673 -0.0634386680 0.0141929909 0.0895329479 -2.5308953336 0.0369452346 -0.0371045357 0.0004527758 -0.6476587985 0.0000000000 -0.0032684186 0.0000515679 -0.0001650143
5.7740000000 3160.9707420866 -1337.3990275022 1463.8349075439 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3686379637 -0.0634339421 -0.0634278484 0.0141953548 0.0894695147 -2.5291180930 0.0369228470 -0.0370818416 0.0004525024 -0.6476958917 0.0000000000 -0.0032643163 0.0000512964 -0.0001649628
5.7750000000 3161.4998935250 -1337.7990261221 1463.8848877858 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3674363227 -0.0634236003 -0.0634175123 0.0141977180 0.0894060920 -2.5273420841 0.0369004728 -0.0370591614 0.0004522291 -0.6477329622 0.0000000000 -0.0032602154 0.0000510280 -0.0001649117
5.7760000000 3162.0289813102 -1338.1990076575 1463.9348195525 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3662680758 -0.0634137356 -0.0634076531 0.0142000804 0.0893426794 -2.5255673131 0.0368781120 -0.0370364953 0.0004519560 -0.6477700100 0.0000000000 -0.0032561159 0.0000507627 -0.0001648608
5.7770000000 3162.5580054603 -1338.5989720972 1463.9847028600 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3651327713 -0.0634043415 -0.0633982646 0.0142024420 0.0892792764 -2.5237937866 0.0368557647 -0.0370138432 0.0004516830 -0.6478070352 0.0000000000 -0.0032520175 0.0000505008 -0.0001648101
5.7780000000 3163.0869659932 -1338.9989194303 1464.0345377240 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3640299603 -0.0633954116 -0.0633893402 0.0142048028 0.0892158826 -2.5220215111 0.0368334310 -0.0369912054 0.0004514101 -0.6478440377 0.0000000000 -0.0032479201 0.0000502424 -0.0001647598
5.7790000000 3163.6158629268 -1339.3988496456 1464.0843241601 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3629591975 -0.0633869395 -0.0633808737 0.0142071629 0.0891524975 -2.5202504932 0.0368111111 -0.0369685818 0.0004511373 -0.6478810176 0.0000000000 -0.0032438236 0.0000499875 -0.0001647097
5.7800000000 3164.1446962791 -1339.7987627322 1464.1340621834 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3619200410 -0.0633789190 -0.0633728587 0.0142095222 0.0890891207 -2.5184807396 0.0367888049 -0.0369459727 0.0004508646 -0.6479179749 0.0000000000 -0.0032397278 0.0000497363 -0.0001646598
5.7810000000 3164.6734660682 -1340.1986586791 1464.1837518087 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3609120525 -0.0633713439 -0.0633652891 0.0142118808 0.0890257516 -2.5167122570 0.0367665127 -0.0369233780 0.0004505920 -0.6479549096 0.0000000000 -0.0032356327 0.0000494889 -0.0001646102
5.7820000000 3165.2021723121 -1340.5985374754 1464.2333930506 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3599347977 -0.0633642080 -0.0633581586 0.0142142386 0.0889623899 -2.5149450520 0.0367442344 -0.0369007980 0.0004503195 -0.6479918217 0.0000000000 -0.0032315382 0.0000492454 -0.0001645608
5.7830000000 3165.7308150287 -1340.9983991101 1464.2829859232 4000.0000000000 -2000.0000000000 1500.0000000000 -4.3589878460 -0.0633575051 -0.0633514612 0.0142165957 0.0888990350 -2.5131791314 0.0367219703 -0.0368782326 0.0004500471 -0.6480287112 0.0000000000 -0.0032274441 0.0000490058 -0.0001645117
