tof posE posN posU tgtE tgtN tgtU normAch pitchRate thetaRate alpha theta sideAch yawRate psiRate beta psi rollAngleComm rollRate phiRate phi
1.4010000000 288.6151764626 -2.1155582757 240.3477794890 4000.0000000000 -2000.0000000000 1500.0000000000 12.6066327924 0.2219446860 0.2220775520 0.0126261817 0.6556190292 -5.7085715127 0.0991432047 -0.1246776989 0.0013825730 -0.0758552949 0.0000000000 -0.0871801418 -0.0111923200 -0.0013533903
1.4020000000 289.0664050873 -2.1491336410 240.6869420571 4000.0000000000 -2000.0000000000 1500.0000000000 12.6256829323 0.2220432748 0.2221759678 0.0126194066 0.6558411559 -5.6594028479 0.0981952348 -0.1234997524 0.0013830978 -0.0759793836 0.0000000000 -0.0864031729 -0.0111115432 -0.0013645423
1.4030000000 289.5178967162 -2.1827840529 241.0264673875 4000.0000000000 -2000.0000000000 1500.0000000000 12.6430983206 0.2221137659 0.2222462575 0.0126125947 0.6560633671 -5.6101664458 0.0972475390 -0.1223218337 0.0013835936 -0.0761022944 0.0000000000 -0.0856222124 -0.0110271650 -0.0013756116
1.4040000000 289.9696511952 -2.2165090461 241.3663556565 4000.0000000000 -2000.0000000000 1500.0000000000 12.6588877853 0.2221563792 0.2222886407 0.0126057464 0.6562856345 -5.5608675697 0.0963002108 -0.1211440596 0.0013840603 -0.0762240273 0.0000000000 -0.0848374116 -0.0109392688 -0.0013865948
1.4050000000 290.4216683798 -2.2503081550 241.7066070282 4000.0000000000 -2000.0000000000 1500.0000000000 12.6730602648 0.2221713354 0.2223033382 0.0125988621 0.6565079305 -5.5115114869 0.0953533434 -0.1199665468 0.0013844979 -0.0763445826 0.0000000000 -0.0840489245 -0.0108479398 -0.0013974884
1.4060000000 290.8739481349 -2.2841809142 242.0472216535 4000.0000000000 -2000.0000000000 1500.0000000000 12.6856247950 0.2221588557 0.2222905715 0.0125919421 0.6567302275 -5.4621034796 0.0944070302 -0.1187894120 0.0013849064 -0.0764639606 0.0000000000 -0.0832569070 -0.0107532654 -0.0014082890
1.4070000000 291.3264903350 -2.3181268578 242.3881996710 4000.0000000000 -2000.0000000000 1500.0000000000 12.6965904977 0.2221191620 0.2222505623 0.0125849869 0.6569524980 -5.4126488527 0.0934613644 -0.1176127723 0.0013852858 -0.0765821617 0.0000000000 -0.0824615170 -0.0106553341 -0.0014189933
1.4080000000 291.7792948643 -2.3521455203 242.7295412064 4000.0000000000 -2000.0000000000 1500.0000000000 12.7059665704 0.2220524766 0.2221835332 0.0125779969 0.6571747151 -5.3631529425 0.0925164400 -0.1164367454 0.0013856360 -0.0766991865 0.0000000000 -0.0816629136 -0.0105542357 -0.0014295981
1.4090000000 292.2323616163 -2.3862364361 243.0712463733 4000.0000000000 -2000.0000000000 1500.0000000000 12.7137622776 0.2219590218 0.2220897066 0.0125709724 0.6573968517 -5.3136211232 0.0915723508 -0.1152614493 0.0013859570 -0.0768150356 0.0000000000 -0.0808612576 -0.0104500605 -0.0014401003
1.4100000000 292.6856904939 -2.4203991396 243.4133152726 4000.0000000000 -2000.0000000000 1500.0000000000 12.7199869430 0.2218390203 0.2219693053 0.0125639139 0.6576188812 -5.2640588122 0.0906291915 -0.1140870029 0.0013862488 -0.0769297098 0.0000000000 -0.0800567105 -0.0103428993 -0.0014504968
1.4110000000 293.1392814095 -2.4546331655 243.7557479929 4000.0000000000 -2000.0000000000 1500.0000000000 12.7246499429 0.2216926948 0.2218225523 0.0125568217 0.6578407771 -5.2144714758 0.0896870571 -0.1129135261 0.0013865115 -0.0770432101 0.0000000000 -0.0792494347 -0.0102328428 -0.0014607846
1.4120000000 293.5931342846 -2.4889380487 244.0985446106 4000.0000000000 -2000.0000000000 1500.0000000000 12.7277607007 0.2215202680 0.2216496705 0.0125496963 0.6580625132 -5.1648646323 0.0887460434 -0.1117411395 0.0013867450 -0.0771555374 0.0000000000 -0.0784395931 -0.0101199816 -0.0014709610
1.4130000000 294.0472490503 -2.5233133244 244.4417051897 4000.0000000000 -2000.0000000000 1500.0000000000 12.7293286823 0.2213219625 0.2214508826 0.0125425380 0.6582840635 -5.1152438561 0.0878062467 -0.1105699647 0.0013869493 -0.0772666930 0.0000000000 -0.0776273487 -0.0100044055 -0.0014810232
1.4140000000 294.5016256468 -2.5577585281 244.7852297824 4000.0000000000 -2000.0000000000 1500.0000000000 12.7293633920 0.2210980009 0.2212264116 0.0125353473 0.6585054022 -5.0656147794 0.0868677642 -0.1094001246 0.0013871244 -0.0773766780 0.0000000000 -0.0768128647 -0.0098862036 -0.0014909685
1.4150000000 294.9562640234 -2.5922731957 245.1291184286 4000.0000000000 -2000.0000000000 1500.0000000000 12.7278743699 0.2208486056 0.2209764801 0.0125281245 0.6587265036 -5.0159830947 0.0859306937 -0.1082317427 0.0013872704 -0.0774854939 0.0000000000 -0.0759963038 -0.0097654640 -0.0015007944
1.4160000000 295.4111641387 -2.6268568635 245.4733711563 4000.0000000000 -2000.0000000000 1500.0000000000 12.7248711887 0.2205739989 0.2207013106 0.0125208700 0.6589473425 -4.9663545557 0.0849951337 -0.1070649440 0.0013873872 -0.0775931423 0.0000000000 -0.0751778287 -0.0096422734 -0.0015104982
1.4170000000 295.8663259604 -2.6615090684 245.8179879815 4000.0000000000 -2000.0000000000 1500.0000000000 12.7203634529 0.2202744028 0.2204011257 0.0125135842 0.6591678937 -4.9167349779 0.0840611837 -0.1058998544 0.0013874750 -0.0776996247 0.0000000000 -0.0743576011 -0.0095167171 -0.0015200777
1.4180000000 296.3217494651 -2.6962293478 246.1629689086 4000.0000000000 -2000.0000000000 1500.0000000000 12.7143607966 0.2199500393 0.2200761476 0.0125062674 0.6593881324 -4.8671302393 0.0831289438 -0.1047366008 0.0013875336 -0.0778049429 0.0000000000 -0.0735357820 -0.0093888786 -0.0015295305
1.4190000000 296.7774346387 -2.7310172398 246.5083139300 4000.0000000000 -2000.0000000000 1500.0000000000 12.7068728830 0.2196011301 0.2197265983 0.0124989202 0.6596080337 -4.8175462795 0.0821985147 -0.1035753115 0.0013875632 -0.0779090989 0.0000000000 -0.0727125314 -0.0092588396 -0.0015388544
1.4200000000 297.2333814759 -2.7658722831 246.8540230265 4000.0000000000 -2000.0000000000 1500.0000000000 12.6979094042 0.2192278967 0.2193526998 0.0124915428 0.6598275734 -4.7679890998 0.0812699982 -0.1024161156 0.0013875639 -0.0780120946 0.0000000000 -0.0718880082 -0.0091266798 -0.0015480472
1.4210000000 297.6895899803 -2.8007940171 247.2000961674 4000.0000000000 -2000.0000000000 1500.0000000000 12.6874800806 0.2188305606 0.2189546739 0.0124841356 0.6600467271 -4.7184647616 0.0803434964 -0.1012591432 0.0013875355 -0.0781139322 0.0000000000 -0.0710623699 -0.0089924767 -0.0015571067
1.4220000000 298.1460601644 -2.8357819821 247.5465333103 4000.0000000000 -2000.0000000000 1500.0000000000 12.6755946616 0.2184093430 0.2185327422 0.0124766991 0.6602654708 -4.6689793857 0.0794191124 -0.1001045256 0.0013874783 -0.0782146140 0.0000000000 -0.0702357726 -0.0088563058 -0.0015660311
1.4230000000 298.6027920496 -2.8708357193 247.8933344016 4000.0000000000 -2000.0000000000 1500.0000000000 12.6622629257 0.2179644650 0.2180871263 0.0124692335 0.6604837807 -4.6195391504 0.0784969497 -0.0989523948 0.0013873921 -0.0783141425 0.0000000000 -0.0694083709 -0.0087182399 -0.0015748184
1.4240000000 299.0597856661 -2.9059547707 248.2404993760 4000.0000000000 -2000.0000000000 1500.0000000000 12.6474946810 0.2174961475 0.2176180476 0.0124617394 0.6607016333 -4.5701502900 0.0775771128 -0.0978028840 0.0013872772 -0.0784125201 0.0000000000 -0.0685803175 -0.0085783496 -0.0015834667
1.4250000000 299.5170410527 -2.9411386794 248.5880281572 4000.0000000000 -2000.0000000000 1500.0000000000 12.6312997664 0.2170046113 0.2171257273 0.0124542169 0.6609190052 -4.5208190929 0.0766597063 -0.0966561270 0.0013871335 -0.0785097496 0.0000000000 -0.0677517637 -0.0084367029 -0.0015919742
1.4260000000 299.9745582569 -2.9763869895 248.9359206575 4000.0000000000 -2000.0000000000 1500.0000000000 12.6136880522 0.2164900773 0.2166103867 0.0124466666 0.6611358732 -4.4715518994 0.0757448358 -0.0955122586 0.0013869612 -0.0786058338 0.0000000000 -0.0669228585 -0.0082933654 -0.0016003393
1.4270000000 300.4323373349 -3.0116992462 249.2841767782 4000.0000000000 -2000.0000000000 1500.0000000000 12.5946694410 0.2159527659 0.2160722469 0.0124390888 0.6613522146 -4.4223550996 0.0748326070 -0.0943714143 0.0013867602 -0.0787007757 0.0000000000 -0.0660937494 -0.0081483999 -0.0016085601
1.4280000000 300.8903783516 -3.0470749958 249.6327964093 4000.0000000000 -2000.0000000000 1500.0000000000 12.5742538689 0.2153928980 0.2155115291 0.0124314839 0.6615680064 -4.3732351311 0.0739231264 -0.0932337303 0.0013865307 -0.0787945782 0.0000000000 -0.0652645815 -0.0080018667 -0.0016166353
1.4290000000 301.3486813802 -3.0825137861 249.9817794302 4000.0000000000 -2000.0000000000 1500.0000000000 12.5524513067 0.2148106939 0.2149284542 0.0124238522 0.6617832264 -4.3241984768 0.0730165006 -0.0920993435 0.0013862727 -0.0788872448 0.0000000000 -0.0644354983 -0.0078538236 -0.0016245631
1.4300000000 301.8072465025 -3.1180151659 250.3311257090 4000.0000000000 -2000.0000000000 1500.0000000000 12.5292717605 0.2142063742 0.2143232434 0.0124161942 0.6619978523 -4.2752516621 0.0721128369 -0.0909683913 0.0013859863 -0.0789787786 0.0000000000 -0.0636066408 -0.0077043255 -0.0016323422
1.4310000000 302.2660738087 -3.1535786856 250.6808351031 4000.0000000000 -2000.0000000000 1500.0000000000 12.5047252732 0.2135801595 0.2136961177 0.0124085101 0.6622118620 -4.2264012530 0.0712122427 -0.0898410118 0.0013856717 -0.0790691833 0.0000000000 -0.0627781483 -0.0075534251 -0.0016399711
1.4320000000 302.7251633975 -3.1892038969 251.0309074593 4000.0000000000 -2000.0000000000 1500.0000000000 12.4788219253 0.2129322702 0.2130472981 0.0124008004 0.6624252337 -4.1776538532 0.0703148257 -0.0887173435 0.0013853288 -0.0791584625 0.0000000000 -0.0619501578 -0.0074011721 -0.0016474484
1.4330000000 303.1845153756 -3.2248903529 251.3813426136 4000.0000000000 -2000.0000000000 1500.0000000000 12.4515718359 0.2122629270 0.2123770059 0.0123930654 0.6626379458 -4.1290161017 0.0694206940 -0.0875975252 0.0013849578 -0.0792466200 0.0000000000 -0.0611228042 -0.0072476139 -0.0016547728
1.4340000000 303.6441298584 -3.2606376085 251.7321403914 4000.0000000000 -2000.0000000000 1500.0000000000 12.4229851638 0.2115723502 0.2116854620 0.0123853055 0.6628499771 -4.0804946704 0.0685299558 -0.0864816964 0.0013845588 -0.0793336596 0.0000000000 -0.0602962203 -0.0070927955 -0.0016619430
1.4350000000 304.1040069692 -3.2964452202 252.0833006076 4000.0000000000 -2000.0000000000 1500.0000000000 12.3930721080 0.2108607607 0.2109728878 0.0123775210 0.6630613062 -4.0320962617 0.0676427194 -0.0853699966 0.0013841318 -0.0794195854 0.0000000000 -0.0594705369 -0.0069367591 -0.0016689577
1.4360000000 304.5641468396 -3.3323127459 252.4348230666 4000.0000000000 -2000.0000000000 1500.0000000000 12.3618429087 0.2101283790 0.2102395044 0.0123697124 0.6632719124 -3.9838276061 0.0667590932 -0.0842625658 0.0013836771 -0.0795044017 0.0000000000 -0.0586458827 -0.0067795447 -0.0016758159
1.4370000000 305.0245496092 -3.3682397455 252.7867075627 4000.0000000000 -2000.0000000000 1500.0000000000 12.3293078481 0.2093754259 0.2094855332 0.0123618799 0.6634817749 -3.9356954596 0.0658791859 -0.0831595440 0.0013831946 -0.0795881128 0.0000000000 -0.0578223842 -0.0066211902 -0.0016825163
1.4380000000 305.4852154260 -3.4042257807 253.1389538796 4000.0000000000 -2000.0000000000 1500.0000000000 12.2954772508 0.2086021222 0.2087111957 0.0123540240 0.6636908733 -3.8877066015 0.0650031060 -0.0820610714 0.0013826845 -0.0796707231 0.0000000000 -0.0570001663 -0.0064617308 -0.0016890577
1.4390000000 305.9461444454 -3.4402704151 253.4915617911 4000.0000000000 -2000.0000000000 1500.0000000000 12.2603614844 0.2078086888 0.2079167132 0.0123461449 0.6638991873 -3.8398678321 0.0641309621 -0.0809672886 0.0013821470 -0.0797522372 0.0000000000 -0.0561793515 -0.0063011998 -0.0016954392
1.4400000000 306.4073368314 -3.4763732142 253.8445310606 4000.0000000000 -2000.0000000000 1500.0000000000 12.2239709598 0.2069953466 0.2071023074 0.0123382432 0.6641066968 -3.7921859705 0.0632628626 -0.0798783359 0.0013815820 -0.0798326601 0.0000000000 -0.0553600607 -0.0061396283 -0.0017016596
1.4410000000 306.8687927554 -3.5125337454 254.1978614416 4000.0000000000 -2000.0000000000 1500.0000000000 12.1863161319 0.2061623167 0.2062681999 0.0123303191 0.6643133820 -3.7446678520 0.0623989161 -0.0787943537 0.0013809898 -0.0799119964 0.0000000000 -0.0545424129 -0.0059770456 -0.0017077179
1.4420000000 307.3305123968 -3.5487515784 254.5515526779 4000.0000000000 -2000.0000000000 1500.0000000000 12.1474074993 0.2053098202 0.2054146124 0.0123223729 0.6645192234 -3.6973203266 0.0615392308 -0.0777154825 0.0013803705 -0.0799902513 0.0000000000 -0.0537265251 -0.0058134788 -0.0017136132
1.4430000000 307.7924959428 -3.5850262850 254.9056045029 4000.0000000000 -2000.0000000000 1500.0000000000 12.1072556048 0.2044380784 0.2045417669 0.0123144051 0.6647242016 -3.6501502563 0.0606839150 -0.0766418626 0.0013797242 -0.0800674300 0.0000000000 -0.0529125130 -0.0056489532 -0.0017193444
1.4440000000 308.2547435883 -3.6213574391 255.2600166408 4000.0000000000 -2000.0000000000 1500.0000000000 12.0658710356 0.2035473125 0.2036498852 0.0123064160 0.6649282975 -3.6031645133 0.0598330765 -0.0755736341 0.0013790511 -0.0801435377 0.0000000000 -0.0521004902 -0.0054834927 -0.0017249106
1.4450000000 308.7172555359 -3.6577446169 255.6147888057 4000.0000000000 -2000.0000000000 1500.0000000000 12.0232644226 0.2026377438 0.2027391893 0.0122984059 0.6651314920 -3.5563699781 0.0589868233 -0.0745109372 0.0013783512 -0.0802185800 0.0000000000 -0.0512905690 -0.0053171191 -0.0017303109
1.4460000000 309.1800319957 -3.6941873970 255.9699207022 4000.0000000000 -2000.0000000000 1500.0000000000 11.9794464411 0.2017095940 0.2018099013 0.0122903753 0.6653337665 -3.5097735372 0.0581452627 -0.0734539116 0.0013776247 -0.0802925624 0.0000000000 -0.0504828600 -0.0051498529 -0.0017355444
1.4470000000 309.6430731854 -3.7306853605 256.3254120253 4000.0000000000 -2000.0000000000 1500.0000000000 11.9344278100 0.2007630843 0.2008622434 0.0122823244 0.6655351026 -3.4633820818 0.0573085021 -0.0724026969 0.0013768718 -0.0803654907 0.0000000000 -0.0496774725 -0.0049817133 -0.0017406102
1.4480000000 310.1063793302 -3.7672380908 256.6812624607 4000.0000000000 -2000.0000000000 1500.0000000000 11.8882192917 0.1997984365 0.1998964376 0.0122742536 0.6657354819 -3.4172025051 0.0564766483 -0.0713574324 0.0013760925 -0.0804373708 0.0000000000 -0.0488745143 -0.0048127180 -0.0017455074
1.4490000000 310.5699506626 -3.8038451739 257.0374716847 4000.0000000000 -2000.0000000000 1500.0000000000 11.8408316918 0.1988158721 0.1989127063 0.0122661632 0.6659348865 -3.3712417014 0.0556498080 -0.0703182570 0.0013752871 -0.0805082087 0.0000000000 -0.0480740920 -0.0046428834 -0.0017502352
1.4500000000 311.0337874226 -3.8405061984 257.3940393642 4000.0000000000 -2000.0000000000 1500.0000000000 11.7922758587 0.1978156128 0.1979112718 0.0122580537 0.6661332985 -3.3255065638 0.0548280873 -0.0692853093 0.0013744557 -0.0805780104 0.0000000000 -0.0472763108 -0.0044722250 -0.0017547928
1.4510000000 311.4978898574 -3.8772207557 257.7509651570 4000.0000000000 -2000.0000000000 1500.0000000000 11.7425626829 0.1967978803 0.1968923564 0.0122499254 0.6663307003 -3.2800039825 0.0540115922 -0.0682587275 0.0013735984 -0.0806467825 0.0000000000 -0.0464812750 -0.0043007570 -0.0017591793
1.4520000000 311.9622582215 -3.9139884397 258.1082487116 4000.0000000000 -2000.0000000000 1500.0000000000 11.6917030964 0.1957628963 0.1958561824 0.0122417786 0.6665270746 -3.2347408434 0.0532004280 -0.0672386493 0.0013727155 -0.0807145311 0.0000000000 -0.0456890877 -0.0041284928 -0.0017633939
1.4530000000 312.4268927766 -3.9508088473 258.4658896678 4000.0000000000 -2000.0000000000 1500.0000000000 11.6397080725 0.1947108825 0.1948029722 0.0122336136 0.6667224042 -3.1897240263 0.0523946997 -0.0662252120 0.0013718070 -0.0807812631 0.0000000000 -0.0448998508 -0.0039554451 -0.0017674359
1.4540000000 312.8917937913 -3.9876815782 258.8238876562 4000.0000000000 -2000.0000000000 1500.0000000000 11.5865886246 0.1936420606 0.1937329481 0.0122254308 0.6669166721 -3.1449604034 0.0515945119 -0.0652185524 0.0013708731 -0.0808469850 0.0000000000 -0.0441136657 -0.0037816256 -0.0017713044
1.4550000000 313.3569615416 -4.0246062351 259.1822422987 4000.0000000000 -2000.0000000000 1500.0000000000 11.5323558059 0.1925566523 0.1926463324 0.0122172306 0.6671098618 -3.1004568376 0.0507999685 -0.0642188066 0.0013699139 -0.0809117036 0.0000000000 -0.0433306326 -0.0036070455 -0.0017749987
1.4560000000 313.8223963101 -4.0615824235 259.5409532082 4000.0000000000 -2000.0000000000 1500.0000000000 11.4770207081 0.1914548793 0.1915433474 0.0122090134 0.6673019566 -3.0562201811 0.0500111730 -0.0632261104 0.0013689298 -0.0809754261 0.0000000000 -0.0425508509 -0.0034317155 -0.0017785181
1.4570000000 314.2880983866 -4.0986097521 259.9000199891 4000.0000000000 -2000.0000000000 1500.0000000000 11.4205944612 0.1903369631 0.1904242154 0.0122007793 0.6674929404 -3.0122572738 0.0492282284 -0.0622405988 0.0013679207 -0.0810381595 0.0000000000 -0.0417744194 -0.0032556457 -0.0017818618
1.4580000000 314.7540680677 -4.1356878328 260.2594422372 4000.0000000000 -2000.0000000000 1500.0000000000 11.3630882322 0.1892031254 0.1892891584 0.0121925288 0.6676827971 -2.9685749420 0.0484512372 -0.0612624063 0.0013668870 -0.0810999110 0.0000000000 -0.0410014363 -0.0030788459 -0.0017850290
1.4590000000 315.2203056566 -4.1728162806 260.6192195397 4000.0000000000 -2000.0000000000 1500.0000000000 11.3045132243 0.1880535876 0.1881383987 0.0121842623 0.6678715109 -2.9251799968 0.0476803012 -0.0602916665 0.0013658287 -0.0811606880 0.0000000000 -0.0402319990 -0.0029013256 -0.0017880191
1.4600000000 315.6868114634 -4.2099947136 260.9793514754 4000.0000000000 -2000.0000000000 1500.0000000000 11.2448806760 0.1868885711 0.1869721582 0.0121759801 0.6680590661 -2.8820792327 0.0469155215 -0.0593285126 0.0013647460 -0.0812204981 0.0000000000 -0.0394662045 -0.0027230940 -0.0017908313
1.4610000000 316.1535858050 -4.2472227536 261.3398376147 4000.0000000000 -2000.0000000000 1500.0000000000 11.1842018601 0.1857082971 0.1857906587 0.0121676824 0.6682454475 -2.8392794265 0.0461569989 -0.0583730770 0.0013636392 -0.0812793489 0.0000000000 -0.0387041493 -0.0025441603 -0.0017934650
1.4620000000 316.6206290045 -4.2845000254 261.7006775199 4000.0000000000 -2000.0000000000 1500.0000000000 11.1224880830 0.1845129868 0.1845941220 0.0121593697 0.6684306399 -2.7967873353 0.0454048333 -0.0574254911 0.0013625083 -0.0813372482 0.0000000000 -0.0379459293 -0.0023645336 -0.0017959193
1.4630000000 317.0879413918 -4.3218261574 262.0618707450 4000.0000000000 -2000.0000000000 1500.0000000000 11.0597506830 0.1833028611 0.1833827696 0.0121510423 0.6686146284 -2.7546096958 0.0446591241 -0.0564858860 0.0013613537 -0.0813942038 0.0000000000 -0.0371916403 -0.0021842230 -0.0017981937
1.4640000000 317.5555233033 -4.3592007815 262.4234168360 4000.0000000000 -2000.0000000000 1500.0000000000 10.9960010302 0.1820781410 0.1821568232 0.0121427005 0.6687973982 -2.7127532225 0.0439199698 -0.0555543916 0.0013601754 -0.0814502240 0.0000000000 -0.0364413776 -0.0020032376 -0.0018002874
1.4650000000 318.0233750815 -4.3966235332 262.7853153308 4000.0000000000 -2000.0000000000 1500.0000000000 10.9312505245 0.1808390470 0.1809165037 0.0121343447 0.6689789348 -2.6712246067 0.0431874684 -0.0546311371 0.0013589737 -0.0815053168 0.0000000000 -0.0356952361 -0.0018215867 -0.0018021998
1.4660000000 318.4914970756 -4.4340940516 263.1475657594 4000.0000000000 -2000.0000000000 1500.0000000000 10.8655105952 0.1795857996 0.1796620324 0.0121259752 0.6691592241 -2.6300305149 0.0424617172 -0.0537162508 0.0013577488 -0.0815594904 0.0000000000 -0.0349533107 -0.0016392799 -0.0018039303
1.4670000000 318.9598896407 -4.4716119794 263.5101676441 4000.0000000000 -2000.0000000000 1500.0000000000 10.7987927000 0.1783186191 0.1783936300 0.0121175923 0.6693382519 -2.5891775877 0.0417428127 -0.0528098603 0.0013565008 -0.0816127535 0.0000000000 -0.0342156958 -0.0014563269 -0.0018054781
1.4680000000 319.4285531384 -4.5091769633 263.8731204995 4000.0000000000 -2000.0000000000 1500.0000000000 10.7311083232 0.1770377255 0.1771115172 0.0121091963 0.6695160045 -2.5486724384 0.0410308505 -0.0519120920 0.0013552299 -0.0816651145 0.0000000000 -0.0334824860 -0.0012727377 -0.0018068426
1.4690000000 319.8974879362 -4.5467886535 264.2364238323 4000.0000000000 -2000.0000000000 1500.0000000000 10.6624689753 0.1757433385 0.1758159142 0.0121007877 0.6696924682 -2.5085216518 0.0403259258 -0.0510230717 0.0013539364 -0.0817165821 0.0000000000 -0.0327537753 -0.0010885229 -0.0018080232
1.4700000000 320.3666944077 -4.5844467043 264.6000771418 4000.0000000000 -2000.0000000000 1500.0000000000 10.5928861916 0.1744356777 0.1745070411 0.0120923666 0.6698676297 -2.4687317828 0.0396281325 -0.0501429238 0.0013526205 -0.0817671651 0.0000000000 -0.0320296579 -0.0009036933 -0.0018090193
1.4710000000 320.8361729325 -4.6221507739 264.9640799200 4000.0000000000 -2000.0000000000 1500.0000000000 10.5223715313 0.1731149623 0.1731851178 0.0120839335 0.6700414758 -2.4293093553 0.0389375643 -0.0492717722 0.0013512823 -0.0818168724 0.0000000000 -0.0313102278 -0.0007182602 -0.0018098303
1.4720000000 321.3059238961 -4.6599005244 265.3284316512 4000.0000000000 -2000.0000000000 1500.0000000000 10.4509365760 0.1717814113 0.1718503637 0.0120754887 0.6702139935 -2.3902608609 0.0382543135 -0.0484097395 0.0013499221 -0.0818657132 0.0000000000 -0.0305955789 -0.0005322353 -0.0018104556
1.4730000000 321.7759476898 -4.6976956220 265.6931318127 4000.0000000000 -2000.0000000000 1500.0000000000 10.3785929290 0.1704352431 0.1705029979 0.0120670325 0.6703851702 -2.3515927575 0.0375784719 -0.0475569472 0.0013485400 -0.0819136965 0.0000000000 -0.0298858051 -0.0003456310 -0.0018108945
1.4740000000 322.2462447108 -4.7355357370 266.0581798744 4000.0000000000 -2000.0000000000 1500.0000000000 10.3053522139 0.1690766763 0.1691432393 0.0120585652 0.6705549933 -2.3133114682 0.0369101304 -0.0467135160 0.0013471363 -0.0819608317 0.0000000000 -0.0291810000 -0.0001584603 -0.0018111465
1.4750000000 322.7168153619 -4.7734205440 266.4235752991 4000.0000000000 -2000.0000000000 1500.0000000000 10.2312260738 0.1677059285 0.1677713064 0.0120500872 0.6707234506 -2.2754233802 0.0362493790 -0.0458795653 0.0013457112 -0.0820071283 0.0000000000 -0.0284812576 0.0000292635 -0.0018112111
1.4760000000 323.1876600515 -4.8113497217 266.7893175427 4000.0000000000 -2000.0000000000 1500.0000000000 10.1562261699 0.1663232176 0.1663874171 0.0120415987 0.6708905300 -2.2379348432 0.0355963067 -0.0450552134 0.0013442649 -0.0820525957 0.0000000000 -0.0277866716 0.0002175261 -0.0018110878
1.4770000000 323.6587791935 -4.8493229531 267.1554060542 4000.0000000000 -2000.0000000000 1500.0000000000 10.0803641805 0.1649287605 0.1649917893 0.0120331001 0.6710562196 -2.2008521685 0.0349510017 -0.0442405776 0.0013427976 -0.0820972436 0.0000000000 -0.0270973355 0.0004063130 -0.0018107758
1.4780000000 324.1301732075 -4.8873399257 267.5218402755 4000.0000000000 -2000.0000000000 1500.0000000000 10.0036517998 0.1635227741 0.1635846402 0.0120245917 0.6712205078 -2.1641816276 0.0343135514 -0.0434357738 0.0013413096 -0.0821410817 0.0000000000 -0.0264133432 0.0005956086 -0.0018102749
1.4790000000 324.6018425184 -4.9254003311 267.8886196420 4000.0000000000 -2000.0000000000 1500.0000000000 9.9261007369 0.1621054748 0.1621661866 0.0120160738 0.6713833832 -2.1279294511 0.0336840419 -0.0426409171 0.0013398010 -0.0821841201 0.0000000000 -0.0257347882 0.0007853969 -0.0018095844
1.4800000000 325.0737875563 -4.9635038656 268.2557435822 4000.0000000000 -2000.0000000000 1500.0000000000 9.8477227147 0.1606770786 0.1607366450 0.0120075468 0.6715448346 -2.0921018275 0.0330625587 -0.0418561209 0.0013382721 -0.0822263686 0.0000000000 -0.0250617641 0.0009756612 -0.0018087038
1.4810000000 325.5460087568 -5.0016502300 268.6232115183 4000.0000000000 -2000.0000000000 1500.0000000000 9.7685294689 0.1592378008 0.1592962313 0.0119990109 0.6717048510 -2.0567049017 0.0324491862 -0.0410814977 0.0013367231 -0.0822678374 0.0000000000 -0.0243943647 0.0011663838 -0.0018076328
1.4820000000 326.0185065605 -5.0398391297 268.9910228659 4000.0000000000 -2000.0000000000 1500.0000000000 9.6885327465 0.1577878566 0.1578451611 0.0119904665 0.6718634217 -2.0217447742 0.0318440077 -0.0403171587 0.0013351543 -0.0823085367 0.0000000000 -0.0237326832 0.0013575467 -0.0018063709
1.4830000000 326.4912814133 -5.0780702745 269.3591770340 4000.0000000000 -2000.0000000000 1500.0000000000 9.6077443052 0.1563274605 0.1563836493 0.0119819138 0.6720205361 -1.9872274999 0.0312471056 -0.0395632138 0.0013335658 -0.0823484769 0.0000000000 -0.0230768134 0.0015491309 -0.0018049175
1.4840000000 326.9643337660 -5.1163433792 269.7276734256 4000.0000000000 -2000.0000000000 1500.0000000000 9.5261759119 0.1548568265 0.1549119104 0.0119733533 0.6721761839 -1.9531590866 0.0306585613 -0.0388197714 0.0013319580 -0.0823876684 0.0000000000 -0.0224268484 0.0017411168 -0.0018032724
1.4850000000 327.4376640744 -5.1546581632 270.0965114373 4000.0000000000 -2000.0000000000 1500.0000000000 9.4438393419 0.1533761682 0.1534301585 0.0119647851 0.6723303550 -1.9195454938 0.0300784551 -0.0380869389 0.0013303309 -0.0824261218 0.0000000000 -0.0217828817 0.0019334840 -0.0018014351
1.4860000000 327.9112727993 -5.1930143505 270.4656904595 4000.0000000000 -2000.0000000000 1500.0000000000 9.3607463777 0.1518856986 0.1519386069 0.0119562096 0.6724830393 -1.8863926321 0.0295068663 -0.0373648221 0.0013286850 -0.0824638477 0.0000000000 -0.0211450064 0.0021262114 -0.0017994052
1.4870000000 328.3851604062 -5.2314116704 270.8352098768 4000.0000000000 -2000.0000000000 1500.0000000000 9.2769088080 0.1503856302 0.1504374685 0.0119476272 0.6726342274 -1.8537063614 0.0289438731 -0.0366535256 0.0013270203 -0.0825008568 0.0000000000 -0.0205133157 0.0023192771 -0.0017971825
1.4880000000 328.8593273655 -5.2698498567 271.2050690677 4000.0000000000 -2000.0000000000 1500.0000000000 9.1923384264 0.1488761748 0.1489269556 0.0119390380 0.6727839096 -1.8214924899 0.0283895526 -0.0359531523 0.0013253372 -0.0825371602 0.0000000000 -0.0198879024 0.0025126587 -0.0017947665
