tof posE posN posU tgtE tgtN tgtU normComm normAch sideComm sideAch p q r phi alpha beta fin1c fin2c fin3c fin4c fin1d fin2d fin3d fin4d
0.36000000000000026 113.51719182000893 102.38344562127934 14.095041545992128 3332.0 1665.0 4999.0 0.1329814317879323 -0.885137522872627 0.10607702842554882 -1.3975915642858714e-16 -1.6494807525451658e-17 -0.019971999345862988 1.3414462185398679e-17 3.5141103582100615e-19 0.02025529218906721 -1.5289604757030987e-17 -0.0018203417713780596 -0.001820341771378063 -0.0018203417713780596 -0.001820341771378063 -0.0016852156742756638 -0.0016852156742756675 -0.0016852156742756638 -0.0016852156742756673
0.36800000000000027 114.20365602264607 102.50448778149479 14.762179041408041 3332.0 1665.0 4999.0 0.14001202356795214 -0.904209324064581 0.1116590406403589 -1.2046925695611006e-16 -1.5059695850384612e-17 -0.02125945617137982 1.412097677666547e-17 3.263542516553533e-19 0.02017246628441913 -2.502493050866147e-18 -0.0018958771430935336 -0.0018958771430935375 -0.0018958771430935336 -0.0018958771430935375 -0.001760628960544685 -0.0017606289605446885 -0.001760628960544685 -0.0017606289605446883
0.3760000000000003 114.90747269372771 102.6285896500789 15.44607510253986 3332.0 1665.0 4999.0 0.14723623720655038 -0.9245340851728 0.11738555921968251 -1.6927169742961877e-16 -1.5016856094176214e-17 -0.022585447863343475 1.4590247210644595e-17 3.1837630373157255e-19 0.020092131349084386 -9.325453617629358e-18 -0.001971754641240927 -0.0019717546412409306 -0.001971754641240927 -0.0019717546412409306 -0.0018401288121862752 -0.0018401288121862786 -0.0018401288121862754 -0.0018401288121862786
0.3840000000000003 115.62865191448029 102.75575300462388 16.146716403322742 3332.0 1665.0 4999.0 0.1546557966791499 -0.9461227449774394 0.12325670943451868 -1.5851374267661218e-16 -1.495126528952168e-17 -0.023949308615469213 1.5223819620877436e-17 3.1443997083221957e-19 0.020014088067320017 -7.109013669207365e-18 -0.002047799967544682 -0.0020477999675446853 -0.002047799967544682 -0.0020477999675446853 -0.0019188370331986821 -0.0019188370331986858 -0.0019188370331986826 -0.001918837033198686
0.3920000000000003 116.36720444519885 102.88597974246008 16.864088830324306 3332.0 1665.0 4999.0 0.16227251421123567 -0.9689973385214418 0.12927261848086316 -1.7768830322689237e-16 -1.4695014538851665e-17 -0.025351143805196635 1.5897244017266405e-17 3.160301858276686e-19 0.019938152648916393 -3.3751836170998974e-18 -0.002123852088988627 -0.0021238520889886306 -0.002123852088988628 -0.0021238520889886314 -0.001993342777525515 -0.001993342777525519 -0.0019933427775255153 -0.001993342777525519
0.4000000000000003 117.12314173918097 103.01927188311288 17.598177466844913 3332.0 1665.0 4999.0 0.1700882942313117 -0.9931972052596958 0.13543341533456676 -2.0320335070266478e-16 -1.4792129508727107e-17 -0.026790712949967904 1.6532773105401805e-17 3.249820271377483e-19 0.019864159418419708 -3.217057411521914e-19 -0.0021998488339592033 -0.0021998488339592076 -0.002199848833959204 -0.0021998488339592085 -0.0020652584627359354 -0.0020652584627359398 -0.002065258462735936 -0.0020652584627359398
0.4080000000000003 117.89647596397252 103.15563157204889 18.348966569247324 3332.0 1665.0 4999.0 0.1781051436210015 -1.018762843535055 0.14173923033400057 -2.268623624601095e-16 -1.564237791009494e-17 -0.028266586936850347 1.7094115178630655e-17 3.3815821937302355e-19 0.01979196218352203 -1.1785607649446657e-17 -0.0022758028672132955 -0.0022758028672133 -0.0022758028672132963 -0.0022758028672133007 -0.0021391096559647727 -0.0021391096559647766 -0.0021391096559647735 -0.002139109655964777
0.4160000000000003 118.6872200230924 103.29506108450666 19.116439542723583 3332.0 1665.0 4999.0 0.186325177956658 -1.0429436911427463 0.1481901949066156 -1.9548824045591604e-16 -1.722058380641549e-17 -0.030049796204227507 1.7950425474689283e-17 3.489350287649737e-19 0.019681030468365376 -2.1015457436825155e-17 -0.002351695380334014 -0.002351695380334018 -0.0023516953803340147 -0.002351695380334019 -0.002217152719692933 -0.0022171527196929368 -0.002217152719692934 -0.0022171527196929376
0.4240000000000003 119.49693388374497 103.43783548479333 19.902142814547794 3332.0 1665.0 4999.0 0.1954724816998272 -1.0758524488904928 0.15539262572309395 -1.7438034502761407e-16 -1.7878570792316633e-17 -0.03187681485070966 1.907869848121202e-17 3.5382664193631463e-19 0.019573561631877207 -2.5332045159175745e-17 -0.0025456424018334978 -0.002545642401833502 -0.0025456424018334986 -0.002545642401833503 -0.0022969381122229975 -0.002296938112223002 -0.002296938112222999 -0.002296938112223003
0.43200000000000033 120.32563404139201 103.58395768150386 20.706055401711783 3332.0 1665.0 4999.0 0.20486258371263924 -1.1106250638893702 0.16276786249568476 -1.7522572513036177e-16 -1.7586431866977726e-17 -0.033739958297495355 2.031215249402492e-17 3.6234706030848945e-19 0.01946932363502607 -2.427655689360665e-17 -0.002643201112917349 -0.0026432011129173534 -0.00264320111291735 -0.0026432011129173543 -0.002393056820791046 -0.0023930568207910508 -0.002393056820791047 -0.0023930568207910516
0.44000000000000034 121.1733380028457 103.73343076156159 21.528155158052474 3332.0 1665.0 4999.0 0.21449928281347566 -1.1472559231305446 0.170316002042669 -2.0031780456822455e-16 -1.528449173745252e-17 -0.03562277551749918 2.145058945136389e-17 3.829183598636126e-19 0.01936814043007472 -3.6478883070938445e-17 -0.002740075478119183 -0.0027400754781191873 -0.002740075478119184 -0.002740075478119188 -0.0025318045178622925 -0.0025318045178622972 -0.002531804517862293 -0.0025318045178622977
0.44800000000000034 122.04006428932422 103.88625799075702 22.368418769475383 3332.0 1665.0 4999.0 0.22438579428906671 -1.1854907963063062 0.1780371902550275 -1.6369287667440012e-16 -1.200066212385519e-17 -0.03751416128848492 2.2449156305116286e-17 4.3084578041259333e-19 0.019269835616573278 -4.405122225776727e-17 -0.0028356647137243616 -0.002835664713724367 -0.0028356647137243625 -0.0028356647137243677 -0.0026921892412347334 -0.0026921892412347377 -0.002692189241234734 -0.002692189241234738
