tof posE posN posU tgtE tgtN tgtU alpha beta lethality
1.3000000000 232.1783443692 116.5224291320 183.5697896829 3000.0000000000 3000.0000000000 3000.0000000000 0.0000667971 0.0007539700 FLYING
1.3100000000 235.9458973265 118.5515213776 186.5473296414 3000.0000000000 3000.0000000000 3000.0000000000 0.0000648517 0.0007597906 FLYING
1.3200000000 239.7429137574 120.6010178772 189.5492362627 3000.0000000000 3000.0000000000 3000.0000000000 0.0000629333 0.0007655988 FLYING
1.3300000000 243.5693433387 122.6710011696 192.5755141307 3000.0000000000 3000.0000000000 3000.0000000000 0.0000610414 0.0007713946 FLYING
1.3400000000 247.4251351182 124.7615542272 195.6261678404 3000.0000000000 3000.0000000000 3000.0000000000 0.0000591756 0.0007771778 FLYING
1.3500000000 251.3102375170 126.8727604526 198.7012019976 3000.0000000000 3000.0000000000 3000.0000000000 0.0000573356 0.0007829486 FLYING
1.3600000000 255.2245979933 129.0047034937 201.8006209514 3000.0000000000 3000.0000000000 3000.0000000000 0.0000555211 0.0007887068 FLYING
1.3700000000 259.1681630448 131.1574672380 204.9244287927 3000.0000000000 3000.0000000000 3000.0000000000 0.0000537287 0.0007944167 FLYING
1.3800000000 263.1408744139 133.3311335072 208.0726262904 3000.0000000000 3000.0000000000 3000.0000000000 0.0000519599 0.0008000911 FLYING
1.3900000000 267.1426706618 135.5257829698 211.2452121445 3000.0000000000 3000.0000000000 3000.0000000000 0.0000502161 0.0008057492 FLYING
1.4000000000 271.1734895294 137.7414965396 214.4421848801 3000.0000000000 3000.0000000000 3000.0000000000 0.0000484971 0.0008113906 FLYING
1.4100000000 275.2332679376 139.9783553673 217.6635428434 3000.0000000000 3000.0000000000 3000.0000000000 0.0000468025 0.0008170150 FLYING
1.4200000000 279.3219419886 142.2364408339 220.9092841998 3000.0000000000 3000.0000000000 3000.0000000000 0.0000451320 0.0008226223 FLYING
1.4300000000 283.4394469660 144.5158345436 224.1794069301 3000.0000000000 3000.0000000000 3000.0000000000 0.0000434854 0.0008282122 FLYING
1.4400000000 287.5857173359 146.8166183165 227.4739088278 3000.0000000000 3000.0000000000 3000.0000000000 0.0000418624 0.0008337845 FLYING
1.4500000000 291.7606867472 149.1388741818 230.7927874965 3000.0000000000 3000.0000000000 3000.0000000000 0.0000402627 0.0008393390 FLYING
1.4600000000 295.9642880326 151.4826843706 234.1360403464 3000.0000000000 3000.0000000000 3000.0000000000 0.0000386861 0.0008448756 FLYING
1.4700000000 300.1964532094 153.8481313083 237.5036645915 3000.0000000000 3000.0000000000 3000.0000000000 0.0000371324 0.0008503939 FLYING
1.4800000000 304.4571134803 156.2352976076 240.8956572469 3000.0000000000 3000.0000000000 3000.0000000000 0.0000356012 0.0008558938 FLYING
1.4900000000 308.7461992345 158.6442660611 244.3120151255 3000.0000000000 3000.0000000000 3000.0000000000 0.0000340924 0.0008613750 FLYING
1.5000000000 313.0636400485 161.0751196336 247.7527348355 3000.0000000000 3000.0000000000 3000.0000000000 0.0000326058 0.0008668374 FLYING
1.5100000000 317.4093646873 163.5279414547 251.2178127769 3000.0000000000 3000.0000000000 3000.0000000000 0.0000311411 0.0008722808 FLYING
1.5200000000 321.7833011055 166.0028148115 254.7072451392 3000.0000000000 3000.0000000000 3000.0000000000 0.0000296981 0.0008777049 FLYING
1.5300000000 326.1853764483 168.4998231405 258.2210278980 3000.0000000000 3000.0000000000 3000.0000000000 0.0000282766 0.0008831094 FLYING
1.5400000000 330.6155170529 171.0190500201 261.7591568123 3000.0000000000 3000.0000000000 3000.0000000000 0.0000268765 0.0008884943 FLYING
1.5500000000 335.0736484497 173.5605791629 265.3216274218 3000.0000000000 3000.0000000000 3000.0000000000 0.0000254975 0.0008938592 FLYING
1.5600000000 339.5596953639 176.1244944079 268.9084350435 3000.0000000000 3000.0000000000 3000.0000000000 0.0000241394 0.0008992040 FLYING
1.5700000000 344.0735817164 178.7108797122 272.5195747694 3000.0000000000 3000.0000000000 3000.0000000000 0.0000228021 0.0009045284 FLYING
1.5800000000 348.6152306258 181.3198191436 276.1550414632 3000.0000000000 3000.0000000000 3000.0000000000 0.0000214854 0.0009098322 FLYING
1.5900000000 353.1845644097 183.9513968723 279.8148297577 3000.0000000000 3000.0000000000 3000.0000000000 0.0000201891 0.0009151152 FLYING
1.6000000000 357.7815045863 186.6056971629 283.4989340517 3000.0000000000 3000.0000000000 3000.0000000000 0.0000189131 0.0009203772 FLYING
1.6100000000 362.4059718762 189.2828043661 287.2073485075 3000.0000000000 3000.0000000000 3000.0000000000 0.0000176571 0.0009256179 FLYING
1.6200000000 367.0578862039 191.9828029109 290.9400670477 3000.0000000000 3000.0000000000 3000.0000000000 0.0000164211 0.0009308379 FLYING
1.6300000000 371.7371652307 194.7057764464 294.6970821747 3000.0000000000 3000.0000000000 3000.0000000000 0.0000152049 0.0009360363 FLYING
1.6400000000 376.4437248471 197.4518081077 298.4783853576 3000.0000000000 3000.0000000000 3000.0000000000 0.0000140085 0.0009412124 FLYING
1.6500000000 381.1774801573 200.2209810703 302.2839678146 3000.0000000000 3000.0000000000 3000.0000000000 0.0000128317 0.0009463657 FLYING
1.6600000000 385.9383454812 203.0133785415 306.1138205103 3000.0000000000 3000.0000000000 3000.0000000000 0.0000116743 0.0009514963 FLYING
1.6700000000 390.7262343569 205.8290837521 309.9679341530 3000.0000000000 3000.0000000000 3000.0000000000 0.0000105362 0.0009566037 FLYING
1.6800000000 395.5410595430 208.6681799479 313.8462991922 3000.0000000000 3000.0000000000 3000.0000000000 0.0000094173 0.0009616878 FLYING
1.6900000000 400.3827330214 211.5307503808 317.7489058155 3000.0000000000 3000.0000000000 3000.0000000000 0.0000083171 0.0009667276 FLYING
1.7000000000 405.2511659149 214.4168780844 321.6757438223 3000.0000000000 3000.0000000000 3000.0000000000 0.0000072358 0.0009717421 FLYING
1.7100000000 410.1462685676 217.3266460604 325.6268027328 3000.0000000000 3000.0000000000 3000.0000000000 0.0000061733 0.0009767321 FLYING
1.7200000000 415.0679505547 220.2601372818 329.6020717937 3000.0000000000 3000.0000000000 3000.0000000000 0.0000051296 0.0009816973 FLYING
1.7300000000 420.0161206851 223.2174346848 333.6015399757 3000.0000000000 3000.0000000000 3000.0000000000 0.0000041044 0.0009866375 FLYING
1.7400000000 424.9906870046 226.1986211588 337.6251959708 3000.0000000000 3000.0000000000 3000.0000000000 0.0000030976 0.0009915524 FLYING
1.7500000000 429.9915567986 229.2037795381 341.6730281898 3000.0000000000 3000.0000000000 3000.0000000000 0.0000021092 0.0009964419 FLYING
1.7600000000 435.0186365956 232.2329925925 345.7450247596 3000.0000000000 3000.0000000000 3000.0000000000 0.0000011390 0.0010013057 FLYING
1.7700000000 440.0718321700 235.2863430181 349.8411735206 3000.0000000000 3000.0000000000 3000.0000000000 0.0000001868 0.0010061436 FLYING
