tof posE posN posU tgtE tgtN tgtU normComm normAch sideComm sideAch p q r phi alpha beta fin1c fin2c fin3c fin4c fin1d fin2d fin3d fin4d
0.2000000000000001 2.249615914547694 1.8876518841875096 4.0025942783409425 5000.0 5000.0 1000.0 -0.2968046745812574 -0.5766273955207268 0.061081926031353026 -1.3790541410039046e-17 -2.1899747883663028e-18 -0.002584255909566405 -4.964620287029098e-18 -2.5171040741864717e-19 0.018597102150723802 5.227350273082914e-17 -0.00044866132432714705 -0.000448661324327144 -0.00044866132432713806 -0.000448661324327135 -0.00037738703119680693 -0.00037738703119680515 -0.000377387031196801 -0.00037738703119679924
0.2050000000000001 2.38548709718605 2.001661343426975 4.246078484492174 5000.0 5000.0 1000.0 -0.31715234673916354 -0.5777912228792927 0.06527675341012437 -5.248395108560192e-18 -9.031778363616371e-19 -0.0028139329923871016 -5.4258283755399336e-18 -2.9809865577412564e-19 0.018473512132260332 1.806384163634089e-17 -0.0004757792791153459 -0.0004757792791153428 -0.00047577927911533725 -0.0004757792791153341 -0.0004025679852741491 -0.0004025679852741468 -0.00040256798527414173 -0.00040256798527413945
0.2100000000000001 2.5256134423414625 2.119241307965102 4.497246439123758 5000.0 5000.0 1000.0 -0.33817363580459736 -0.5790976098423309 0.06961097054119046 2.1697171664761362e-17 1.1532988625725276e-18 -0.003055549455743872 -5.632514129958062e-18 -3.4134312947571497e-19 0.018356725688997745 -3.3403685405021033e-18 -0.0005034458683045736 -0.0005034458683045701 -0.0005034458683045651 -0.0005034458683045616 -0.00042777446466424384 -0.0004277744646642411 -0.0004277744646642354 -0.0004277744646642326
0.2150000000000001 2.669995124391945 2.240391924122417 4.75609769434445 5000.0 5000.0 1000.0 -0.35986841876086834 -0.5805551904787707 0.07408459788707945 4.002091140437154e-17 3.75935630094577e-18 -0.0033092922161118477 -5.6687264225413116e-18 -3.7577807219994114e-19 0.018246142922976643 2.3697484190707648e-17 -0.0005316580684945776 -0.0005316580684945741 -0.0005316580684945696 -0.0005316580684945661 -0.00045368086011905213 -0.0004536808601190491 -0.0004536808601190431 -0.00045368086011904
0.2200000000000001 2.818632344433197 2.3651133606382477 5.022631768354439 5000.0 5000.0 1000.0 -0.38223656795272215 -0.5821724665848289 0.07869765833550474 1.869252091431935e-17 6.2004579125236125e-18 -0.0035753240062822954 -5.9593549646922434e-18 -3.9743848955966717e-19 0.01814123125006723 4.751585820596782e-17 -0.0005604080921621433 -0.0005604080921621397 -0.0005604080921621366 -0.0005604080921621329 -0.00048060595622173075 -0.00048060595622172745 -0.00048060595622172165 -0.00048060595622171834
0.22500000000000012 2.9715253319292394 2.4934058100557692 5.296848143897016 5000.0 5000.0 1000.0 -0.4052779510090626 -0.5839577870247256 0.08345017732047404 -6.615978293450662e-19 8.329977184059764e-18 -0.0038537952553049557 -6.4926382168140306e-18 -4.089652801264964e-19 0.018041516156981026 5.662902639179495e-17 -0.0005896833206214177 -0.0005896833206214142 -0.0005896833206214127 -0.0005896833206214092 -0.000508504277550026 -0.0005085042775500226 -0.0005085042775500174 -0.0005085042775500139
0.23000000000000012 3.1286743463448694 2.6252694900917977 5.578746266726602 5000.0 5000.0 1000.0 -0.4289924308355581 -0.5859194462733062 0.08834218295704957 -6.841867544917061e-18 1.0189720838598243e-17 -0.004144852561141842 -7.140355416371142e-18 -4.1364830098893933e-19 0.017946573451026456 6.082633419839022e-17 -0.0006194683395235695 -0.0006194683395235658 -0.0006194683395235658 -0.0006194683395235621 -0.0005371369354854644 -0.0005371369354854608 -0.0005371369354854566 -0.000537136935485453
0.23500000000000013 3.290079678774252 2.760704645003339 5.868325544079642 5000.0 5000.0 1000.0 -0.4533798656407928 -0.5880658065993987 0.09337370618521085 -8.141600163332257e-18 1.1641085174862797e-17 -0.004448640616756377 -7.85666762757106e-18 -4.1365290192757903e-19 0.017856022756692937 6.340267759921858e-17 -0.000649747317915556 -0.0006497473179155521 -0.0006497473179155531 -0.0006497473179155492 -0.0005662644773111773 -0.0005662644773111737 -0.0005662644773111708 -0.0005662644773111672
0.24000000000000013 3.4557416535839756 2.8997115469662775 6.165585343131218 5000.0 5000.0 1000.0 -0.47844010895280525 -0.5904053671344747 0.09854478091473709 -7.47272013410761e-18 1.2577036695071206e-17 -0.0047652988521829625 -8.627213772449307e-18 -4.115101059654357e-19 0.017769522031311644 7.773012849038873e-17 -0.0006805054538209085 -0.0006805054538209043 -0.0006805054538209063 -0.0006805054538209022 -0.000595758742454986 -0.0005957587424549824 -0.000595758742454981 -0.0005957587424549774
0.24500000000000013 3.625660630081047 3.0422904974749914 6.4705249894276715 5000.0 5000.0 1000.0 -0.5041730096008116 -0.5929467559335765 0.10385544416446443 -1.9262795995561515e-17 1.275842827176232e-17 -0.005094956292500795 -9.581580673255565e-18 -4.1018343184709723e-19 0.017686762900873877 7.476870519389977e-17 -0.0007117291510550713 -0.0007117291510550669 -0.0007117291510550693 -0.000711729151055065 -0.0006256131124477612 -0.0006256131124477576 -0.0006256131124477576 -0.000625613112447754
