TOF RNG ALT THETA RATE ALPHA ALPHADOT RATEDOT WDOT
2.7300 3275.9972 9880.6667 -0.0642 -0.0082 0.0085 0.0190 -0.0585 0.0916
2.7400 3287.9972 9879.7887 -0.0643 -0.0088 0.0087 0.0184 -0.0599 0.0938
2.7500 3299.9971 9878.9074 -0.0644 -0.0094 0.0089 0.0178 -0.0612 0.0959
2.7600 3311.9971 9878.0229 -0.0645 -0.0101 0.0091 0.0172 -0.0625 0.0979
2.7700 3323.9971 9877.1353 -0.0646 -0.0107 0.0092 0.0165 -0.0637 0.0999
2.7800 3335.9971 9876.2444 -0.0647 -0.0114 0.0094 0.0159 -0.0649 0.1018
2.7900 3347.9970 9875.3503 -0.0648 -0.0120 0.0095 0.0152 -0.0660 0.1037
2.8000 3359.9970 9874.4530 -0.0650 -0.0127 0.0097 0.0146 -0.0671 0.1055
2.8100 3371.9970 9873.5526 -0.0651 -0.0134 0.0098 0.0139 -0.0681 0.1072
2.8200 3383.9970 9872.6489 -0.0652 -0.0141 0.0099 0.0132 -0.0691 0.1088
2.8300 3395.9969 9871.7420 -0.0654 -0.0148 0.0101 0.0125 -0.0701 0.1103
2.8400 3407.9969 9870.8319 -0.0655 -0.0155 0.0102 0.0118 -0.0710 0.1118
2.8500 3419.9969 9869.9185 -0.0657 -0.0162 0.0103 0.0111 -0.0718 0.1132
2.8600 3431.9969 9869.0020 -0.0658 -0.0169 0.0104 0.0104 -0.0726 0.1145
2.8700 3443.9968 9868.0823 -0.0660 -0.0176 0.0105 0.0097 -0.0734 0.1157
2.8800 3455.9968 9867.1594 -0.0662 -0.0184 0.0106 0.0089 -0.0740 0.1169
2.8900 3467.9968 9866.2332 -0.0663 -0.0191 0.0107 0.0082 -0.0747 0.1179
2.9000 3479.9968 9865.3039 -0.0665 -0.0199 0.0107 0.0074 -0.0753 0.1189
2.9100 3491.9968 9864.3713 -0.0667 -0.0206 0.0108 0.0067 -0.0758 0.1197
2.9200 3503.9967 9863.4356 -0.0669 -0.0214 0.0109 0.0059 -0.0763 0.1205
2.9300 3515.9967 9862.4966 -0.0672 -0.0222 0.0109 0.0052 -0.0767 0.1212
2.9400 3527.9967 9861.5545 -0.0674 -0.0229 0.0110 0.0044 -0.0771 0.1218
2.9500 3539.9967 9860.6091 -0.0676 -0.0237 0.0110 0.0036 -0.0774 0.1224
2.9600 3551.9967 9859.6605 -0.0678 -0.0245 0.0110 0.0028 -0.0776 0.1228
2.9700 3563.9967 9858.7088 -0.0681 -0.0253 0.0111 0.0021 -0.0778 0.1231
2.9800 3575.9967 9857.7538 -0.0683 -0.0261 0.0111 0.0013 -0.0780 0.1234
2.9900 3587.9967 9856.7956 -0.0686 -0.0268 0.0111 0.0005 -0.0781 0.1235
3.0000 3599.9966 9855.8342 -0.0689 -0.0276 0.0111 -0.0003 -0.0781 0.1236
3.0100 3611.9966 9854.8696 -0.0692 -0.0284 0.0111 -0.0011 -0.0781 0.1236
3.0200 3623.9966 9853.9018 -0.0694 -0.0292 0.0110 -0.0018 -0.0780 0.1234
3.0300 3635.9966 9852.9308 -0.0697 -0.0300 0.0110 -0.0026 -0.0779 0.1232
3.0400 3647.9966 9851.9566 -0.0700 -0.0307 0.0110 -0.0034 -0.0777 0.1229
3.0500 3659.9966 9850.9792 -0.0703 -0.0315 0.0109 -0.0042 -0.0774 0.1225
3.0600 3671.9966 9849.9986 -0.0706 -0.0323 0.0109 -0.0050 -0.0771 0.1220
3.0700 3683.9966 9849.0147 -0.0710 -0.0330 0.0108 -0.0057 -0.0768 0.1214
3.0800 3695.9966 9848.0277 -0.0713 -0.0338 0.0108 -0.0065 -0.0763 0.1208
3.0900 3707.9966 9847.0375 -0.0716 -0.0346 0.0107 -0.0073 -0.0759 0.1200
3.1000 3719.9966 9846.0440 -0.0720 -0.0353 0.0106 -0.0080 -0.0753 0.1191
3.1100 3731.9966 9845.0474 -0.0723 -0.0361 0.0105 -0.0088 -0.0748 0.1182
3.1200 3743.9966 9844.0476 -0.0727 -0.0368 0.0104 -0.0095 -0.0741 0.1172
3.1300 3755.9966 9843.0445 -0.0731 -0.0375 0.0103 -0.0103 -0.0734 0.1161
3.1400 3767.9966 9842.0382 -0.0734 -0.0383 0.0102 -0.0110 -0.0727 0.1149
3.1500 3779.9966 9841.0288 -0.0738 -0.0390 0.0101 -0.0117 -0.0719 0.1136
3.1600 3791.9966 9840.0161 -0.0742 -0.0397 0.0100 -0.0124 -0.0711 0.1122
3.1700 3803.9966 9839.0002 -0.0746 -0.0404 0.0098 -0.0132 -0.0702 0.1107
3.1800 3815.9966 9837.9812 -0.0750 -0.0411 0.0097 -0.0139 -0.0692 0.1092
3.1900 3827.9966 9836.9589 -0.0754 -0.0418 0.0096 -0.0146 -0.0682 0.1076
3.2000 3839.9966 9835.9334 -0.0758 -0.0425 0.0094 -0.0152 -0.0672 0.1059
3.2100 3851.9966 9834.9047 -0.0763 -0.0431 0.0092 -0.0159 -0.0661 0.1041
3.2200 3863.9966 9833.8728 -0.0767 -0.0438 0.0091 -0.0166 -0.0650 0.1023
3.2300 3875.9966 9832.8377 -0.0771 -0.0444 0.0089 -0.0172 -0.0638 0.1004
3.2400 3887.9966 9831.7993 -0.0776 -0.0450 0.0087 -0.0179 -0.0625 0.0984
3.2500 3899.9967 9830.7578 -0.0780 -0.0456 0.0085 -0.0185 -0.0613 0.0963
3.2600 3911.9967 9829.7131 -0.0785 -0.0462 0.0084 -0.0191 -0.0599 0.0942
3.2700 3923.9967 9828.6651 -0.0790 -0.0468 0.0082 -0.0197 -0.0586 0.0920
3.2800 3935.9967 9827.6140 -0.0794 -0.0474 0.0080 -0.0203 -0.0572 0.0897
3.2900 3947.9967 9826.5596 -0.0799 -0.0480 0.0077 -0.0208 -0.0557 0.0874
3.3000 3959.9967 9825.5021 -0.0804 -0.0485 0.0075 -0.0214 -0.0542 0.0850
3.3100 3971.9967 9824.4413 -0.0809 -0.0490 0.0073 -0.0219 -0.0527 0.0826
3.3200 3983.9967 9823.3773 -0.0813 -0.0495 0.0071 -0.0225 -0.0512 0.0801
3.3300 3995.9968 9822.3101 -0.0818 -0.0500 0.0069 -0.0230 -0.0496 0.0775
3.3400 4007.9968 9821.2397 -0.0823 -0.0505 0.0066 -0.0235 -0.0479 0.0749
3.3500 4019.9968 9820.1661 -0.0829 -0.0510 0.0064 -0.0240 -0.0463 0.0722
3.3600 4031.9968 9819.0893 -0.0834 -0.0514 0.0061 -0.0244 -0.0446 0.0695
3.3700 4043.9968 9818.0092 -0.0839 -0.0518 0.0059 -0.0249 -0.0428 0.0668
3.3800 4055.9969 9816.9260 -0.0844 -0.0523 0.0056 -0.0253 -0.0411 0.0640
3.3900 4067.9969 9815.8396 -0.0849 -0.0526 0.0054 -0.0257 -0.0393 0.0612
3.4000 4079.9969 9814.7499 -0.0854 -0.0530 0.0051 -0.0261 -0.0375 0.0583
3.4100 4091.9969 9813.6570 -0.0860 -0.0534 0.0049 -0.0265 -0.0357 0.0554
3.4200 4103.9969 9812.5609 -0.0865 -0.0537 0.0046 -0.0268 -0.0338 0.0525
3.4300 4115.9970 9811.4616 -0.0870 -0.0540 0.0043 -0.0272 -0.0319 0.0495
3.4400 4127.9970 9810.3591 -0.0876 -0.0543 0.0040 -0.0275 -0.0300 0.0465
3.4500 4139.9970 9809.2534 -0.0881 -0.0546 0.0038 -0.0278 -0.0281 0.0435
3.4600 4151.9970 9808.1445 -0.0887 -0.0549 0.0035 -0.0281 -0.0261 0.0404
3.4700 4163.9970 9807.0323 -0.0892 -0.0551 0.0032 -0.0283 -0.0242 0.0373
3.4800 4175.9971 9805.9170 -0.0898 -0.0553 0.0029 -0.0286 -0.0222 0.0343
3.4900 4187.9971 9804.7984 -0.0903 -0.0555 0.0026 -0.0288 -0.0202 0.0312
3.5000 4199.9971 9803.6766 -0.0909 -0.0557 0.0023 -0.0290 -0.0182 0.0280
3.5100 4211.9971 9802.5516 -0.0914 -0.0559 0.0020 -0.0292 -0.0162 0.0249
3.5200 4223.9972 9801.4234 -0.0920 -0.0560 0.0018 -0.0293 -0.0142 0.0218
3.5300 4235.9972 9800.2919 -0.0926 -0.0562 0.0015 -0.0295 -0.0121 0.0186
3.5400 4247.9972 9799.1573 -0.0931 -0.0563 0.0012 -0.0296 -0.0101 0.0155
3.5500 4259.9972 9798.0194 -0.0937 -0.0563 0.0009 -0.0297 -0.0080 0.0123
3.5600 4271.9973 9796.8784 -0.0942 -0.0564 0.0006 -0.0298 -0.0060 0.0091
3.5700 4283.9973 9795.7341 -0.0948 -0.0564 0.0003 -0.0298 -0.0039 0.0060
3.5800 4295.9973 9794.5866 -0.0954 -0.0564 -0.0000 -0.0299 -0.0019 0.0028
3.5900 4307.9973 9793.4358 -0.0959 -0.0564 -0.0003 -0.0299 0.0002 -0.0003
3.6000 4319.9974 9792.2819 -0.0965 -0.0564 -0.0006 -0.0299 0.0023 -0.0034
3.6100 4331.9974 9791.1247 -0.0971 -0.0564 -0.0009 -0.0299 0.0043 -0.0066
3.6200 4343.9974 9789.9644 -0.0976 -0.0563 -0.0012 -0.0298 0.0064 -0.0097
3.6300 4355.9974 9788.8008 -0.0982 -0.0562 -0.0015 -0.0298 0.0084 -0.0128
3.6400 4367.9975 9787.6339 -0.0988 -0.0561 -0.0018 -0.0297 0.0104 -0.0158
3.6500 4379.9975 9786.4639 -0.0993 -0.0560 -0.0021 -0.0296 0.0125 -0.0189
3.6600 4391.9975 9785.2907 -0.0999 -0.0559 -0.0024 -0.0294 0.0145 -0.0219
3.6700 4403.9975 9784.1142 -0.1004 -0.0557 -0.0027 -0.0293 0.0165 -0.0250
3.6800 4415.9976 9782.9345 -0.1010 -0.0555 -0.0030 -0.0291 0.0185 -0.0279
3.6900 4427.9976 9781.7516 -0.1015 -0.0553 -0.0033 -0.0289 0.0205 -0.0309
3.7000 4439.9976 9780.5654 -0.1021 -0.0551 -0.0036 -0.0287 0.0224 -0.0338
3.7100 4451.9976 9779.3761 -0.1027 -0.0548 -0.0039 -0.0285 0.0244 -0.0367
3.7200 4463.9976 9778.1835 -0.1032 -0.0546 -0.0041 -0.0283 0.0263 -0.0396
3.7300 4475.9977 9776.9877 -0.1037 -0.0543 -0.0044 -0.0280 0.0282 -0.0425
3.7400 4487.9977 9775.7887 -0.1043 -0.0540 -0.0047 -0.0277 0.0301 -0.0453
3.7500 4499.9977 9774.5865 -0.1048 -0.0537 -0.0050 -0.0274 0.0320 -0.0480
3.7600 4511.9977 9773.3810 -0.1054 -0.0533 -0.0052 -0.0271 0.0338 -0.0507
3.7700 4523.9978 9772.1723 -0.1059 -0.0530 -0.0055 -0.0268 0.0357 -0.0534
3.7800 4535.9978 9770.9604 -0.1064 -0.0526 -0.0058 -0.0264 0.0375 -0.0561
3.7900 4547.9978 9769.7453 -0.1070 -0.0522 -0.0060 -0.0260 0.0392 -0.0587
3.8000 4559.9978 9768.5270 -0.1075 -0.0518 -0.0063 -0.0256 0.0410 -0.0612
3.8100 4571.9978 9767.3054 -0.1080 -0.0514 -0.0065 -0.0252 0.0427 -0.0637
3.8200 4583.9978 9766.0806 -0.1085 -0.0509 -0.0068 -0.0248 0.0444 -0.0662
3.8300 4595.9979 9764.8526 -0.1090 -0.0505 -0.0070 -0.0244 0.0461 -0.0686
3.8400 4607.9979 9763.6214 -0.1095 -0.0500 -0.0073 -0.0239 0.0477 -0.0709
3.8500 4619.9979 9762.3869 -0.1100 -0.0495 -0.0075 -0.0234 0.0493 -0.0733
3.8600 4631.9979 9761.1492 -0.1105 -0.0490 -0.0077 -0.0229 0.0508 -0.0755
3.8700 4643.9979 9759.9083 -0.1110 -0.0485 -0.0080 -0.0224 0.0524 -0.0777
3.8800 4655.9979 9758.6642 -0.1115 -0.0479 -0.0082 -0.0219 0.0539 -0.0799
3.8900 4667.9979 9757.4168 -0.1120 -0.0474 -0.0084 -0.0214 0.0553 -0.0819
3.9000 4679.9980 9756.1662 -0.1124 -0.0468 -0.0086 -0.0208 0.0567 -0.0840
3.9100 4691.9980 9754.9124 -0.1129 -0.0462 -0.0088 -0.0202 0.0581 -0.0860
3.9200 4703.9980 9753.6553 -0.1134 -0.0456 -0.0090 -0.0197 0.0594 -0.0879
3.9300 4715.9980 9752.3951 -0.1138 -0.0450 -0.0092 -0.0191 0.0608 -0.0897
3.9400 4727.9980 9751.1316 -0.1143 -0.0444 -0.0094 -0.0185 0.0620 -0.0915
3.9500 4739.9980 9749.8649 -0.1147 -0.0438 -0.0096 -0.0178 0.0632 -0.0933
3.9600 4751.9980 9748.5949 -0.1152 -0.0431 -0.0097 -0.0172 0.0644 -0.0949
3.9700 4763.9980 9747.3218 -0.1156 -0.0425 -0.0099 -0.0166 0.0655 -0.0965
3.9800 4775.9980 9746.0454 -0.1160 -0.0418 -0.0100 -0.0159 0.0666 -0.0981
3.9900 4787.9980 9744.7657 -0.1164 -0.0411 -0.0102 -0.0152 0.0677 -0.0996
4.0000 4799.9980 9743.4829 -0.1168 -0.0404 -0.0103 -0.0146 0.0687 -0.1010
4.0100 4811.9980 9742.1968 -0.1173 -0.0397 -0.0105 -0.0139 0.0696 -0.1023
4.0200 4823.9980 9740.9075 -0.1177 -0.0390 -0.0106 -0.0132 0.0705 -0.1036
4.0300 4835.9980 9739.6150 -0.1180 -0.0383 -0.0107 -0.0125 0.0714 -0.1049
4.0400 4847.9980 9738.3192 -0.1184 -0.0376 -0.0109 -0.0118 0.0722 -0.1060
4.0500 4859.9980 9737.0202 -0.1188 -0.0369 -0.0110 -0.0110 0.0730 -0.1071
4.0600 4871.9980 9735.7180 -0.1192 -0.0361 -0.0111 -0.0103 0.0737 -0.1081
4.0700 4883.9980 9734.4126 -0.1195 -0.0354 -0.0112 -0.0096 0.0744 -0.1091
4.0800 4895.9980 9733.1039 -0.1199 -0.0346 -0.0113 -0.0088 0.0750 -0.1099
4.0900 4907.9980 9731.7920 -0.1202 -0.0339 -0.0113 -0.0081 0.0756 -0.1108
4.1000 4919.9979 9730.4769 -0.1206 -0.0331 -0.0114 -0.0073 0.0761 -0.1115
4.1100 4931.9979 9729.1585 -0.1209 -0.0324 -0.0115 -0.0066 0.0766 -0.1122
4.1200 4943.9979 9727.8370 -0.1212 -0.0316 -0.0115 -0.0058 0.0770 -0.1128
4.1300 4955.9979 9726.5122 -0.1215 -0.0308 -0.0116 -0.0050 0.0774 -0.1133
4.1400 4967.9979 9725.1841 -0.1218 -0.0300 -0.0116 -0.0043 0.0777 -0.1138
4.1500 4979.9979 9723.8528 -0.1221 -0.0293 -0.0117 -0.0035 0.0780 -0.1142
4.1600 4991.9978 9722.5184 -0.1224 -0.0285 -0.0117 -0.0027 0.0782 -0.1145
4.1700 5003.9978 9721.1806 -0.1227 -0.0277 -0.0117 -0.0019 0.0784 -0.1147
4.1800 5015.9978 9719.8397 -0.1230 -0.0269 -0.0117 -0.0012 0.0785 -0.1149
4.1900 5027.9978 9718.4955 -0.1233 -0.0261 -0.0117 -0.0004 0.0786 -0.1150
4.2000 5039.9977 9717.1481 -0.1235 -0.0253 -0.0117 0.0004 0.0786 -0.1150
4.2100 5051.9977 9715.7975 -0.1238 -0.0245 -0.0117 0.0012 0.0786 -0.1150
4.2200 5063.9977 9714.4436 -0.1240 -0.0238 -0.0117 0.0020 0.0785 -0.1149
4.2300 5075.9977 9713.0865 -0.1243 -0.0230 -0.0117 0.0028 0.0783 -0.1147
4.2400 5087.9976 9711.7262 -0.1245 -0.0222 -0.0116 0.0035 0.0782 -0.1145
4.2500 5099.9976 9710.3626 -0.1247 -0.0214 -0.0116 0.0043 0.0779 -0.1142
4.2600 5111.9976 9708.9959 -0.1249 -0.0206 -0.0115 0.0051 0.0776 -0.1138
4.2700 5123.9975 9707.6258 -0.1251 -0.0199 -0.0115 0.0059 0.0773 -0.1133
4.2800 5135.9975 9706.2526 -0.1253 -0.0191 -0.0114 0.0066 0.0769 -0.1128
4.2900 5147.9974 9704.8761 -0.1255 -0.0183 -0.0113 0.0074 0.0765 -0.1122
4.3000 5159.9974 9703.4965 -0.1257 -0.0176 -0.0113 0.0082 0.0760 -0.1115
4.3100 5171.9974 9702.1135 -0.1259 -0.0168 -0.0112 0.0089 0.0754 -0.1107
4.3200 5183.9973 9700.7274 -0.1261 -0.0161 -0.0111 0.0097 0.0748 -0.1099
4.3300 5195.9973 9699.3380 -0.1262 -0.0153 -0.0110 0.0104 0.0742 -0.1090
4.3400 5207.9972 9697.9454 -0.1264 -0.0146 -0.0108 0.0112 0.0735 -0.1081
4.3500 5219.9972 9696.5496 -0.1265 -0.0139 -0.0107 0.0119 0.0728 -0.1070
4.3600 5231.9971 9695.1505 -0.1267 -0.0132 -0.0106 0.0126 0.0720 -0.1059
4.3700 5243.9971 9693.7482 -0.1268 -0.0124 -0.0105 0.0134 0.0711 -0.1048
4.3800 5255.9970 9692.3427 -0.1269 -0.0117 -0.0103 0.0141 0.0703 -0.1035
4.3900 5267.9970 9690.9340 -0.1270 -0.0110 -0.0102 0.0148 0.0693 -0.1022
4.4000 5279.9969 9689.5220 -0.1271 -0.0104 -0.0100 0.0155 0.0684 -0.1009
4.4100 5291.9969 9688.1068 -0.1272 -0.0097 -0.0099 0.0161 0.0673 -0.0994
4.4200 5303.9968 9686.6884 -0.1273 -0.0090 -0.0097 0.0168 0.0663 -0.0979
4.4300 5315.9968 9685.2668 -0.1274 -0.0084 -0.0095 0.0175 0.0652 -0.0964
4.4400 5327.9967 9683.8419 -0.1275 -0.0077 -0.0093 0.0181 0.0640 -0.0947
4.4500 5339.9966 9682.4138 -0.1276 -0.0071 -0.0092 0.0188 0.0628 -0.0930
4.4600 5351.9966 9680.9824 -0.1277 -0.0065 -0.0090 0.0194 0.0616 -0.0913
4.4700 5363.9965 9679.5479 -0.1277 -0.0059 -0.0088 0.0200 0.0603 -0.0895
4.4800 5375.9965 9678.1101 -0.1278 -0.0053 -0.0086 0.0206 0.0590 -0.0876
4.4900 5387.9964 9676.6691 -0.1278 -0.0047 -0.0083 0.0212 0.0576 -0.0856
4.5000 5399.9963 9675.2249 -0.1279 -0.0042 -0.0081 0.0218 0.0562 -0.0836
4.5100 5411.9963 9673.7774 -0.1279 -0.0036 -0.0079 0.0223 0.0547 -0.0815
4.5200 5423.9962 9672.3267 -0.1280 -0.0031 -0.0077 0.0229 0.0533 -0.0794
4.5300 5435.9961 9670.8728 -0.1280 -0.0026 -0.0074 0.0234 0.0517 -0.0772
4.5400 5447.9960 9669.4157 -0.1280 -0.0021 -0.0072 0.0239 0.0502 -0.0750
4.5500 5459.9960 9667.9554 -0.1280 -0.0016 -0.0070 0.0244 0.0486 -0.0727
4.5600 5471.9959 9666.4918 -0.1281 -0.0011 -0.0067 0.0249 0.0470 -0.0703
4.5700 5483.9958 9665.0250 -0.1281 -0.0007 -0.0065 0.0253 0.0453 -0.0679
4.5800 5495.9958 9663.5549 -0.1281 -0.0002 -0.0062 0.0258 0.0436 -0.0654
4.5900 5507.9957 9662.0817 -0.1281 0.0002 -0.0059 0.0262 0.0419 -0.0629
4.6000 5519.9956 9660.6052 -0.1281 0.0006 -0.0057 0.0266 0.0401 -0.0604
4.6100 5531.9955 9659.1255 -0.1281 0.0010 -0.0054 0.0270 0.0383 -0.0577
4.6200 5543.9955 9657.6426 -0.1281 0.0014 -0.0051 0.0274 0.0365 -0.0551
4.6300 5555.9954 9656.1565 -0.1280 0.0017 -0.0048 0.0278 0.0347 -0.0524
4.6400 5567.9953 9654.6671 -0.1280 0.0020 -0.0046 0.0281 0.0328 -0.0496
4.6500 5579.9952 9653.1745 -0.1280 0.0023 -0.0043 0.0285 0.0309 -0.0468
4.6600 5591.9951 9651.6787 -0.1280 0.0026 -0.0040 0.0288 0.0290 -0.0440
4.6700 5603.9951 9650.1797 -0.1280 0.0029 -0.0037 0.0290 0.0271 -0.0411
4.6800 5615.9950 9648.6774 -0.1279 0.0032 -0.0034 0.0293 0.0251 -0.0382
4.6900 5627.9949 9647.1720 -0.1279 0.0034 -0.0031 0.0296 0.0231 -0.0352
4.7000 5639.9948 9645.6633 -0.1279 0.0036 -0.0028 0.0298 0.0211 -0.0322
4.7100 5651.9947 9644.1514 -0.1278 0.0038 -0.0025 0.0300 0.0191 -0.0292
4.7200 5663.9947 9642.6362 -0.1278 0.0040 -0.0022 0.0302 0.0171 -0.0261
4.7300 5675.9946 9641.1179 -0.1278 0.0041 -0.0019 0.0304 0.0151 -0.0230
4.7400 5687.9945 9639.5963 -0.1277 0.0042 -0.0016 0.0305 0.0130 -0.0199
4.7500 5699.9944 9638.0715 -0.1277 0.0043 -0.0013 0.0306 0.0109 -0.0167
4.7600 5711.9943 9636.5435 -0.1276 0.0044 -0.0010 0.0307 0.0088 -0.0136
4.7700 5723.9942 9635.0123 -0.1276 0.0045 -0.0007 0.0308 0.0068 -0.0104
4.7800 5735.9942 9633.4778 -0.1275 0.0045 -0.0004 0.0309 0.0047 -0.0072
4.7900 5747.9941 9631.9402 -0.1275 0.0046 -0.0001 0.0309 0.0025 -0.0039
4.8000 5759.9940 9630.3993 -0.1274 0.0046 0.0002 0.0310 0.0004 -0.0007
4.8100 5771.9939 9628.8552 -0.1274 0.0046 0.0006 0.0310 -0.0017 0.0026
4.8200 5783.9938 9627.3079 -0.1274 0.0045 0.0009 0.0309 -0.0038 0.0059
4.8300 5795.9937 9625.7573 -0.1273 0.0045 0.0012 0.0309 -0.0059 0.0092
4.8400 5807.9937 9624.2036 -0.1273 0.0044 0.0015 0.0308 -0.0080 0.0124
4.8500 5819.9936 9622.6466 -0.1272 0.0043 0.0018 0.0307 -0.0101 0.0157
4.8600 5831.9935 9621.0865 -0.1272 0.0042 0.0021 0.0306 -0.0123 0.0190
4.8700 5843.9934 9619.5231 -0.1271 0.0040 0.0024 0.0305 -0.0144 0.0223
4.8800 5855.9933 9617.9565 -0.1271 0.0039 0.0027 0.0304 -0.0165 0.0256
4.8900 5867.9932 9616.3866 -0.1271 0.0037 0.0030 0.0302 -0.0186 0.0289
4.9000 5879.9932 9614.8136 -0.1270 0.0035 0.0033 0.0300 -0.0206 0.0322
4.9100 5891.9931 9613.2374 -0.1270 0.0032 0.0036 0.0298 -0.0227 0.0355
4.9200 5903.9930 9611.6579 -0.1270 0.0030 0.0039 0.0296 -0.0248 0.0388
4.9300 5915.9929 9610.0752 -0.1269 0.0027 0.0042 0.0293 -0.0268 0.0420
4.9400 5927.9928 9608.4893 -0.1269 0.0024 0.0045 0.0290 -0.0289 0.0453
4.9500 5939.9928 9606.9002 -0.1269 0.0021 0.0048 0.0288 -0.0309 0.0485
4.9600 5951.9927 9605.3079 -0.1269 0.0018 0.0051 0.0284 -0.0329 0.0517
4.9700 5963.9926 9603.7124 -0.1268 0.0014 0.0053 0.0281 -0.0348 0.0548
4.9800 5975.9925 9602.1136 -0.1268 0.0011 0.0056 0.0278 -0.0368 0.0580
4.9900 5987.9925 9600.5117 -0.1268 0.0007 0.0059 0.0274 -0.0387 0.0611
5.0000 5999.9924 9598.9065 -0.1268 0.0003 0.0062 0.0270 -0.0406 0.0642
5.0100 6011.9923 9597.2982 -0.1268 -0.0001 0.0064 0.0266 -0.0425 0.0672
5.0200 6023.9922 9595.6866 -0.1268 -0.0006 0.0067 0.0262 -0.0444 0.0702
5.0300 6035.9922 9594.0718 -0.1268 -0.0011 0.0069 0.0257 -0.0462 0.0732
5.0400 6047.9921 9592.4538 -0.1268 -0.0015 0.0072 0.0252 -0.0480 0.0761
5.0500 6059.9920 9590.8326 -0.1268 -0.0020 0.0074 0.0248 -0.0498 0.0790
5.0600 6071.9919 9589.2082 -0.1269 -0.0025 0.0077 0.0243 -0.0515 0.0818
5.0700 6083.9919 9587.5805 -0.1269 -0.0031 0.0079 0.0237 -0.0532 0.0846
5.0800 6095.9918 9585.9497 -0.1269 -0.0036 0.0082 0.0232 -0.0549 0.0874
5.0900 6107.9917 9584.3156 -0.1269 -0.0042 0.0084 0.0227 -0.0565 0.0900
5.1000 6119.9917 9582.6784 -0.1270 -0.0048 0.0086 0.0221 -0.0581 0.0927
5.1100 6131.9916 9581.0379 -0.1270 -0.0054 0.0088 0.0215 -0.0596 0.0952
5.1200 6143.9915 9579.3943 -0.1271 -0.0060 0.0090 0.0209 -0.0611 0.0977
5.1300 6155.9915 9577.7474 -0.1271 -0.0066 0.0092 0.0203 -0.0626 0.1002
5.1400 6167.9914 9576.0973 -0.1272 -0.0072 0.0094 0.0197 -0.0640 0.1025
5.1500 6179.9914 9574.4440 -0.1273 -0.0079 0.0096 0.0190 -0.0654 0.1048
5.1600 6191.9913 9572.7875 -0.1274 -0.0086 0.0098 0.0184 -0.0668 0.1071
5.1700 6203.9912 9571.1278 -0.1274 -0.0092 0.0100 0.0177 -0.0681 0.1092
5.1800 6215.9912 9569.4649 -0.1275 -0.0099 0.0101 0.0170 -0.0693 0.1113
5.1900 6227.9911 9567.7988 -0.1276 -0.0106 0.0103 0.0163 -0.0705 0.1133
5.2000 6239.9911 9566.1295 -0.1277 -0.0114 0.0105 0.0156 -0.0717 0.1152
5.2100 6251.9910 9564.4569 -0.1279 -0.0121 0.0106 0.0149 -0.0728 0.1171
5.2200 6263.9910 9562.7812 -0.1280 -0.0128 0.0108 0.0141 -0.0738 0.1188
5.2300 6275.9909 9561.1023 -0.1281 -0.0136 0.0109 0.0134 -0.0748 0.1205
5.2400 6287.9909 9559.4201 -0.1282 -0.0143 0.0110 0.0127 -0.0758 0.1221
5.2500 6299.9908 9557.7348 -0.1284 -0.0151 0.0111 0.0119 -0.0766 0.1236
5.2600 6311.9908 9556.0462 -0.1285 -0.0159 0.0112 0.0111 -0.0775 0.1251
5.2700 6323.9908 9554.3545 -0.1287 -0.0167 0.0114 0.0104 -0.0783 0.1264
5.2800 6335.9907 9552.6595 -0.1289 -0.0174 0.0114 0.0096 -0.0790 0.1276
5.2900 6347.9907 9550.9613 -0.1290 -0.0182 0.0115 0.0088 -0.0797 0.1288
5.3000 6359.9906 9549.2600 -0.1292 -0.0190 0.0116 0.0080 -0.0803 0.1298
5.3100 6371.9906 9547.5554 -0.1294 -0.0199 0.0117 0.0072 -0.0809 0.1308
5.3200 6383.9906 9545.8476 -0.1296 -0.0207 0.0117 0.0064 -0.0814 0.1317
5.3300 6395.9905 9544.1366 -0.1298 -0.0215 0.0118 0.0055 -0.0818 0.1324
5.3400 6407.9905 9542.4224 -0.1300 -0.0223 0.0119 0.0047 -0.0822 0.1331
5.3500 6419.9905 9540.7051 -0.1303 -0.0231 0.0119 0.0039 -0.0825 0.1337
5.3600 6431.9904 9538.9845 -0.1305 -0.0240 0.0119 0.0031 -0.0828 0.1341
5.3700 6443.9904 9537.2607 -0.1307 -0.0248 0.0119 0.0022 -0.0830 0.1345
5.3800 6455.9904 9535.5337 -0.1310 -0.0256 0.0120 0.0014 -0.0832 0.1348
5.3900 6467.9904 9533.8035 -0.1312 -0.0265 0.0120 0.0006 -0.0833 0.1350
5.4000 6479.9904 9532.0700 -0.1315 -0.0273 0.0120 -0.0003 -0.0833 0.1350
5.4100 6491.9903 9530.3334 -0.1318 -0.0281 0.0119 -0.0011 -0.0833 0.1350
5.4200 6503.9903 9528.5936 -0.1321 -0.0290 0.0119 -0.0019 -0.0832 0.1349
5.4300 6515.9903 9526.8506 -0.1323 -0.0298 0.0119 -0.0028 -0.0830 0.1346
5.4400 6527.9903 9525.1044 -0.1326 -0.0306 0.0119 -0.0036 -0.0828 0.1343
5.4500 6539.9903 9523.3549 -0.1329 -0.0314 0.0118 -0.0044 -0.0826 0.1339
5.4600 6551.9903 9521.6023 -0.1333 -0.0323 0.0118 -0.0053 -0.0823 0.1334
5.4700 6563.9903 9519.8465 -0.1336 -0.0331 0.0117 -0.0061 -0.0819 0.1327
