TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A
4.446 2636.8 2923.4 2219.73 447.078 744.227 576.843 -21.1327 -4.93668 22.7479
4.447 2637.25 2924.15 2220.3 447.057 744.222 576.866 -21.1324 -4.93945 22.7495
4.448 2637.7 2924.89 2220.88 447.035 744.217 576.889 -21.1321 -4.94223 22.7511
4.449 2638.14 2925.64 2221.46 447.014 744.212 576.912 -21.1318 -4.94499 22.7528
4.45 2638.59 2926.38 2222.04 446.993 744.207 576.934 -21.1315 -4.94776 22.7544
4.451 2639.04 2927.12 2222.61 446.972 744.202 576.957 -21.1311 -4.95053 22.756
4.452 2639.49 2927.87 2223.19 446.951 744.197 576.98 -21.1308 -4.95329 22.7576
4.453 2639.93 2928.61 2223.77 446.93 744.192 577.003 -21.1305 -4.95605 22.7592
4.454 2640.38 2929.36 2224.34 446.909 744.187 577.025 -21.1302 -4.95881 22.7608
4.455 2640.83 2930.1 2224.92 446.887 744.182 577.048 -21.1299 -4.96156 22.7624
4.456 2641.27 2930.85 2225.5 446.866 744.177 577.071 -21.1297 -4.96432 22.764
4.457 2641.72 2931.59 2226.07 446.845 744.172 577.094 -21.1294 -4.96707 22.7656
4.458 2642.17 2932.33 2226.65 446.824 744.167 577.117 -21.1291 -4.96982 22.7673
4.459 2642.61 2933.08 2227.23 446.803 744.162 577.139 -21.1288 -4.97257 22.7689
4.46 2643.06 2933.82 2227.81 446.782 744.157 577.162 -21.1285 -4.97531 22.7705
4.461 2643.51 2934.57 2228.38 446.761 744.152 577.185 -21.1282 -4.97806 22.7721
4.462 2643.95 2935.31 2228.96 446.74 744.147 577.208 -21.128 -4.9808 22.7737
4.463 2644.4 2936.05 2229.54 446.718 744.142 577.23 -21.1277 -4.98354 22.7753
4.464 2644.85 2936.8 2230.11 446.697 744.137 577.253 -21.1275 -4.98627 22.7769
4.465 2645.29 2937.54 2230.69 446.676 744.132 577.276 -21.1272 -4.98901 22.7785
4.466 2645.74 2938.29 2231.27 446.655 744.127 577.299 -21.1269 -4.99174 22.7801
4.467 2646.19 2939.03 2231.85 446.634 744.122 577.322 -21.1267 -4.99447 22.7818
4.468 2646.63 2939.78 2232.42 446.613 744.117 577.344 -21.1264 -4.9972 22.7834
4.469 2647.08 2940.52 2233 446.592 744.112 577.367 -21.1262 -4.99993 22.785
4.47 2647.53 2941.26 2233.58 446.571 744.107 577.39 -21.126 -5.00265 22.7866
4.471 2647.97 2942.01 2234.16 446.549 744.102 577.413 -21.1257 -5.00538 22.7882
4.472 2648.42 2942.75 2234.73 446.528 744.097 577.435 -21.1255 -5.0081 22.7898
4.473 2648.87 2943.5 2235.31 446.507 744.092 577.458 -21.1253 -5.01082 22.7914
4.474 2649.31 2944.24 2235.89 446.486 744.087 577.481 -21.1251 -5.01353 22.793
4.475 2649.76 2944.98 2236.47 446.465 744.082 577.504 -21.1248 -5.01625 22.7947
4.476 2650.21 2945.73 2237.04 446.444 744.077 577.527 -21.1246 -5.01896 22.7963
4.477 2650.65 2946.47 2237.62 446.423 744.072 577.549 -21.1244 -5.02167 22.7979
4.478 2651.1 2947.22 2238.2 446.402 744.067 577.572 -21.1242 -5.02438 22.7995
4.479 2651.55 2947.96 2238.78 446.38 744.062 577.595 -21.124 -5.02708 22.8011
4.48 2651.99 2948.7 2239.35 446.359 744.057 577.618 -21.1238 -5.02979 22.8027
4.481 2652.44 2949.45 2239.93 446.338 744.052 577.641 -21.1236 -5.03249 22.8043
4.482 2652.88 2950.19 2240.51 446.317 744.047 577.663 -21.1234 -5.03519 22.8059
4.483 2653.33 2950.94 2241.09 446.296 744.042 577.686 -21.1232 -5.03789 22.8075
4.484 2653.78 2951.68 2241.66 446.275 744.037 577.709 -21.123 -5.04059 22.8092
4.485 2654.22 2952.42 2242.24 446.254 744.032 577.732 -21.1228 -5.04328 22.8108
4.486 2654.67 2953.17 2242.82 446.233 744.027 577.755 -21.1227 -5.04597 22.8124
4.487 2655.12 2953.91 2243.4 446.211 744.022 577.777 -21.1225 -5.04866 22.814
4.488 2655.56 2954.66 2243.98 446.19 744.017 577.8 -21.1223 -5.05135 22.8156
4.489 2656.01 2955.4 2244.55 446.169 744.012 577.823 -21.1222 -5.05404 22.8172
4.49 2656.45 2956.14 2245.13 446.148 744.007 577.846 -21.122 -5.05672 22.8188
4.491 2656.9 2956.89 2245.71 446.127 744.002 577.869 -21.1218 -5.0594 22.8204
4.492 2657.35 2957.63 2246.29 446.106 743.997 577.892 -21.1217 -5.06208 22.8221
4.493 2657.79 2958.38 2246.86 446.085 743.992 577.914 -21.1215 -5.06476 22.8237
4.494 2658.24 2959.12 2247.44 446.064 743.986 577.937 -21.1214 -5.06744 22.8253
4.495 2658.69 2959.86 2248.02 446.042 743.981 577.96 -21.1212 -5.07011 22.8269
4.496 2659.13 2960.61 2248.6 446.021 743.976 577.983 -21.1211 -5.07278 22.8285
4.497 2659.58 2961.35 2249.18 446 743.971 578.006 -21.121 -5.07545 22.8301
4.498 2660.02 2962.1 2249.75 445.979 743.966 578.029 -21.1208 -5.07812 22.8317
4.499 2660.47 2962.84 2250.33 445.958 743.961 578.051 -21.1207 -5.08079 22.8333
4.5 2660.92 2963.58 2250.91 445.937 743.956 578.074 -21.1206 -5.08345 22.835
4.501 2661.36 2964.33 2251.49 445.916 743.951 578.097 -21.1204 -5.08611 22.8366
4.502 2661.81 2965.07 2252.07 445.895 743.946 578.12 -21.1203 -5.08877 22.8382
4.503 2662.25 2965.82 2252.64 445.873 743.941 578.143 -21.1202 -5.09143 22.8398
4.504 2662.7 2966.56 2253.22 445.852 743.936 578.166 -21.1201 -5.09409 22.8414
4.505 2663.14 2967.3 2253.8 445.831 743.931 578.188 -21.12 -5.09674 22.843
4.506 2663.59 2968.05 2254.38 445.81 743.925 578.211 -21.1199 -5.09939 22.8446
4.507 2664.04 2968.79 2254.96 445.789 743.92 578.234 -21.1198 -5.10205 22.8462
4.508 2664.48 2969.54 2255.54 445.768 743.915 578.257 -21.1197 -5.10469 22.8479
4.509 2664.93 2970.28 2256.11 445.747 743.91 578.28 -21.1196 -5.10734 22.8495
4.51 2665.37 2971.02 2256.69 445.726 743.905 578.303 -21.1195 -5.10998 22.8511
4.511 2665.82 2971.77 2257.27 445.705 743.9 578.325 -21.1194 -5.11263 22.8527
4.512 2666.26 2972.51 2257.85 445.683 743.895 578.348 -21.1193 -5.11527 22.8543
4.513 2666.71 2973.26 2258.43 445.662 743.89 578.371 -21.1192 -5.11791 22.8559
4.514 2667.16 2974 2259.01 445.641 743.885 578.394 -21.1192 -5.12054 22.8575
4.515 2667.6 2974.74 2259.58 445.62 743.879 578.417 -21.1191 -5.12318 22.8591
4.516 2668.05 2975.49 2260.16 445.599 743.874 578.44 -21.119 -5.12581 22.8608
4.517 2668.49 2976.23 2260.74 445.578 743.869 578.463 -21.119 -5.12844 22.8624
4.518 2668.94 2976.97 2261.32 445.557 743.864 578.485 -21.1189 -5.13107 22.864
4.519 2669.38 2977.72 2261.9 445.536 743.859 578.508 -21.1188 -5.1337 22.8656
4.52 2669.83 2978.46 2262.48 445.514 743.854 578.531 -21.1188 -5.13633 22.8672
4.521 2670.28 2979.21 2263.05 445.493 743.849 578.554 -21.1187 -5.13895 22.8688
4.522 2670.72 2979.95 2263.63 445.472 743.844 578.577 -21.1187 -5.14157 22.8704
4.523 2671.17 2980.69 2264.21 445.451 743.838 578.6 -21.1186 -5.14419 22.8721
4.524 2671.61 2981.44 2264.79 445.43 743.833 578.623 -21.1186 -5.14681 22.8737
4.525 2672.06 2982.18 2265.37 445.409 743.828 578.646 -21.1186 -5.14942 22.8753
4.526 2672.5 2982.93 2265.95 445.388 743.823 578.668 -21.1185 -5.15204 22.8769
4.527 2672.95 2983.67 2266.53 445.367 743.818 578.691 -21.1185 -5.15465 22.8785
4.528 2673.39 2984.41 2267.11 445.346 743.813 578.714 -21.1185 -5.15726 22.8801
4.529 2673.84 2985.16 2267.68 445.324 743.807 578.737 -21.1184 -5.15987 22.8817
4.53 2674.28 2985.9 2268.26 445.303 743.802 578.76 -21.1184 -5.16248 22.8833
4.531 2674.73 2986.64 2268.84 445.282 743.797 578.783 -21.1184 -5.16508 22.885
4.532 2675.17 2987.39 2269.42 445.261 743.792 578.806 -21.1184 -5.16768 22.8866
4.533 2675.62 2988.13 2270 445.24 743.787 578.829 -21.1184 -5.17029 22.8882
4.534 2676.06 2988.88 2270.58 445.219 743.782 578.852 -21.1184 -5.17288 22.8898
4.535 2676.51 2989.62 2271.16 445.198 743.776 578.874 -21.1184 -5.17548 22.8914
4.536 2676.96 2990.36 2271.74 445.177 743.771 578.897 -21.1184 -5.17808 22.893
4.537 2677.4 2991.11 2272.31 445.155 743.766 578.92 -21.1184 -5.18067 22.8946
4.538 2677.85 2991.85 2272.89 445.134 743.761 578.943 -21.1184 -5.18326 22.8962
4.539 2678.29 2992.59 2273.47 445.113 743.756 578.966 -21.1184 -5.18585 22.8979
4.54 2678.74 2993.34 2274.05 445.092 743.751 578.989 -21.1184 -5.18844 22.8995
4.541 2679.18 2994.08 2274.63 445.071 743.745 579.012 -21.1184 -5.19103 22.9011
4.542 2679.63 2994.83 2275.21 445.05 743.74 579.035 -21.1184 -5.19361 22.9027
4.543 2680.07 2995.57 2275.79 445.029 743.735 579.058 -21.1185 -5.19619 22.9043
4.544 2680.52 2996.31 2276.37 445.008 743.73 579.08 -21.1185 -5.19877 22.9059
4.545 2680.96 2997.06 2276.95 444.987 743.725 579.103 -21.1185 -5.20135 22.9075
4.546 2681.41 2997.8 2277.53 444.965 743.719 579.126 -21.1186 -5.20393 22.9092
4.547 2681.85 2998.54 2278.11 444.944 743.714 579.149 -21.1186 -5.20651 22.9108
4.548 2682.3 2999.29 2278.68 444.923 743.709 579.172 -21.1186 -5.20908 22.9124
4.549 2682.74 3000.03 2279.26 444.902 743.704 579.195 -21.1187 -5.21165 22.914
4.55 2683.19 3000.78 2279.84 444.881 743.699 579.218 -21.1187 -5.21422 22.9156
4.551 2683.63 3001.52 2280.42 444.86 743.693 579.241 -21.1188 -5.21679 22.9172
4.552 2684.08 3002.26 2281 444.839 743.688 579.264 -21.1188 -5.21935 22.9188
4.553 2684.52 3003.01 2281.58 444.818 743.683 579.287 -21.1189 -5.22192 22.9204
4.554 2684.96 3003.75 2282.16 444.796 743.678 579.31 -21.119 -5.22448 22.9221
4.555 2685.41 3004.49 2282.74 444.775 743.672 579.333 -21.119 -5.22704 22.9237
4.556 2685.85 3005.24 2283.32 444.754 743.667 579.355 -21.1191 -5.2296 22.9253
4.557 2686.3 3005.98 2283.9 444.733 743.662 579.378 -21.1192 -5.23216 22.9269
4.558 2686.74 3006.73 2284.48 444.712 743.657 579.401 -21.1192 -5.23471 22.9285
4.559 2687.19 3007.47 2285.06 444.691 743.652 579.424 -21.1193 -5.23727 22.9301
4.56 2687.63 3008.21 2285.64 444.67 743.646 579.447 -21.1194 -5.23982 22.9317
4.561 2688.08 3008.96 2286.22 444.649 743.641 579.47 -21.1195 -5.24237 22.9334
4.562 2688.52 3009.7 2286.79 444.627 743.636 579.493 -21.1196 -5.24492 22.935
4.563 2688.97 3010.44 2287.37 444.606 743.631 579.516 -21.1197 -5.24746 22.9366
4.564 2689.41 3011.19 2287.95 444.585 743.625 579.539 -21.1198 -5.25001 22.9382
4.565 2689.86 3011.93 2288.53 444.564 743.62 579.562 -21.1199 -5.25255 22.9398
4.566 2690.3 3012.67 2289.11 444.543 743.615 579.585 -21.12 -5.25509 22.9414
4.567 2690.75 3013.42 2289.69 444.522 743.61 579.608 -21.1201 -5.25763 22.943
4.568 2691.19 3014.16 2290.27 444.501 743.604 579.631 -21.1202 -5.26017 22.9446
4.569 2691.63 3014.91 2290.85 444.48 743.599 579.654 -21.1203 -5.26271 22.9463
4.57 2692.08 3015.65 2291.43 444.459 743.594 579.677 -21.1204 -5.26524 22.9479
4.571 2692.52 3016.39 2292.01 444.437 743.588 579.7 -21.1205 -5.26777 22.9495
4.572 2692.97 3017.14 2292.59 444.416 743.583 579.722 -21.1206 -5.2703 22.9511
4.573 2693.41 3017.88 2293.17 444.395 743.578 579.745 -21.1208 -5.27283 22.9527
4.574 2693.86 3018.62 2293.75 444.374 743.573 579.768 -21.1209 -5.27536 22.9543
4.575 2694.3 3019.37 2294.33 444.353 743.567 579.791 -21.121 -5.27789 22.9559
4.576 2694.75 3020.11 2294.91 444.332 743.562 579.814 -21.1212 -5.28041 22.9576
4.577 2695.19 3020.85 2295.49 444.311 743.557 579.837 -21.1213 -5.28293 22.9592
4.578 2695.63 3021.6 2296.07 444.29 743.552 579.86 -21.1214 -5.28545 22.9608
4.579 2696.08 3022.34 2296.65 444.268 743.546 579.883 -21.1216 -5.28797 22.9624
4.58 2696.52 3023.08 2297.23 444.247 743.541 579.906 -21.1217 -5.29049 22.964
4.581 2696.97 3023.83 2297.81 444.226 743.536 579.929 -21.1219 -5.293 22.9656
4.582 2697.41 3024.57 2298.39 444.205 743.53 579.952 -21.122 -5.29552 22.9672
4.583 2697.86 3025.31 2298.97 444.184 743.525 579.975 -21.1222 -5.29803 22.9688
4.584 2698.3 3026.06 2299.55 444.163 743.52 579.998 -21.1224 -5.30054 22.9705
4.585 2698.74 3026.8 2300.13 444.142 743.514 580.021 -21.1225 -5.30305 22.9721
4.586 2699.19 3027.55 2300.71 444.121 743.509 580.044 -21.1227 -5.30555 22.9737
4.587 2699.63 3028.29 2301.29 444.099 743.504 580.067 -21.1229 -5.30806 22.9753
4.588 2700.08 3029.03 2301.87 444.078 743.499 580.09 -21.123 -5.31056 22.9769
4.589 2700.52 3029.78 2302.45 444.057 743.493 580.113 -21.1232 -5.31306 22.9785
4.59 2700.96 3030.52 2303.03 444.036 743.488 580.136 -21.1234 -5.31556 22.9801
4.591 2701.41 3031.26 2303.61 444.015 743.483 580.159 -21.1236 -5.31806 22.9818
4.592 2701.85 3032.01 2304.19 443.994 743.477 580.182 -21.1238 -5.32056 22.9834
4.593 2702.3 3032.75 2304.77 443.973 743.472 580.205 -21.1239 -5.32305 22.985
4.594 2702.74 3033.49 2305.35 443.952 743.467 580.228 -21.1241 -5.32555 22.9866
4.595 2703.18 3034.24 2305.93 443.93 743.461 580.251 -21.1243 -5.32804 22.9882
4.596 2703.63 3034.98 2306.51 443.909 743.456 580.274 -21.1245 -5.33053 22.9898
4.597 2704.07 3035.72 2307.09 443.888 743.451 580.297 -21.1247 -5.33302 22.9914
4.598 2704.52 3036.47 2307.67 443.867 743.445 580.32 -21.1249 -5.3355 22.993
4.599 2704.96 3037.21 2308.25 443.846 743.44 580.343 -21.1251 -5.33799 22.9947
4.6 2705.4 3037.95 2308.83 443.825 743.435 580.366 -21.1254 -5.34047 22.9963
4.601 2705.85 3038.7 2309.41 443.804 743.429 580.389 -21.1256 -5.34295 22.9979
4.602 2706.29 3039.44 2309.99 443.783 743.424 580.412 -21.1258 -5.34543 22.9995
4.603 2706.73 3040.18 2310.57 443.761 743.419 580.435 -21.126 -5.34791 23.0011
4.604 2707.18 3040.93 2311.15 443.74 743.413 580.458 -21.1262 -5.35039 23.0027
4.605 2707.62 3041.67 2311.73 443.719 743.408 580.481 -21.1265 -5.35286 23.0043
4.606 2708.07 3042.41 2312.31 443.698 743.403 580.504 -21.1267 -5.35534 23.006
4.607 2708.51 3043.16 2312.9 443.677 743.397 580.527 -21.1269 -5.35781 23.0076
4.608 2708.95 3043.9 2313.48 443.656 743.392 580.55 -21.1272 -5.36028 23.0092
4.609 2709.4 3044.64 2314.06 443.635 743.386 580.573 -21.1274 -5.36275 23.0108
4.61 2709.84 3045.39 2314.64 443.614 743.381 580.596 -21.1276 -5.36521 23.0124
4.611 2710.28 3046.13 2315.22 443.592 743.376 580.619 -21.1279 -5.36768 23.014
4.612 2710.73 3046.87 2315.8 443.571 743.37 580.642 -21.1281 -5.37014 23.0156
4.613 2711.17 3047.62 2316.38 443.55 743.365 580.665 -21.1284 -5.3726 23.0172
4.614 2711.61 3048.36 2316.96 443.529 743.36 580.688 -21.1286 -5.37506 23.0189
4.615 2712.06 3049.1 2317.54 443.508 743.354 580.711 -21.1289 -5.37752 23.0205
4.616 2712.5 3049.85 2318.12 443.487 743.349 580.734 -21.1292 -5.37998 23.0221
4.617 2712.95 3050.59 2318.7 443.466 743.344 580.757 -21.1294 -5.38243 23.0237
4.618 2713.39 3051.34 2319.28 443.445 743.338 580.78 -21.1297 -5.38489 23.0253
4.619 2713.83 3052.08 2319.86 443.423 743.333 580.803 -21.13 -5.38734 23.0269
4.62 2714.28 3052.82 2320.44 443.402 743.327 580.826 -21.1302 -5.38979 23.0285
4.621 2714.72 3053.56 2321.02 443.381 743.322 580.849 -21.1305 -5.39224 23.0301
4.622 2715.16 3054.31 2321.61 443.36 743.317 580.872 -21.1308 -5.39469 23.0318
4.623 2715.61 3055.05 2322.19 443.339 743.311 580.895 -21.1311 -5.39713 23.0334
4.624 2716.05 3055.79 2322.77 443.318 743.306 580.918 -21.1314 -5.39958 23.035
4.625 2716.49 3056.54 2323.35 443.297 743.3 580.941 -21.1316 -5.40202 23.0366
4.626 2716.94 3057.28 2323.93 443.276 743.295 580.964 -21.1319 -5.40446 23.0382
4.627 2717.38 3058.02 2324.51 443.254 743.29 580.987 -21.1322 -5.4069 23.0398
4.628 2717.82 3058.77 2325.09 443.233 743.284 581.01 -21.1325 -5.40934 23.0414
4.629 2718.27 3059.51 2325.67 443.212 743.279 581.033 -21.1328 -5.41177 23.0431
4.63 2718.71 3060.25 2326.25 443.191 743.273 581.056 -21.1331 -5.41421 23.0447
4.631 2719.15 3061 2326.83 443.17 743.268 581.079 -21.1334 -5.41664 23.0463
4.632 2719.59 3061.74 2327.42 443.149 743.263 581.102 -21.1337 -5.41907 23.0479
4.633 2720.04 3062.48 2328 443.128 743.257 581.126 -21.1341 -5.4215 23.0495
4.634 2720.48 3063.23 2328.58 443.106 743.252 581.149 -21.1344 -5.42393 23.0511
4.635 2720.92 3063.97 2329.16 443.085 743.246 581.172 -21.1347 -5.42636 23.0527
4.636 2721.37 3064.71 2329.74 443.064 743.241 581.195 -21.135 -5.42878 23.0543
4.637 2721.81 3065.46 2330.32 443.043 743.235 581.218 -21.1353 -5.43121 23.056
4.638 2722.25 3066.2 2330.9 443.022 743.23 581.241 -21.1357 -5.43363 23.0576
4.639 2722.7 3066.94 2331.48 443.001 743.225 581.264 -21.136 -5.43605 23.0592
4.64 2723.14 3067.69 2332.07 442.98 743.219 581.287 -21.1363 -5.43847 23.0608
4.641 2723.58 3068.43 2332.65 442.958 743.214 581.31 -21.1367 -5.44089 23.0624
4.642 2724.03 3069.17 2333.23 442.937 743.208 581.333 -21.137 -5.4433 23.064
4.643 2724.47 3069.92 2333.81 442.916 743.203 581.356 -21.1374 -5.44572 23.0656
4.644 2724.91 3070.66 2334.39 442.895 743.197 581.379 -21.1377 -5.44813 23.0672
4.645 2725.35 3071.4 2334.97 442.874 743.192 581.402 -21.138 -5.45054 23.0689
4.646 2725.8 3072.15 2335.55 442.853 743.186 581.425 -21.1384 -5.45295 23.0705
4.647 2726.24 3072.89 2336.13 442.832 743.181 581.448 -21.1388 -5.45536 23.0721
4.648 2726.68 3073.63 2336.72 442.811 743.175 581.471 -21.1391 -5.45777 23.0737
4.649 2727.13 3074.38 2337.3 442.789 743.17 581.495 -21.1395 -5.46017 23.0753
4.65 2727.57 3075.12 2337.88 442.768 743.165 581.518 -21.1398 -5.46258 23.0769
4.651 2728.01 3075.86 2338.46 442.747 743.159 581.541 -21.1402 -5.46498 23.0785
4.652 2728.45 3076.61 2339.04 442.726 743.154 581.564 -21.1406 -5.46738 23.0802
4.653 2728.9 3077.35 2339.62 442.705 743.148 581.587 -21.1409 -5.46978 23.0818
4.654 2729.34 3078.09 2340.21 442.684 743.143 581.61 -21.1413 -5.47217 23.0834
4.655 2729.78 3078.83 2340.79 442.663 743.137 581.633 -21.1417 -5.47457 23.085
4.656 2730.22 3079.58 2341.37 442.641 743.132 581.656 -21.1421 -5.47697 23.0866
4.657 2730.67 3080.32 2341.95 442.62 743.126 581.679 -21.1425 -5.47936 23.0882
4.658 2731.11 3081.06 2342.53 442.599 743.121 581.702 -21.1428 -5.48175 23.0898
4.659 2731.55 3081.81 2343.11 442.578 743.115 581.725 -21.1432 -5.48414 23.0914
4.66 2731.99 3082.55 2343.7 442.557 743.11 581.748 -21.1436 -5.48653 23.0931
4.661 2732.44 3083.29 2344.28 442.536 743.104 581.772 -21.144 -5.48892 23.0947
4.662 2732.88 3084.04 2344.86 442.515 743.099 581.795 -21.1444 -5.4913 23.0963
4.663 2733.32 3084.78 2345.44 442.493 743.093 581.818 -21.1448 -5.49369 23.0979
4.664 2733.76 3085.52 2346.02 442.472 743.088 581.841 -21.1452 -5.49607 23.0995
4.665 2734.21 3086.27 2346.6 442.451 743.082 581.864 -21.1456 -5.49845 23.1011
4.666 2734.65 3087.01 2347.19 442.43 743.077 581.887 -21.146 -5.50083 23.1027
4.667 2735.09 3087.75 2347.77 442.409 743.071 581.91 -21.1464 -5.50321 23.1043
4.668 2735.53 3088.5 2348.35 442.388 743.066 581.933 -21.1469 -5.50558 23.106
4.669 2735.98 3089.24 2348.93 442.367 743.06 581.956 -21.1473 -5.50796 23.1076
4.67 2736.42 3089.98 2349.51 442.345 743.055 581.979 -21.1477 -5.51033 23.1092
4.671 2736.86 3090.72 2350.1 442.324 743.049 582.003 -21.1481 -5.51271 23.1108
4.672 2737.3 3091.47 2350.68 442.303 743.044 582.026 -21.1486 -5.51508 23.1124
4.673 2737.75 3092.21 2351.26 442.282 743.038 582.049 -21.149 -5.51745 23.114
4.674 2738.19 3092.95 2351.84 442.261 743.033 582.072 -21.1494 -5.51981 23.1156
4.675 2738.63 3093.7 2352.42 442.24 743.027 582.095 -21.1498 -5.52218 23.1172
4.676 2739.07 3094.44 2353.01 442.218 743.022 582.118 -21.1503 -5.52455 23.1189
4.677 2739.52 3095.18 2353.59 442.197 743.016 582.141 -21.1507 -5.52691 23.1205
4.678 2739.96 3095.93 2354.17 442.176 743.011 582.164 -21.1512 -5.52927 23.1221
4.679 2740.4 3096.67 2354.75 442.155 743.005 582.187 -21.1516 -5.53163 23.1237
4.68 2740.84 3097.41 2355.34 442.134 743 582.211 -21.1521 -5.53399 23.1253
4.681 2741.28 3098.15 2355.92 442.113 742.994 582.234 -21.1525 -5.53635 23.1269
4.682 2741.73 3098.9 2356.5 442.092 742.989 582.257 -21.153 -5.53871 23.1285
4.683 2742.17 3099.64 2357.08 442.07 742.983 582.28 -21.1534 -5.54106 23.1301
4.684 2742.61 3100.38 2357.66 442.049 742.977 582.303 -21.1539 -5.54341 23.1318
4.685 2743.05 3101.13 2358.25 442.028 742.972 582.326 -21.1544 -5.54577 23.1334
4.686 2743.49 3101.87 2358.83 442.007 742.966 582.349 -21.1548 -5.54812 23.135
4.687 2743.94 3102.61 2359.41 441.986 742.961 582.373 -21.1553 -5.55047 23.1366
4.688 2744.38 3103.36 2359.99 441.965 742.955 582.396 -21.1558 -5.55281 23.1382
4.689 2744.82 3104.1 2360.58 441.943 742.95 582.419 -21.1562 -5.55516 23.1398
4.69 2745.26 3104.84 2361.16 441.922 742.944 582.442 -21.1567 -5.5575 23.1414
4.691 2745.7 3105.58 2361.74 441.901 742.939 582.465 -21.1572 -5.55985 23.143
4.692 2746.15 3106.33 2362.32 441.88 742.933 582.488 -21.1577 -5.56219 23.1447
4.693 2746.59 3107.07 2362.91 441.859 742.927 582.511 -21.1582 -5.56453 23.1463
4.694 2747.03 3107.81 2363.49 441.838 742.922 582.535 -21.1586 -5.56687 23.1479
4.695 2747.47 3108.56 2364.07 441.817 742.916 582.558 -21.1591 -5.56921 23.1495
4.696 2747.91 3109.3 2364.65 441.795 742.911 582.581 -21.1596 -5.57154 23.1511
4.697 2748.35 3110.04 2365.24 441.774 742.905 582.604 -21.1601 -5.57388 23.1527
4.698 2748.8 3110.78 2365.82 441.753 742.9 582.627 -21.1606 -5.57621 23.1543
4.699 2749.24 3111.53 2366.4 441.732 742.894 582.65 -21.1611 -5.57855 23.1559
4.7 2749.68 3112.27 2366.98 441.711 742.888 582.673 -21.1616 -5.58088 23.1575
4.701 2750.12 3113.01 2367.57 441.69 742.883 582.697 -21.1621 -5.58321 23.1592
4.702 2750.56 3113.76 2368.15 441.668 742.877 582.72 -21.1626 -5.58553 23.1608
4.703 2751 3114.5 2368.73 441.647 742.872 582.743 -21.1632 -5.58786 23.1624
4.704 2751.45 3115.24 2369.31 441.626 742.866 582.766 -21.1637 -5.59019 23.164
4.705 2751.89 3115.98 2369.9 441.605 742.861 582.789 -21.1642 -5.59251 23.1656
4.706 2752.33 3116.73 2370.48 441.584 742.855 582.812 -21.1647 -5.59483 23.1672
4.707 2752.77 3117.47 2371.06 441.563 742.849 582.836 -21.1652 -5.59715 23.1688
4.708 2753.21 3118.21 2371.65 441.541 742.844 582.859 -21.1658 -5.59947 23.1704
4.709 2753.65 3118.96 2372.23 441.52 742.838 582.882 -21.1663 -5.60179 23.1721
4.71 2754.1 3119.7 2372.81 441.499 742.833 582.905 -21.1668 -5.60411 23.1737
4.711 2754.54 3120.44 2373.39 441.478 742.827 582.928 -21.1674 -5.60642 23.1753
4.712 2754.98 3121.18 2373.98 441.457 742.821 582.951 -21.1679 -5.60874 23.1769
4.713 2755.42 3121.93 2374.56 441.436 742.816 582.975 -21.1684 -5.61105 23.1785
4.714 2755.86 3122.67 2375.14 441.414 742.81 582.998 -21.169 -5.61336 23.1801
4.715 2756.3 3123.41 2375.73 441.393 742.804 583.021 -21.1695 -5.61567 23.1817
4.716 2756.74 3124.16 2376.31 441.372 742.799 583.044 -21.1701 -5.61798 23.1833
4.717 2757.19 3124.9 2376.89 441.351 742.793 583.067 -21.1706 -5.62029 23.1849
