tof posE posN posU tgtE tgtN tgtU normComm normAch pitchRate thetaRate pitchDefl alpha theta sideComm sideAch yawRate psiRate yawDefl beta psi rollComm phiRate rollRate rollDefl roll seekPitchErr seekYawErr staticMargin mach
0.0360000000 0.0409171548 0.0236235303 0.0753031336 3000.0000000000 0.0000000000 3000.0000000000 -0.0003212362 -0.4998531524 -0.0003273967 -0.0003273967 -0.0007123329 1.9011238806 59.9999972225 -0.0008100510 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000005052 -0.0000035083 1.2045558959 0.0149238160
0.0370000000 0.0434636663 0.0250937594 0.0800333320 3000.0000000000 0.0000000000 3000.0000000000 -0.0003542185 -0.4998419389 -0.0003602223 -0.0003602223 -0.0007479200 1.8665387175 59.9999968787 -0.0008890181 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000005383 -0.0000037300 1.2092409424 0.0156350682
0.0380000000 0.0461247200 0.0266301195 0.0849828112 3000.0000000000 0.0000000000 3000.0000000000 -0.0003899083 -0.4998301505 -0.0003955692 -0.0003955692 -0.0007843648 1.8327044135 59.9999965008 -0.0009741007 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000005730 -0.0000039620 1.2139009086 0.0163669154
0.0390000000 0.0489033538 0.0282343645 0.0901576471 3000.0000000000 0.0000000000 3000.0000000000 -0.0004284598 -0.4998177748 -0.0004335719 -0.0004335719 -0.0008216740 1.7996422173 59.9999960862 -0.0010656276 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000006095 -0.0000042045 1.2185290265 0.0171193662
0.0400000000 0.0518026068 0.0299082490 0.0955639183 3000.0000000000 0.0000000000 3000.0000000000 -0.0004700322 -0.4998048002 -0.0004743684 -0.0004743684 -0.0008598539 1.7673648575 59.9999956323 -0.0011639370 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000006478 -0.0000044578 1.2231196112 0.0178924294
0.0410000000 0.0548255195 0.0316535284 0.1012077057 3000.0000000000 0.0000000000 3000.0000000000 -0.0005147893 -0.4997912151 -0.0005181006 -0.0005181006 -0.0008989101 1.7358780936 59.9999951360 -0.0012693763 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000006880 -0.0000047222 1.2276679134 0.0186861137
0.0420000000 0.0579751333 0.0334719588 0.1070950927 3000.0000000000 0.0000000000 3000.0000000000 -0.0005628997 -0.4997770087 -0.0005649140 -0.0005649140 -0.0009388479 1.7051820140 59.9999945945 -0.0013823026 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000007301 -0.0000049979 1.2321699925 0.0195004277
0.0430000000 0.0612544910 0.0353652968 0.1132321652 3000.0000000000 0.0000000000 3000.0000000000 -0.0006145365 -0.4997621707 -0.0006149581 -0.0006149581 -0.0009796721 1.6752721216 59.9999940046 -0.0015030822 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000007741 -0.0000052852 1.2366226068 0.0203353799
0.0440000000 0.0646666366 0.0373353001 0.1196250114 3000.0000000000 0.0000000000 3000.0000000000 -0.0006698776 -0.4997466912 -0.0006683860 -0.0006683860 -0.0010213870 1.6461402401 59.9999933629 -0.0016320911 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000008202 -0.0000055845 1.2410231194 0.0211909791
0.0450000000 0.0682146154 0.0393837266 0.1262797222 3000.0000000000 0.0000000000 3000.0000000000 -0.0007291058 -0.4997305611 -0.0007253546 -0.0007253546 -0.0010639966 1.6177752702 59.9999926660 -0.0017697145 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000008684 -0.0000058958 1.2453694161 0.0220672338
0.0460000000 0.0719014738 0.0415123353 0.1332023908 3000.0000000000 0.0000000000 3000.0000000000 -0.0007924084 -0.4997137718 -0.0007860244 -0.0007860244 -0.0011075045 1.5901638190 59.9999919104 -0.0019163472 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000009187 -0.0000062196 1.2496598346 0.0229641525
0.0470000000 0.0757302595 0.0437228857 0.1403991128 3000.0000000000 0.0000000000 3000.0000000000 -0.0008599775 -0.4996963153 -0.0008505600 -0.0008505600 -0.0011519140 1.5632907231 59.9999910921 -0.0020723935 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000009712 -0.0000065561 1.2538931036 0.0238817438
0.0480000000 0.0797040214 0.0460171382 0.1478759864 3000.0000000000 0.0000000000 3000.0000000000 -0.0009320102 -0.4996781843 -0.0009191295 -0.0009191295 -0.0011972281 1.5371394830 59.9999902072 -0.0022382673 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000010259 -0.0000069056 1.2580682891 0.0248200162
0.0490000000 0.0838258096 0.0483968537 0.1556391121 3000.0000000000 0.0000000000 3000.0000000000 -0.0010087079 -0.4996593722 -0.0009919047 -0.0009919047 -0.0012434495 1.5116926226 59.9999892517 -0.0024143917 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000010829 -0.0000072683 1.2621847482 0.0257789783
0.0500000000 0.0880986754 0.0508637940 0.1636945930 3000.0000000000 0.0000000000 3000.0000000000 -0.0010902771 -0.4996398733 -0.0010690613 -0.0010690613 -0.0012905807 1.4869319857 59.9999882212 -0.0026011997 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000011423 -0.0000076445 1.2662420892 0.0267586385
0.0510000000 0.0925226930 0.0534180017 0.1720425778 3000.0000000000 0.0000000000 3000.0000000000 -0.0011769290 -0.4996197214 -0.0011507988 -0.0011507988 -0.0013386240 1.4638669736 59.9999871113 -0.0027991336 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000012040 -0.0000080345 1.2708188826 0.0277590054
0.0520000000 0.0970979364 0.0560595197 0.1806832151 3000.0000000000 0.0000000000 3000.0000000000 -0.0012669376 -0.4995991598 -0.0012372914 -0.0012372914 -0.0013888585 1.4423276563 59.9999859172 -0.0030044312 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000012682 -0.0000084382 1.2751775546 0.0287598813
0.0530000000 0.1018244800 0.0587883909 0.1896166536 3000.0000000000 0.0000000000 3000.0000000000 -0.0013603084 -0.4995781995 -0.0013286664 -0.0013286664 -0.0014411197 1.4221660725 59.9999846343 -0.0032171034 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000013348 -0.0000088556 1.2793367788 0.0297612657
0.0540000000 0.1067023977 0.0616046580 0.1988430419 3000.0000000000 0.0000000000 3000.0000000000 -0.0014570466 -0.4995568513 -0.0014250516 -0.0014250516 -0.0014953457 1.4032527909 59.9999832574 -0.0034371615 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 30.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000014038 -0.0000092867 1.2833131572 0.0307631584
