TIME COMMAND DEFL
0.0 0.0 0.0
0.0033333333333333335 -4 0.0
0.006666666666666667 -4 -0.0003647562611124162
0.01 -4 -0.0018181749786295189
0.013333333333333334 -4 -0.004702606751969994
0.016666666666666666 -4 -0.008978992412900615
0.02 -4 -0.014603151650891336
0.023333333333333334 -4 -0.021531668704061143
0.02666666666666667 -4 -0.029721974501360042
0.030000000000000002 -4 -0.039132337873323694
0.03333333333333333 -4 -0.04972185534153393
0.03666666666666667 -4 -0.061450440892874304
0.04 -4 -0.07427881576412503
0.043333333333333335 -4 -0.08816849824069906
0.04666666666666667 -4 -0.10308179347287125
0.05 -4 -0.11898178331273773
0.05333333333333334 -4 -0.13583231617503594
0.05666666666666667 -4 -0.15359799692485074
0.060000000000000005 -4 -0.1722441767951292
0.06333333333333334 -4 -0.19173694333682625
0.06666666666666667 -4 -0.21204311040440438
0.06999999999999999 -4 -0.23313020817931443
0.07333333333333332 -4 -0.25496647323398935
0.07666666666666665 -4 -0.2775208386387904
0.07999999999999997 -4 -0.30076292411425476
0.0833333333333333 -4 -0.32466302623090443
0.08666666666666663 -4 -0.3491921086587889
0.08999999999999996 -4 -0.37432179246885044
0.09333333333333328 -4 -0.4000243464881157
0.09666666666666661 -4 -0.4262726777106377
0.09999999999999994 -4 -0.4530403217660313
0.10333333333333326 -4 -0.48030143344736814
0.10666666666666659 -4 -0.5080307773001204
0.10999999999999992 -4 -0.536203718273769
0.11333333333333324 -4 -0.5647962124376182
0.11666666666666657 -4 -0.5937847977622879
0.1199999999999999 -4 -0.6231465849682853
0.12333333333333323 -4 -0.6528592484429917
0.12666666666666657 -4 -0.6829010172273287
0.1299999999999999 -4 -0.71325066607331
0.13333333333333322 -4 -0.7438875065736178
0.13666666666666655 -4 -0.7747913783642807
0.13999999999999987 -4 -0.8059426404014731
0.1433333333333332 -4 -0.8373221623133941
0.14666666666666653 -4 -0.8689113158281285
0.14999999999999986 -4 -0.900691966278337
0.15333333333333318 -4 -0.9326464641835656
0.1566666666666665 -4 -0.9647576369109147
0.15999999999999984 -4 -0.997008780414755
0.16333333333333316 -4 -1.0293836510561258
0.1666666666666665 -4 -1.0618664575024044
0.16999999999999982 -4 -1.0944418527077862
0.17333333333333314 -4 -1.1270949259750689
0.17666666666666647 -4 -1.1598111950991898
0.1799999999999998 -4 -1.192576598592919
0.18333333333333313 -4 -1.2253774879950707
0.18666666666666645 -4 -1.2582006202615517
0.18999999999999978 -4 -1.2910331502395271
0.1933333333333331 -4 -1.3238626232249429
0.19666666666666643 -4 -1.3566769676036048
0.19999999999999976 -4 -1.389464487575982
0.2033333333333331 -4 -1.4222138559658601
0.20666666666666642 -4 -1.4549141071129377
