TOF E N U E_V N_V U_V U_DOT V_DOT W_DOT TGT_E TGT_N TGT_U LETHALITY
0.46000000000000024 72.0035569483533 21.558179075743674 136.67809417558425 163.17751655477718 43.62959042523183 294.0662878304725 0.0 -20.2920635891677 -26.623706140775635 3000.0 0.0 3000.0 flying
0.47000000000000025 73.63533211390107 21.994474979995992 139.61875705388897 163.45274232291416 43.49366321673503 293.93373197311905 0.0 -20.24056524089803 -26.6136124282144 3000.0 0.0 3000.0 flying
0.48000000000000026 75.26985953713022 22.429411612163342 142.55809437362015 163.72748617337402 43.35785340448374 293.8010463868251 0.0 -20.189197342400707 -26.603305122932884 3000.0 0.0 3000.0 flying
0.49000000000000027 76.90713439886396 22.86299014620818 145.4961048374884 164.0017479504641 43.22216149120209 293.6682324240702 0.0 -20.137959611976033 -26.592785614136005 3000.0 0.0 3000.0 flying
0.5000000000000002 78.5471518783686 23.2952117611202 148.4327871617291 164.2755275036872 43.086587977445724 293.5352914360242 0.0 -20.086851766214046 -26.58205528361994 3000.0 0.0 3000.0 flying
0.5100000000000002 80.18990715340547 23.72607764089466 151.36814007608933 164.54882468772738 42.951133361599055 293.40222477252433 0.0 -20.03587352004605 -26.571115505809917 3000.0 0.0 3000.0 flying
0.5200000000000002 81.83539540028275 24.15558897451065 154.30216232381457 164.8216393624357 42.81579813987253 293.2690337820531 0.0 -19.985024586795333 -26.559967647797993 3000.0 0.0 3000.0 flying
0.5300000000000002 83.4836117939071 24.583746955909376 157.2348526616351 165.09397139281583 42.680582806300016 293.1357198117157 0.0 -19.934304678227075 -26.54861306938084 3000.0 0.0 3000.0 flying
0.5400000000000003 85.13455150783525 25.010552783972376 160.16620985975226 165.36582064900952 42.54548785273625 293.0022842072181 0.0 -19.883713504597317 -26.53705312309741 3000.0 0.0 3000.0 flying
0.5500000000000003 86.78820971432535 25.436007662499737 163.09623270182445 165.6371870062821 42.41051376885434 292.86872831284495 0.0 -19.833250774701227 -26.525289154266677 3000.0 0.0 3000.0 flying
0.5600000000000003 88.44458158438817 25.86011280018828 166.0249199849529 165.90807034500764 42.27566104214333 292.7350534714375 0.0 -19.782916195920496 -26.51332250102526 3000.0 0.0 3000.0 flying
0.5700000000000003 90.10366228783825 26.282869410609713 168.95227051966728 166.1784705506544 42.14093015790588 292.6012610243719 0.0 -19.732709474269885 -26.501154494364986 3000.0 0.0 3000.0 flying
0.5800000000000003 91.7654469933448 26.70427871218877 171.878283129911 166.44838751376975 42.00632159925599 292.46735231153764 0.0 -19.682630314443124 -26.488786458170512 3000.0 0.0 3000.0 flying
0.5900000000000003 93.42993086848249 27.12434192818133 174.8029566530264 166.71782112996533 41.87183584711679 292.33332867131566 0.0 -19.632678419857847 -26.476219709256736 3000.0 0.0 3000.0 flying
0.6000000000000003 95.09710907978214 27.543060286652498 177.72628993973956 166.986771299902 41.737473380218404 292.1991914405571 0.0 -19.582853492699922 -26.46345555740626 3000.0 0.0 3000.0 flying
0.6100000000000003 96.76697679278116 27.960435020454682 180.64828185414513 167.25523792927456 41.603234675095884 292.06494195456213 0.0 -19.533155233966944 -26.450495305406672 3000.0 0.0 3000.0 flying
0.6200000000000003 98.4395291720739 28.376467367205642 183.56893127369074 167.52322092879672 41.469120206087226 291.93058154705835 0.0 -19.483583343511004 -26.437340249087963 3000.0 0.0 3000.0 flying
0.6300000000000003 100.11476138136187 28.791158569266514 186.48823708916132 167.79072021418565 41.33513044533145 291.79611155017994 0.0 -19.434137520080704 -26.423991677359563 3000.0 0.0 3000.0 flying
0.6400000000000003 101.79266858350373 29.20450987371983 189.40619820466313 168.05773570614662 41.20126586276673 291.66153329444677 0.0 -19.384817461362456 -26.41045087224755 3000.0 0.0 3000.0 flying
0.6500000000000004 103.47324594056519 29.616522532347496 192.3228135376076 168.32426733035746 41.06752692612862 291.5268481087433 0.0 -19.335622864021065 -26.396719108931695 3000.0 0.0 3000.0 flying
0.6600000000000004 105.15648861386876 30.027197801608782 195.23808201869502 168.59031501745307 40.933914100948336 291.3920573202981 0.0 -19.28655342373963 -26.38279765578234 3000.0 0.0 3000.0 flying
0.6700000000000004 106.84239176404328 30.436536942618265 198.152002591898 168.85587870300967 40.80042785055111 291.257162254663 0.0 -19.237608835258747 -26.36868777439725 3000.0 0.0 3000.0 flying
0.6800000000000004 108.53095055107337 30.844541221123777 201.06457421444463 169.1209583275291 40.66706863605461 291.12216423569294 0.0 -19.188788792414964 -26.35439071963838 3000.0 0.0 3000.0 flying
0.6900000000000004 110.22216013434867 31.251211907484322 203.97579585680157 169.38555383642301 40.533836916367434 290.98706458552533 0.0 -19.140092988178623 -26.33990773966852 3000.0 0.0 3000.0 flying
0.7000000000000004 111.9160156727129 31.656550276647998 206.88566650265682 169.64966517999693 40.40073314818767 290.85186462455994 0.0 -19.091521114691083 -26.32524007598782 3000.0 0.0 3000.0 flying
0.7100000000000004 113.61251232451288 32.060557608129876 209.79418514890241 169.91329231343425 40.2677577860015 290.7165656714388 0.0 -19.043072863301127 -26.310388963470185 3000.0 0.0 3000.0 flying
0.7200000000000004 115.31164524764722 32.463235185989895 212.7013508056168 170.1764351967803 40.13491128208194 290.58116904302614 0.0 -18.994747924600933 -26.295355630399587 3000.0 0.0 3000.0 flying
0.7300000000000004 117.01340959961502 32.86458429881071 215.60716249604707 170.43909379492598 40.00219408648753 290.4456760543886 0.0 -18.94654598846119 -26.28014129850637 3000.0 0.0 3000.0 flying
0.7400000000000004 118.71780053756427 33.26460623967559 218.51161925659096 170.70126807759178 39.86960664706123 290.31008801877556 0.0 -18.89846674406579 -26.264747183003113 3000.0 0.0 3000.0 flying
0.7500000000000004 120.42481321834019 33.6633023061462 221.41472013677873 170.96295801931132 39.737149409429286 290.1744062475993 0.0 -18.850509879945744 -26.249174492620806 3000.0 0.0 3000.0 flying
0.7600000000000005 122.1344427985333 34.060673800240494 224.3164641992547 171.22416359941505 39.604822817000176 290.0386320504157 0.0 -18.80267508401257 -26.233424429644447 3000.0 0.0 3000.0 flying
0.7700000000000005 123.84668443452745 34.456722028410496 227.21685051975888 171.48488480201385 39.47262731096366 289.90276673490496 0.0 -18.754962043591114 -26.21749818994896 3000.0 0.0 3000.0 flying
0.7800000000000005 125.56153328254759 34.851448301520136 230.11587818710794 171.74512161598244 39.34056333028986 289.7668116068522 0.0 -18.7073704454516 -26.20139696303462 3000.0 0.0 3000.0 flying
0.7900000000000005 127.27898449870742 35.244853934823034 233.01354630317647 172.00487403494284 39.208631311728425 289.63076797012826 0.0 -18.659899975841377 -26.18512193206254 3000.0 0.0 3000.0 flying
0.8000000000000005 128.99903323905684 35.636940247940316 235.90985398287776 172.2641420572477 39.07683168980775 289.4946371266711 0.0 -18.612550320515854 -26.16867427388991 3000.0 0.0 3000.0 flying
0.8100000000000005 130.72167465962931 36.02770856483839 238.80480035414448 172.52292568596363 38.94516489683426 289.35842037646654 0.0 -18.565321164768957 -26.152055159105224 3000.0 0.0 3000.0 flying
0.8200000000000005 132.44690391648896 36.41716021380673 241.69838455790915 172.7812249288543 38.81363136289177 289.22211901752974 0.0 -18.518212193463036 -26.135265752063276 3000.0 0.0 3000.0 flying
0.8300000000000005 134.1747161657775 36.80529652743565 244.59060574808444 173.03903979836375 38.68223151584091 289.0857343458866 0.0 -18.47122309105823 -26.118307210919987 3000.0 0.0 3000.0 flying
0.8400000000000005 135.90510656376114 37.19211884259406 247.4814630915433 173.2963703115993 38.55096578131859 288.94926765555516 0.0 -18.424353541641267 -26.10118068766717 3000.0 0.0 3000.0 flying
0.8500000000000005 137.63807026687712 37.57762850040725 250.37095576809887 173.5532164903147 38.41983458273755 288.81272023852745 0.0 -18.37760322895373 -26.083887328167172 3000.0 0.0 3000.0 flying
0.8600000000000005 139.37360243178026 37.96182684623463 253.25908297048414 173.80957836089297 38.28883834128599 288.676093384751 0.0 -18.33097183641981 -26.06642827218718 3000.0 0.0 3000.0 flying
0.8700000000000006 141.1116982153892 38.34471522964749 256.1458439043316 174.06545595432937 38.1579774759272 288.53938838211104 0.0 -18.284459047173538 -26.048804653433564 3000.0 0.0 3000.0 flying
0.8800000000000006 142.85235277493248 38.726295004406765 259.03123778815274 174.3208493062142 38.02725240339933 288.4026065164123 0.0 -18.2380645440855 -26.03101759958609 3000.0 0.0 3000.0 flying
0.8900000000000006 144.59556126799464 39.106567528440756 261.91526385331684 174.57575845671556 37.8966635382152 288.26574907136126 0.0 -18.191788009789104 -26.013068232331715 3000.0 0.0 3000.0 flying
0.9000000000000006 146.34131885256178 39.485534163822905 264.79792134403044 174.83018345056206 37.766211292662106 288.1288173285485 0.0 -18.145629126706254 -25.994957667398644 3000.0 0.0 3000.0 flying
0.9100000000000006 148.0896206870674 39.86319627674953 267.67920951731594 175.0841243370255 37.6358960768018 287.991812567431 0.0 -18.0995875770726 -25.97668701458971 3000.0 0.0 3000.0 flying
0.9200000000000006 149.84046193043764 40.23955523751754 270.55912764299023 175.33758116990333 37.50571829847044 287.85473606531474 0.0 -18.053663042962338 -25.95825737781616 3000.0 0.0 3000.0 flying
0.9300000000000006 151.59383774213669 40.61461242050225 273.4376750036434 175.59055400750137 37.375678363278645 287.7175890973374 0.0 -18.00785520631246 -25.93966985513084 3000.0 0.0 3000.0 flying
0.9400000000000006 153.3497432822117 40.98836920413503 276.31485089461677 175.8430429126162 37.24577667461161 287.5803729364511 0.0 -17.96216374894657 -25.920925538761413 3000.0 0.0 3000.0 flying
0.9500000000000006 155.10817371133786 41.36082697088115 279.1906546239813 176.09504795251755 37.116013633629265 287.4430888534054 0.0 -17.91658835259834 -25.902025515143354 3000.0 0.0 3000.0 flying
0.9600000000000006 156.86912419086303 41.73198710721744 282.06508551251534 176.3465691989307 36.986389639266505 287.3057381167303 0.0 -17.87112869893431 -25.882970864952952 3000.0 0.0 3000.0 flying
0.9700000000000006 158.63258988285233 42.10185100361011 284.93814289368265 176.59760672801886 36.856905088233475 287.16832199271937 0.0 -17.82578446957644 -25.86376266313981 3000.0 0.0 3000.0 flying
0.9800000000000006 160.3985659501325 42.47042005449244 287.80982611360986 176.84816062036535 36.727560375015926 287.0308417454132 0.0 -17.780555346124114 -25.844401978959546 3000.0 0.0 3000.0 flying
0.9900000000000007 162.16704755633617 42.8376956582426 290.68013453106397 177.09823096095582 36.59835589187563 286.8932986365828 0.0 -17.735441010175784 -25.824889876006026 3000.0 0.0 3000.0 flying
1.0000000000000007 163.93802986594574 43.20367921716136 293.5490675174298 177.3478178391605 36.469292028850816 286.75569392571305 0.0 -17.690441143350082 -25.805227412243724 3000.0 0.0 3000.0 flying
1.0100000000000007 165.71150804433734 43.56837213744986 296.416624456687 177.59692134871625 36.34036917375674 286.6180288699866 0.0 -17.645555427306665 -25.78541564003957 3000.0 0.0 3000.0 flying
1.0200000000000007 167.4874772578245 43.93177582918743 299.28280474538684 177.84554158770862 36.21158771218624 286.48030472426746 0.0 -17.600783543766536 -25.765455606194998 3000.0 0.0 3000.0 flying
1.0300000000000007 169.2659326737016 44.29389170630929 302.1476077926295 178.09367865855396 36.08294802751037 286.3425227410852 0.0 -17.556125174531985 -25.74534835197752 3000.0 0.0 3000.0 flying
1.0400000000000007 171.04686946028713 44.65472118658439 305.0110330200404 178.3413326679813 35.95445050087914 286.20468417061886 0.0 -17.511580001506157 -25.725094913152304 3000.0 0.0 3000.0 flying
1.0500000000000007 172.83028278696693 45.01426569159318 307.87307986174653 178.58850372701434 35.82609551122225 286.0667902606812 0.0 -17.467147706712254 -25.704696320013536 3000.0 0.0 3000.0 flying
1.0600000000000007 174.61616782423707 45.3725266467054 310.7337477643533 178.83519195095334 35.697883435249906 285.9288422567032 0.0 -17.422827972312216 -25.68415359741557 3000.0 0.0 3000.0 flying
1.0700000000000007 176.4045197437466 45.7295054810579 313.59303618692036 179.08139745935696 35.56981464745369 285.7908414017182 0.0 -17.378620480625205 -25.66346776480407 3000.0 0.0 3000.0 flying
1.0800000000000007 178.19533371834015 46.08520362753244 316.45094460093753 179.32712037602408 35.44188952010751 285.6527889363468 0.0 -17.33452491414562 -25.64263983624671 3000.0 0.0 3000.0 flying
1.0900000000000007 179.9886049221004 46.439622522733515 319.307472490301 179.57236082897555 35.314108423268564 285.5146860987814 0.0 -17.290540955560687 -25.62167082046388 3000.0 0.0 3000.0 flying
1.1000000000000008 181.78432853039016 46.792763606966204 322.1626193512888 179.8171189504359 35.18647172477839 285.37653412477124 0.0 -17.246668287767832 -25.600561720859286 3000.0 0.0 3000.0 flying
1.1100000000000008 183.5824997198945 47.14462832421399 325.0163846925365 180.06139487681514 35.058979790263976 285.2383342476072 0.0 -17.20290659389162 -25.579313535550256 3000.0 0.0 3000.0 flying
1.1200000000000008 185.38311366866267 47.49521812211663 327.8687680350126 180.30518874869026 34.93163298313888 285.1000876981071 0.0 -17.15925555730026 -25.55792725739782 3000.0 0.0 3000.0 flying
1.1300000000000008 187.18616555614958 47.84453445194802 330.71976891199364 180.54850071078695 34.80443166460449 284.9617957046006 0.0 -17.11571486162191 -25.536403874036775 3000.0 0.0 3000.0 flying
1.1400000000000008 188.99165056325745 48.19257876859407 333.56938686903965 180.79133091196115 34.67737619365124 284.82345949291505 0.0 -17.07228419076062 -25.514744367905475 3000.0 0.0 3000.0 flying
1.1500000000000008 190.79956387237706 48.53935253053058 336.41762146396877 181.03367950518057 34.550466927059944 284.6850802863606 0.0 -17.0289632289118 -25.49294971627553 3000.0 0.0 3000.0 flying
1.1600000000000008 192.60990066742886 48.884857199801175 339.2644722668324 181.27554664750625 34.42370421940317 284.54665930571593 0.0 -16.985751660577566 -25.471020891281196 3000.0 0.0 3000.0 flying
1.1700000000000008 194.42265613390393 49.229094241995206 342.10993885988955 181.516932500074 34.29708842304667 284.40819776921415 0.0 -16.942649170581593 -25.448958859948778 3000.0 0.0 3000.0 flying
1.1800000000000008 196.23782545890467 49.572065126225674 344.9540208375817 181.75783722807589 34.17061988815084 284.26969689252854 0.0 -16.899655444083706 -25.42676458422571 3000.0 0.0 3000.0 flying
1.1900000000000008 198.05540383118543 49.913771325107184 347.796717806507 181.9982610007416 34.04429896267227 284.13115788875854 0.0 -16.856770166594256 -25.404439021009463 3000.0 0.0 3000.0 flying
1.2000000000000008 199.87538644119286 50.25421431473391 350.6380293853946 182.2382039913199 33.918125992365326 283.992581968416 0.0 -16.81399302398798 -25.381983122176454 3000.0 0.0 3000.0 flying
1.2100000000000009 201.69776848110607 50.59339557465756 353.47795520507873 182.4776663770599 33.792101320783765 283.8539703394113 0.0 -16.771323702517762 -25.359397834610558 3000.0 0.0 3000.0 flying
1.2200000000000009 203.52254514487666 50.9313165878654 356.31649490847286 182.7166483391925 33.666225289282444 283.71532420703994 0.0 -16.72876188882797 -25.336684100231604 3000.0 0.0 3000.0 flying
1.2300000000000009 205.34971162826858 51.267978840758225 359.15364815054323 182.95515006291154 33.54049823701906 283.57664477396884 0.0 -16.686307269967568 -25.313842856023637 3000.0 0.0 3000.0 flying
1.2400000000000009 207.1792631288977 51.60338382312842 361.9894145982829 183.19317173735527 33.41492050095593 283.4379332402232 0.0 -16.643959533402885 -25.29087503406301 3000.0 0.0 3000.0 flying
1.2500000000000009 209.01119484627125 51.93753302813798 364.82379393068516 183.43071355558743 33.28949241586184 283.299190803173 0.0 -16.601718367030156 -25.267781561546407 3000.0 0.0 3000.0 flying
1.260000000000001 210.8455019818271 52.27042795229659 367.65678583871687 183.66777571457854 33.16421431431392 283.1604186575204 0.0 -16.55958345918773 -25.24456336081838 3000.0 0.0 3000.0 flying
1.270000000000001 212.6821797389729 52.602070095439736 370.48839002529206 183.90435841518712 33.03908652669961 283.0216179952861 0.0 -16.517554498668 -25.221221349399247 3000.0 0.0 3000.0 flying
1.280000000000001 214.5212233231248 52.932460960706734 373.3186062052449 184.14046186214085 32.914109381218665 282.882790005797 0.0 -16.475631174729198 -25.19775644001226 3000.0 0.0 3000.0 flying
1.290000000000001 216.36262794174618 53.261602054518924 376.14743410530286 184.37608626401774 32.78928320388514 282.74393587567334 0.0 -16.433813177106682 -25.174169540611 3000.0 0.0 3000.0 flying
1.300000000000001 218.20638880438636 53.58949488655777 378.9748734640596 184.6112318332273 32.66460831852954 282.60505678881606 0.0 -16.392100196024174 -25.15046155440639 3000.0 0.0 3000.0 flying
1.310000000000001 220.05250112271864 53.91614096974307 381.8009240319478 184.84589878599152 32.54008504680092 282.46615392639444 0.0 -16.35049192220468 -25.126633379893665 3000.0 0.0 3000.0 flying
1.320000000000001 221.90096011057855 54.241541820211076 384.62558557121173 185.08008734232615 32.4157137081691 282.3272284668336 0.0 -16.308988046881066 -25.102685910879114 3000.0 0.0 3000.0 flying
1.330000000000001 223.7517609840018 54.56569895729277 387.4488578558801 185.31379772602168 32.29149461992689 282.1882815858025 0.0 -16.267588261806523 -25.078620036506614 3000.0 0.0 3000.0 flying
1.340000000000001 225.60489896126202 54.888613903492036 390.2707406717381 185.5470301646244 32.16742809719236 282.0493144562016 0.0 -16.226292259264703 -25.05443664128408 3000.0 0.0 3000.0 flying
1.350000000000001 227.46036926290827 55.21028818446396 393.09123381630013 185.77978488941753 32.04351445291119 281.91032824815125 0.0 -16.185099732079617 -25.03013660510974 3000.0 0.0 3000.0 flying
1.360000000000001 229.31816711180244 55.530723328993076 395.91033709878167 186.01206213540212 31.91975399785906 281.7713241289795 0.0 -16.14401037362536 -25.005720803298175 3000.0 0.0 3000.0 flying
1.370000000000001 231.17828773315645 55.849920868971665 398.7280503400715 186.24386214127819 31.796147040644048 281.63230326321053 0.0 -16.103023877835515 -24.981190106606228 3000.0 0.0 3000.0 flying
1.380000000000001 233.04072635456924 56.1678823393781 401.5443733727036 186.47518514942564 31.672693887709105 281.4932668125532 0.0 -16.062139939212393 -24.9565453812588 3000.0 0.0 3000.0 flying
1.390000000000001 234.9054782060635 56.48460927825519 404.35930604082915 186.70603140588534 31.54939484333459 281.3542159358894 0.0 -16.021358252836013 -24.931787488974436 3000.0 0.0 3000.0 flying
1.400000000000001 236.77253852012234 56.800103226688535 407.17284820018807 186.93640116034 31.426250209640816 281.21515178926273 0.0 -15.980678514372887 -24.906917286990712 3000.0 0.0 3000.0 flying
1.410000000000001 238.64190253172575 57.11436572878494 409.9849997180807 187.1662946660952 31.30326028659067 281.0760755258675 0.0 -15.940100420084557 -24.881935628089504 3000.0 0.0 3000.0 flying
1.420000000000001 240.5135654783867 57.42739833165085 412.7957604733394 187.39571218006034 31.18042537199226 280.93698829603744 0.0 -15.899623666835986 -24.85684336062214 3000.0 0.0 3000.0 flying
1.430000000000001 242.3875226001873 57.73920258537077 415.60513035629975 187.62465396272958 31.05774576150161 280.7978912472347 0.0 -15.859247952103582 -24.831641328534303 3000.0 0.0 3000.0 flying
1.440000000000001 244.2637691398146 58.04978004298579 418.4131092687721 187.85312027816275 30.93522174862541 280.6587855240393 0.0 -15.818972973983291 -24.806330371390814 3000.0 0.0 3000.0 flying
