tof posE posN posU tgtE tgtN tgtU normComm normAch pitchRate thetaRate pitchDefl alpha theta sideComm sideAch yawRate psiRate yawDefl beta psi rollComm phiRate rollRate rollDefl roll seekPitchErr seekYawErr staticMargin mach
0.0150000000 0.0106482839 0.0089349711 0.0106340499 3000.0000000000 0.0000000000 3000.0000000000 0.0000401587 -0.7660162121 -0.0000334626 -0.0000283885 0.0000000000 3.9037872790 39.9999998644 -0.0000668146 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000001604 -0.0000008698 1.0596521763 0.0045396558
0.0160000000 0.0116614243 0.0097850969 0.0115967075 3000.0000000000 0.0000000000 3000.0000000000 0.0000451753 -0.7660123940 -0.0000391849 -0.0000334626 0.0000000000 3.9501037890 39.9999998309 -0.0000748969 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000001776 -0.0000009537 1.0583342754 0.0048069669
0.0170000000 0.0127355455 0.0106863915 0.0126163547 3000.0000000000 0.0000000000 3000.0000000000 0.0000508357 -0.7660082010 -0.0000456335 -0.0000391849 0.0000000000 3.9755543327 39.9999997917 -0.0000841189 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000001960 -0.0000010425 1.0577182507 0.0050946504
0.0180000000 0.0138747265 0.0116422779 0.0136974598 3000.0000000000 0.0000000000 3000.0000000000 0.0000572002 -0.7660036078 -0.0000528936 -0.0000456335 0.0000000000 3.9831780801 39.9999997461 -0.0000945957 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000002155 -0.0000011366 1.0576994184 0.0054027124
0.0190000000 0.0150830482 0.0126561802 0.0148444929 3000.0000000000 0.0000000000 3000.0000000000 0.0000643327 -0.7659985893 -0.0000610576 -0.0000528936 0.0000000000 3.9757625919 39.9999996932 -0.0001064510 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000002362 -0.0000012363 1.0581837229 0.0057311604
0.0200000000 0.0163645932 0.0137315241 0.0160619259 3000.0000000000 0.0000000000 3000.0000000000 0.0000723007 -0.7659931206 -0.0000702253 -0.0000610576 0.0000000000 3.9558143162 39.9999996321 -0.0001198167 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000002581 -0.0000013421 1.0590878260 0.0060800033
0.0210000000 0.0177234454 0.0148717365 0.0173542324 3000.0000000000 0.0000000000 3000.0000000000 0.0000811752 -0.7659871774 -0.0000805047 -0.0000702253 0.0000000000 3.9255511112 39.9999995619 -0.0001348331 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000002813 -0.0000014542 1.0603387200 0.0064492504
0.0220000000 0.0191636908 0.0160802459 0.0187258878 3000.0000000000 0.0000000000 3000.0000000000 0.0000910308 -0.7659807355 -0.0000920118 -0.0000805047 0.0000000000 3.8869098519 39.9999994814 -0.0001516487 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000003058 -0.0000015731 1.0618730448 0.0068389119
0.0230000000 0.0206894166 0.0173604818 0.0201813696 3000.0000000000 0.0000000000 3000.0000000000 0.0001019457 -0.7659737713 -0.0001048713 -0.0000920118 0.0000000000 3.8415635929 39.9999993894 -0.0001704206 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000003318 -0.0000016991 1.0636362446 0.0072489982
0.0240000000 0.0223047119 0.0187158755 0.0217251567 3000.0000000000 0.0000000000 3000.0000000000 0.0001140016 -0.7659662614 -0.0001192169 -0.0001048713 0.0000000000 3.7909441175 39.9999992845 -0.0001913143 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000003592 -0.0000018325 1.0655816599 0.0076795201
0.0250000000 0.0240136674 0.0201498594 0.0233617300 3000.0000000000 0.0000000000 3000.0000000000 0.0001272839 -0.7659581830 -0.0001351915 -0.0001192169 0.0000000000 3.7362668865 39.9999991653 -0.0002145033 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000003881 -0.0000019739 1.0676696181 0.0081304884
0.0260000000 0.0258203753 0.0216658674 0.0250955723 3000.0000000000 0.0000000000 3000.0000000000 0.0001418814 -0.7659495138 -0.0001529475 -0.0001351915 0.0000000000 3.6785563478 39.9999990301 -0.0002401700 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000004186 -0.0000021235 1.0698665639 0.0086019139
0.0270000000 0.0277289298 0.0232673347 0.0269311680 3000.0000000000 0.0000000000 3000.0000000000 0.0001578866 -0.7659402318 -0.0001726473 -0.0001529475 0.0000000000 3.6186703021 39.9999988772 -0.0002685049 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000004507 -0.0000022817 1.0721442528 0.0090938073
0.0280000000 0.0297434262 0.0249576980 0.0288730035 3000.0000000000 0.0000000000 3000.0000000000 0.0001753957 -0.7659303157 -0.0001944635 -0.0001726473 0.0000000000 3.5573225503 39.9999987045 -0.0002997071 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000004845 -0.0000024489 1.0744790200 0.0096061794
0.0290000000 0.0318679620 0.0267403952 0.0309255668 3000.0000000000 0.0000000000 3000.0000000000 0.0001945083 -0.7659197448 -0.0002185795 -0.0001944635 -0.0007252434 3.4951034298 39.9999985101 -0.0003339840 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000005200 -0.0000026254 1.0768511281 0.0101390408
0.0300000000 0.0341066360 0.0286188657 0.0330933479 3000.0000000000 0.0000000000 3000.0000000000 0.0002153277 -0.7659084990 -0.0002451894 -0.0002185795 -0.0007737534 3.4324980977 39.9999982915 -0.0003715515 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000005573 -0.0000028116 1.0792441929 0.0106924020
0.0310000000 0.0364635487 0.0305965503 0.0353808385 3000.0000000000 0.0000000000 3000.0000000000 0.0002379608 -0.7658965588 -0.0002744985 -0.0002451894 -0.0008245518 3.3699025836 39.9999980463 -0.0004126341 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000005964 -0.0000030079 1.0816446815 0.0112662732
0.0320000000 0.0389428023 0.0326768911 0.0377925321 3000.0000000000 0.0000000000 3000.0000000000 0.0002625182 -0.7658839057 -0.0003067236 -0.0002744985 -0.0008777190 3.3076377358 39.9999977718 -0.0004574644 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000006375 -0.0000032147 1.0840414790 0.0118606646
0.0330000000 0.0415485007 0.0348633316 0.0403329242 3000.0000000000 0.0000000000 3000.0000000000 0.0002891140 -0.7658705216 -0.0003420935 -0.0003067236 -0.0009333334 3.2459612341 39.9999974651 -0.0005062840 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000006805 -0.0000034323 1.0864255140 0.0124755864
0.0340000000 0.0442847493 0.0371593168 0.0430065119 3000.0000000000 0.0000000000 3000.0000000000 0.0003178659 -0.7658563895 -0.0003808492 -0.0003420935 -0.0009914719 3.1850778707 39.9999971230 -0.0005593426 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000007254 -0.0000036610 1.0887894393 0.0131110484
