tof posX posY posZ tgtX tgtY tgtZ normAch pitchRate alpha theta sideAch yawRate beta psi rollRate phi
3.0840000000 1130.1966548094 217.9988934095 1366.7383346578 5000.0000000000 0.0000000000 3000.0000000000 -16.2135091731 -0.1749862499 0.0063619863 0.7099352544 -6.2482197692 0.0672080819 0.0009681494 0.0667808572 -0.0562459046 -0.0002934201
3.0850000000 1130.8834859049 218.0456415684 1367.3221881972 5000.0000000000 0.0000000000 3000.0000000000 -16.2082251657 -0.1749514466 0.0063639632 0.7097603053 -6.2443703154 0.0671756053 0.0009679797 0.0666921863 -0.0561975425 -0.0002918416
3.0860000000 1131.5703327039 218.0923293732 1367.9058422111 5000.0000000000 0.0000000000 3000.0000000000 -16.2029530832 -0.1749167546 0.0063659412 0.7095853909 -6.2405781473 0.0671437435 0.0009678096 0.0666035715 -0.0561498935 -0.0002902635
3.0870000000 1132.2571951572 218.1389568565 1368.4892967596 5000.0000000000 0.0000000000 3000.0000000000 -16.1976926780 -0.1748821713 0.0063679203 0.7094105110 -6.2368428608 0.0671124924 0.0009676393 0.0665150120 -0.0561029524 -0.0002886858
3.0880000000 1132.9440732155 218.1855240505 1369.0725519029 5000.0000000000 0.0000000000 3000.0000000000 -16.1924437048 -0.1748476941 0.0063699005 0.7092356655 -6.2331640487 0.0670818478 0.0009674688 0.0664265070 -0.0560567138 -0.0002871088
3.0890000000 1133.6309668298 218.2320309869 1369.6556077007 5000.0000000000 0.0000000000 3000.0000000000 -16.1872059200 -0.1748133204 0.0063718818 0.7090608543 -6.2295413008 0.0670518053 0.0009672980 0.0663380556 -0.0560111725 -0.0002855325
3.0900000000 1134.3178759513 218.2784776965 1370.2384642131 5000.0000000000 0.0000000000 3000.0000000000 -16.1819790823 -0.1747790477 0.0063738642 0.7088860773 -6.2259742040 0.0670223607 0.0009671271 0.0662496571 -0.0559663233 -0.0002839573
3.0910000000 1135.0048005312 218.3248642101 1370.8211214996 5000.0000000000 0.0000000000 3000.0000000000 -16.1767629526 -0.1747448734 0.0063758476 0.7087113344 -6.2224623422 0.0669935096 0.0009669559 0.0661613106 -0.0559221607 -0.0002823831
3.0920000000 1135.6917405207 218.3711905576 1371.4035796200 5000.0000000000 0.0000000000 3000.0000000000 -16.1715572934 -0.1747107951 0.0063778322 0.7085366256 -6.2190052965 0.0669652476 0.0009667846 0.0660730153 -0.0558786794 -0.0002808101
3.0930000000 1136.3786958713 218.4174567684 1371.9858386340 5000.0000000000 0.0000000000 3000.0000000000 -16.1663618698 -0.1746768102 0.0063798178 0.7083619506 -6.2156026454 0.0669375703 0.0009666130 0.0659847705 -0.0558358740 -0.0002792386
3.0940000000 1137.0656665347 218.4636628717 1372.5678986009 5000.0000000000 0.0000000000 3000.0000000000 -16.1611764486 -0.1746429164 0.0063818046 0.7081873095 -6.2122539645 0.0669104734 0.0009664413 0.0658965753 -0.0557937390 -0.0002776686
3.0950000000 1137.7526524626 218.5098088958 1373.1497595804 5000.0000000000 0.0000000000 3000.0000000000 -16.1560007988 -0.1746091111 0.0063837924 0.7080127021 -6.2089588269 0.0668839522 0.0009662694 0.0658084290 -0.0557522690 -0.0002761003
3.0960000000 1138.4396536067 218.5558948688 1373.7314216317 5000.0000000000 0.0000000000 3000.0000000000 -16.1508346914 -0.1745753919 0.0063857813 0.7078381284 -6.2057168030 0.0668580024 0.0009660974 0.0657203308 -0.0557114584 -0.0002745338
3.0970000000 1139.1266699191 218.6019208180 1374.3128848141 5000.0000000000 0.0000000000 3000.0000000000 -16.1456778996 -0.1745417564 0.0063877713 0.7076635882 -6.2025274610 0.0668326194 0.0009659252 0.0656322799 -0.0556713018 -0.0002729693
3.0980000000 1139.8137013517 218.6478867705 1374.8941491870 5000.0000000000 0.0000000000 3000.0000000000 -16.1405301985 -0.1745082023 0.0063897624 0.7074890816 -6.1993903663 0.0668077986 0.0009657529 0.0655442755 -0.0556317935 -0.0002714069
3.0990000000 1140.5007478568 218.6937927527 1375.4752148095 5000.0000000000 0.0000000000 3000.0000000000 -16.1353913654 -0.1744747272 0.0063917546 0.7073146083 -6.1963050822 0.0667835354 0.0009655804 0.0654563170 -0.0555929281 -0.0002698467
3.1000000000 1141.1878093867 218.7396387907 1376.0560817406 5000.0000000000 0.0000000000 3000.0000000000 -16.1302611795 -0.1744413287 0.0063937479 0.7071401683 -6.1932711696 0.0667598253 0.0009654079 0.0653684035 -0.0555546998 -0.0002682890
3.1010000000 1141.8748858937 218.7854249098 1376.6367500395 5000.0000000000 0.0000000000 3000.0000000000 -16.1251394222 -0.1744080046 0.0063957422 0.7069657616 -6.1902881871 0.0667366636 0.0009652352 0.0652805344 -0.0555171030 -0.0002667337
3.1020000000 1142.5619773303 218.8311511351 1377.2172197651 5000.0000000000 0.0000000000 3000.0000000000 -16.1200258769 -0.1743747525 0.0063977377 0.7067913881 -6.1873556913 0.0667140457 0.0009650624 0.0651927088 -0.0554801321 -0.0002651812
3.1030000000 1143.2490836491 218.8768174912 1377.7974909763 5000.0000000000 0.0000000000 3000.0000000000 -16.1149203292 -0.1743415702 0.0063997343 0.7066170477 -6.1844732365 0.0666919667 0.0009648896 0.0651049260 -0.0554437815 -0.0002636315
3.1040000000 1143.9362048029 218.9224240021 1378.3775637319 5000.0000000000 0.0000000000 3000.0000000000 -16.1098225664 -0.1743084554 0.0064017319 0.7064427403 -6.1816403750 0.0666704221 0.0009647166 0.0650171854 -0.0554080453 -0.0002620847
3.1050000000 1144.6233407444 218.9679706913 1378.9574380908 5000.0000000000 0.0000000000 3000.0000000000 -16.1047323782 -0.1742754059 0.0064037307 0.7062684659 -6.1788566572 0.0666494071 0.0009645436 0.0649294861 -0.0553729178 -0.0002605410
3.1060000000 1145.3104914266 219.0134575821 1379.5371141118 5000.0000000000 0.0000000000 3000.0000000000 -16.0996495562 -0.1742424194 0.0064057305 0.7060942244 -6.1761216314 0.0666289169 0.0009643706 0.0648418276 -0.0553383933 -0.0002590005
3.1070000000 1145.9976568024 219.0588846971 1380.1165918534 5000.0000000000 0.0000000000 3000.0000000000 -16.0945738941 -0.1742094938 0.0064077315 0.7059200158 -6.1734348443 0.0666089467 0.0009641974 0.0647542090 -0.0553044661 -0.0002574633
3.1080000000 1146.6848368250 219.1042520585 1380.6958713744 5000.0000000000 0.0000000000 3000.0000000000 -16.0895051875 -0.1741766270 0.0064097335 0.7057458399 -6.1707958406 0.0665894917 0.0009640243 0.0646666297 -0.0552711303 -0.0002559296
3.1090000000 1147.3720314475 219.1495596881 1381.2749527332 5000.0000000000 0.0000000000 3000.0000000000 -16.0844432343 -0.1741438167 0.0064117366 0.7055716968 -6.1682041632 0.0665705471 0.0009638510 0.0645790891 -0.0552383800 -0.0002543995
3.1100000000 1148.0592406232 219.1948076071 1381.8538359885 5000.0000000000 0.0000000000 3000.0000000000 -16.0793878341 -0.1741110609 0.0064137409 0.7053975863 -6.1656593536 0.0665521081 0.0009636778 0.0644915863 -0.0552062096 -0.0002528732
3.1110000000 1148.7464643056 219.2399958364 1382.4325211987 5000.0000000000 0.0000000000 3000.0000000000 -16.0743387889 -0.1740783574 0.0064157462 0.7052235085 -6.1631609513 0.0665341697 0.0009635045 0.0644041207 -0.0551746131 -0.0002513507
3.1120000000 1149.4337024480 219.2851243965 1383.0110084223 5000.0000000000 0.0000000000 3000.0000000000 -16.0692959024 -0.1740457041 0.0064177526 0.7050494633 -6.1607084947 0.0665167272 0.0009633313 0.0643166917 -0.0551435846 -0.0002498321
3.1130000000 1150.1209550040 219.3301933074 1383.5892977175 5000.0000000000 0.0000000000 3000.0000000000 -16.0642589805 -0.1740130991 0.0064197601 0.7048754505 -6.1583015204 0.0664997754 0.0009631580 0.0642292986 -0.0551131184 -0.0002483177
3.1140000000 1150.8082219273 219.3752025886 1384.1673891429 5000.0000000000 0.0000000000 3000.0000000000 -16.0592278312 -0.1739805401 0.0064217687 0.7047014703 -6.1559395635 0.0664833097 0.0009629847 0.0641419408 -0.0550832084 -0.0002468075
3.1150000000 1151.4955031716 219.4201522593 1384.7452827566 5000.0000000000 0.0000000000 3000.0000000000 -16.0542022643 -0.1739480253 0.0064237784 0.7045275225 -6.1536221580 0.0664673249 0.0009628115 0.0640546175 -0.0550538488 -0.0002453017
3.1160000000 1152.1827986906 219.4650423381 1385.3229786169 5000.0000000000 0.0000000000 3000.0000000000 -16.0491820917 -0.1739155527 0.0064257892 0.7043536070 -6.1513488364 0.0664518161 0.0009626382 0.0639673282 -0.0550250337 -0.0002438003
3.1170000000 1152.8701084383 219.5098728434 1385.9004767820 5000.0000000000 0.0000000000 3000.0000000000 -16.0441671274 -0.1738831201 0.0064278012 0.7041797239 -6.1491191300 0.0664367785 0.0009624650 0.0638800721 -0.0549967570 -0.0002423036
3.1180000000 1153.5574323687 219.5546437931 1386.4777773102 5000.0000000000 0.0000000000 3000.0000000000 -16.0391571873 -0.1738507258 0.0064298142 0.7040058732 -6.1469325689 0.0664222068 0.0009622919 0.0637928488 -0.0549690129 -0.0002408115
3.1190000000 1154.2447704357 219.5993552047 1387.0548802595 5000.0000000000 0.0000000000 3000.0000000000 -16.0341520893 -0.1738183677 0.0064318282 0.7038320547 -6.1447886822 0.0664080963 0.0009621187 0.0637056575 -0.0549417955 -0.0002393242
3.1200000000 1154.9321225934 219.6440070951 1387.6317856880 5000.0000000000 0.0000000000 3000.0000000000 -16.0291516534 -0.1737860439 0.0064338434 0.7036582684 -6.1426869976 0.0663944417 0.0009619457 0.0636184976 -0.0549150986 -0.0002378419
3.1210000000 1155.6194887962 219.6885994812 1388.2084936538 5000.0000000000 0.0000000000 3000.0000000000 -16.0241557015 -0.1737537525 0.0064358597 0.7034845144 -6.1406270420 0.0663812382 0.0009617726 0.0635313685 -0.0548889165 -0.0002363647
3.1220000000 1156.3068689981 219.7331323791 1388.7850042150 5000.0000000000 0.0000000000 3000.0000000000 -16.0191640574 -0.1737214917 0.0064378771 0.7033107925 -6.1386083415 0.0663684806 0.0009615997 0.0634442697 -0.0548632429 -0.0002348926
3.1230000000 1156.9942631536 219.7776058049 1389.3613174294 5000.0000000000 0.0000000000 3000.0000000000 -16.0141765470 -0.1736892595 0.0064398956 0.7031371027 -6.1366304209 0.0663561639 0.0009614268 0.0633572005 -0.0548380721 -0.0002334258
3.1240000000 1157.6816712171 219.8220197739 1389.9374333552 5000.0000000000 0.0000000000 3000.0000000000 -16.0091929981 -0.1736570543 0.0064419152 0.7029634451 -6.1346928046 0.0663442830 0.0009612540 0.0632701603 -0.0548133979 -0.0002319643
3.1250000000 1158.3690931429 219.8663743013 1390.5133520502 5000.0000000000 0.0000000000 3000.0000000000 -16.0042132407 -0.1736248740 0.0064439359 0.7027898196 -6.1327950158 0.0663328328 0.0009610813 0.0631831485 -0.0547892143 -0.0002305084
3.1260000000 1159.0565288858 219.9106694020 1391.0890735723 5000.0000000000 0.0000000000 3000.0000000000 -15.9992371063 -0.1735927171 0.0064459577 0.7026162262 -6.1309365773 0.0663218083 0.0009609087 0.0630961647 -0.0547655154 -0.0002290581
3.1270000000 1159.7439784001 219.9549050901 1391.6645979794 5000.0000000000 0.0000000000 3000.0000000000 -15.9942644288 -0.1735605815 0.0064479805 0.7024426647 -6.1291170110 0.0663112043 0.0009607362 0.0630092081 -0.0547422951 -0.0002276134
3.1280000000 1160.4314416407 219.9990813799 1392.2399253293 5000.0000000000 0.0000000000 3000.0000000000 -15.9892950438 -0.1735284657 0.0064500045 0.7022691354 -6.1273358383 0.0663010157 0.0009605639 0.0629222783 -0.0547195473 -0.0002261746
3.1290000000 1161.1189185622 220.0431982848 1392.8150556800 5000.0000000000 0.0000000000 3000.0000000000 -15.9843287889 -0.1734963679 0.0064520296 0.7020956380 -6.1255925801 0.0662912374 0.0009603916 0.0628353746 -0.0546972661 -0.0002247417
3.1300000000 1161.8064091195 220.0872558183 1393.3899890891 5000.0000000000 0.0000000000 3000.0000000000 -15.9793655036 -0.1734642863 0.0064540558 0.7019221726 -6.1238867566 0.0662818642 0.0009602195 0.0627484966 -0.0546754454 -0.0002233149
3.1310000000 1162.4939132673 220.1312539932 1393.9647256145 5000.0000000000 0.0000000000 3000.0000000000 -15.9744050294 -0.1734322193 0.0064560830 0.7017487392 -6.1222178877 0.0662728911 0.0009600474 0.0626616437 -0.0546540792 -0.0002218941
3.1320000000 1163.1814309605 220.1751928222 1394.5392653139 5000.0000000000 0.0000000000 3000.0000000000 -15.9694472097 -0.1734001652 0.0064581114 0.7015753378 -6.1205854930 0.0662643129 0.0009598756 0.0625748153 -0.0546331614 -0.0002204796
3.1330000000 1163.8689621542 220.2190723175 1395.1136082451 5000.0000000000 0.0000000000 3000.0000000000 -15.9644918898 -0.1733681224 0.0064601409 0.7014019683 -6.1189890914 0.0662561244 0.0009597038 0.0624880110 -0.0546126860 -0.0002190713
3.1340000000 1164.5565068033 220.2628924910 1395.6877544657 5000.0000000000 0.0000000000 3000.0000000000 -15.9595389168 -0.1733360891 0.0064621714 0.7012286308 -6.1174282020 0.0662483204 0.0009595323 0.0624012302 -0.0545926470 -0.0002176695
3.1350000000 1165.2440648628 220.3066533542 1396.2617040336 5000.0000000000 0.0000000000 3000.0000000000 -15.9545881400 -0.1733040638 0.0064642031 0.7010553252 -6.1159023433 0.0662408959 0.0009593609 0.0623144724 -0.0545730383 -0.0002162742
3.1360000000 1165.9316362880 220.3503549185 1396.8354570062 5000.0000000000 0.0000000000 3000.0000000000 -15.9496394102 -0.1732720450 0.0064662358 0.7008820515 -6.1144110337 0.0662338456 0.0009591896 0.0622277371 -0.0545538538 -0.0002148855
3.1370000000 1166.6192210339 220.3939971948 1397.4090134414 5000.0000000000 0.0000000000 3000.0000000000 -15.9446925804 -0.1732400309 0.0064682697 0.7007088097 -6.1129537916 0.0662271644 0.0009590185 0.0621410238 -0.0545350876 -0.0002135035
3.1380000000 1167.3068190559 220.4375801936 1397.9823733968 5000.0000000000 0.0000000000 3000.0000000000 -15.9397475052 -0.1732080201 0.0064703046 0.7005355999 -6.1115301352 0.0662208471 0.0009588476 0.0620543320 -0.0545167336 -0.0002121283
3.1390000000 1167.9944303090 220.4811039252 1398.5555369299 5000.0000000000 0.0000000000 3000.0000000000 -15.9348040414 -0.1731760110 0.0064723407 0.7003624220 -6.1101395827 0.0662148885 0.0009586769 0.0619676612 -0.0544987858 -0.0002107600
3.1400000000 1168.6820547487 220.5245683996 1399.1285040985 5000.0000000000 0.0000000000 3000.0000000000 -15.9298620474 -0.1731440022 0.0064743778 0.7001892760 -6.1087816524 0.0662092835 0.0009585064 0.0618810109 -0.0544812381 -0.0002093986
3.1410000000 1169.3696923303 220.5679736264 1399.7012749601 5000.0000000000 0.0000000000 3000.0000000000 -15.9249213836 -0.1731119920 0.0064764161 0.7000161619 -6.1074558628 0.0662040268 0.0009583360 0.0617943808 -0.0544640845 -0.0002080443
3.1420000000 1170.0573430092 220.6113196151 1400.2738495724 5000.0000000000 0.0000000000 3000.0000000000 -15.9199819121 -0.1730799791 0.0064784554 0.6998430797 -6.1061617321 0.0661991133 0.0009581659 0.0617077702 -0.0544473190 -0.0002066971
3.1430000000 1170.7450067409 220.6546063747 1400.8462279929 5000.0000000000 0.0000000000 3000.0000000000 -15.9150434969 -0.1730479620 0.0064804959 0.6996700295 -6.1048987792 0.0661945379 0.0009579960 0.0616211787 -0.0544309356 -0.0002053572
3.1440000000 1171.4326834808 220.6978339139 1401.4184102792 5000.0000000000 0.0000000000 3000.0000000000 -15.9101060039 -0.1730159391 0.0064825374 0.6994970112 -6.1036665229 0.0661902952 0.0009578263 0.0615346060 -0.0544149282 -0.0002040246
3.1450000000 1172.1203731844 220.7410022413 1401.9903964889 5000.0000000000 0.0000000000 3000.0000000000 -15.9051693007 -0.1729839092 0.0064845800 0.6993240248 -6.1024644824 0.0661863802 0.0009576568 0.0614480515 -0.0543992910 -0.0002026993
3.1460000000 1172.8080758073 220.7841113650 1402.5621866795 5000.0000000000 0.0000000000 3000.0000000000 -15.9002332569 -0.1729518708 0.0064866238 0.6991510704 -6.1012921772 0.0661827876 0.0009574875 0.0613615148 -0.0543840178 -0.0002013815
3.1470000000 1173.4957913051 220.8271612930 1403.1337809087 5000.0000000000 0.0000000000 3000.0000000000 -15.8952977438 -0.1729198226 0.0064886686 0.6989781479 -6.1001491274 0.0661795124 0.0009573185 0.0612749955 -0.0543691027 -0.0002000713
3.1480000000 1174.1835196335 220.8701520328 1403.7051792339 5000.0000000000 0.0000000000 3000.0000000000 -15.8903626343 -0.1728877631 0.0064907145 0.6988052574 -6.0990348531 0.0661765492 0.0009571497 0.0611884932 -0.0543545398 -0.0001987687
3.1490000000 1174.8712607481 220.9130835920 1404.2763817128 5000.0000000000 0.0000000000 3000.0000000000 -15.8854278034 -0.1728556910 0.0064927616 0.6986323989 -6.0979488753 0.0661738930 0.0009569811 0.0611020074 -0.0543403230 -0.0001974738
3.1500000000 1175.5590146046 220.9559559775 1404.8473884029 5000.0000000000 0.0000000000 3000.0000000000 -15.8804931277 -0.1728236050 0.0064948097 0.6984595723 -6.0968907154 0.0661715386 0.0009568128 0.0610155377 -0.0543264464 -0.0001961867
3.1510000000 1176.2467811588 220.9987691963 1405.4181993617 5000.0000000000 0.0000000000 3000.0000000000 -15.8755584856 -0.1727915037 0.0064968589 0.6982867778 -6.0958598953 0.0661694808 0.0009566447 0.0609290838 -0.0543129040 -0.0001949074
3.1520000000 1176.9345603663 221.0415232548 1405.9888146467 5000.0000000000 0.0000000000 3000.0000000000 -15.8706237573 -0.1727593860 0.0064989092 0.6981140153 -6.0948559375 0.0661677144 0.0009564769 0.0608426452 -0.0542996899 -0.0001936360
3.1530000000 1177.6223521831 221.0842181596 1406.5592343156 5000.0000000000 0.0000000000 3000.0000000000 -15.8656888247 -0.1727272505 0.0065009606 0.6979412848 -6.0938783653 0.0661662344 0.0009563094 0.0607562215 -0.0542867983 -0.0001923727
3.1540000000 1178.3101565650 221.1268539166 1407.1294584259 5000.0000000000 0.0000000000 3000.0000000000 -15.8607535716 -0.1726950959 0.0065030131 0.6977685864 -6.0929267027 0.0661650354 0.0009561421 0.0606698125 -0.0542742231 -0.0001911174
3.1550000000 1178.9979734678 221.1694305317 1407.6994870351 5000.0000000000 0.0000000000 3000.0000000000 -15.8558178831 -0.1726629211 0.0065050667 0.6975959201 -6.0920004745 0.0661641125 0.0009559751 0.0605834176 -0.0542619585 -0.0001898703
3.1560000000 1179.6858028473 221.2119480106 1408.2693202008 5000.0000000000 0.0000000000 3000.0000000000 -15.8508816466 -0.1726307248 0.0065071214 0.6974232859 -6.0910992061 0.0661634604 0.0009558083 0.0604970365 -0.0542499986 -0.0001886313
3.1570000000 1180.3736446596 221.2544063585 1408.8389579804 5000.0000000000 0.0000000000 3000.0000000000 -15.8459447508 -0.1725985058 0.0065091772 0.6972506838 -6.0902224241 0.0661630741 0.0009556419 0.0604106690 -0.0542383375 -0.0001874006
3.1580000000 1181.0614988606 221.2968055808 1409.4084004317 5000.0000000000 0.0000000000 3000.0000000000 -15.8410070863 -0.1725662629 0.0065112340 0.6970781139 -6.0893696556 0.0661629483 0.0009554757 0.0603243145 -0.0542269694 -0.0001861783
3.1590000000 1181.7493654062 221.3391456822 1409.9776476122 5000.0000000000 0.0000000000 3000.0000000000 -15.8360685452 -0.1725339950 0.0065132920 0.6969055761 -6.0885404290 0.0661630781 0.0009553098 0.0602379728 -0.0542158884 -0.0001849643
3.1600000000 1182.4372442524 221.3814266675 1410.5466995793 5000.0000000000 0.0000000000 3000.0000000000 -15.8311290216 -0.1725017009 0.0065153511 0.6967330705 -6.0877342734 0.0661634582 0.0009551442 0.0601516435 -0.0542050887 -0.0001837588
3.1610000000 1183.1251353551 221.4236485412 1411.1155563908 5000.0000000000 0.0000000000 3000.0000000000 -15.8261884110 -0.1724693796 0.0065174113 0.6965605972 -6.0869507192 0.0661640837 0.0009549789 0.0600653263 -0.0541945645 -0.0001825619
3.1620000000 1183.8130386706 221.4658113075 1411.6842181041 5000.0000000000 0.0000000000 3000.0000000000 -15.8212466107 -0.1724370298 0.0065194725 0.6963881561 -6.0861892978 0.0661649493 0.0009548139 0.0599790208 -0.0541843099 -0.0001813735
3.1630000000 1184.5009541547 221.5079149706 1412.2526847769 5000.0000000000 0.0000000000 3000.0000000000 -15.8163035195 -0.1724046505 0.0065215349 0.6962157473 -6.0854495415 0.0661660501 0.0009546492 0.0598927268 -0.0541743193 -0.0001801937
3.1640000000 1185.1888817637 221.5499595344 1412.8209564668 5000.0000000000 0.0000000000 3000.0000000000 -15.8113590382 -0.1723722406 0.0065235983 0.6960433708 -6.0847309841 0.0661673809 0.0009544849 0.0598064440 -0.0541645869 -0.0001790226
3.1650000000 1185.8768214534 221.5919450024 1413.3890332314 5000.0000000000 0.0000000000 3000.0000000000 -15.8064130688 -0.1723397991 0.0065256628 0.6958710267 -6.0840331604 0.0661689367 0.0009543208 0.0597201719 -0.0541551068 -0.0001778603
3.1660000000 1186.5647731802 221.6338713782 1413.9569151283 5000.0000000000 0.0000000000 3000.0000000000 -15.8014655151 -0.1723073249 0.0065277285 0.6956987149 -6.0833556064 0.0661707125 0.0009541570 0.0596339104 -0.0541458735 -0.0001767068
3.1670000000 1187.2527369000 221.6757386651 1414.5246022151 5000.0000000000 0.0000000000 3000.0000000000 -15.7965162827 -0.1722748170 0.0065297952 0.6955264356 -6.0826978595 0.0661727032 0.0009539936 0.0595476591 -0.0541368811 -0.0001755621
3.1680000000 1187.9407125691 221.7175468663 1415.0920945495 5000.0000000000 0.0000000000 3000.0000000000 -15.7915652787 -0.1722422743 0.0065318630 0.6953541887 -6.0820594584 0.0661749038 0.0009538305 0.0594614178 -0.0541281240 -0.0001744264
3.1690000000 1188.6287001435 221.7592959845 1415.6593921891 5000.0000000000 0.0000000000 3000.0000000000 -15.7866124115 -0.1722096960 0.0065339319 0.6951819743 -6.0814399431 0.0661773093 0.0009536678 0.0593751861 -0.0541195966 -0.0001732995
3.1700000000 1189.3166995795 221.8009860227 1416.2264951917 5000.0000000000 0.0000000000 3000.0000000000 -15.7816575915 -0.1721770810 0.0065360019 0.6950097924 -6.0808388552 0.0661799147 0.0009535053 0.0592889638 -0.0541112932 -0.0001721817
3.1710000000 1190.0047108333 221.8426169833 1416.7934036148 5000.0000000000 0.0000000000 3000.0000000000 -15.7767007305 -0.1721444284 0.0065380730 0.6948376431 -6.0802557375 0.0661827150 0.0009533432 0.0592027506 -0.0541032081 -0.0001710730
3.1720000000 1190.6927338610 221.8841888689 1417.3601175162 5000.0000000000 0.0000000000 3000.0000000000 -15.7717417419 -0.1721117372 0.0065401451 0.6946655264 -6.0796901344 0.0661857052 0.0009531815 0.0591165463 -0.0540953359 -0.0001699733
3.1730000000 1191.3807686188 221.9257016816 1417.9266369537 5000.0000000000 0.0000000000 3000.0000000000 -15.7667805407 -0.1720790065 0.0065422184 0.6944934423 -6.0791415918 0.0661888804 0.0009530200 0.0590303506 -0.0540876708 -0.0001688828
3.1740000000 1192.0688150630 221.9671554237 1418.4929619848 5000.0000000000 0.0000000000 3000.0000000000 -15.7618170432 -0.1720462354 0.0065442927 0.6943213909 -6.0786096572 0.0661922357 0.0009528590 0.0589441633 -0.0540802074 -0.0001678014
3.1750000000 1192.7568731498 222.0085500969 1419.0590926674 5000.0000000000 0.0000000000 3000.0000000000 -15.7568511675 -0.1720134230 0.0065463682 0.6941493722 -6.0780938797 0.0661957661 0.0009526982 0.0588579840 -0.0540729401 -0.0001667293
3.1760000000 1193.4449428353 222.0498857033 1419.6250290593 5000.0000000000 0.0000000000 3000.0000000000 -15.7518828332 -0.1719805685 0.0065484447 0.6939773863 -6.0775938099 0.0661994668 0.0009525379 0.0587718127 -0.0540658633 -0.0001656665
3.1770000000 1194.1330240760 222.0911622443 1420.1907712181 5000.0000000000 0.0000000000 3000.0000000000 -15.7469119613 -0.1719476709 0.0065505223 0.6938054332 -6.0771090001 0.0662033327 0.0009523779 0.0586856490 -0.0540589717 -0.0001646130
3.1780000000 1194.8211168279 222.1323797216 1420.7563192018 5000.0000000000 0.0000000000 3000.0000000000 -15.7419384744 -0.1719147295 0.0065526010 0.6936335129 -6.0766390046 0.0662073592 0.0009522182 0.0585994928 -0.0540522598 -0.0001635688
3.1790000000 1195.5092210475 222.1735381365 1421.3216730680 5000.0000000000 0.0000000000 3000.0000000000 -15.7369622966 -0.1718817433 0.0065546808 0.6934616256 -6.0761833790 0.0662115412 0.0009520589 0.0585133438 -0.0540457221 -0.0001625340
3.1800000000 1196.1973366908 222.2146374902 1421.8868328748 5000.0000000000 0.0000000000 3000.0000000000 -15.7319833534 -0.1718487117 0.0065567617 0.6932897711 -6.0757416810 0.0662158740 0.0009519000 0.0584272018 -0.0540393531 -0.0001615086
3.1810000000 1196.8854637143 222.2556777840 1422.4517986798 5000.0000000000 0.0000000000 3000.0000000000 -15.7270015718 -0.1718156337 0.0065588437 0.6931179497 -6.0753134699 0.0662203527 0.0009517414 0.0583410666 -0.0540331476 -0.0001604926
3.1820000000 1197.5736020742 222.2966590188 1423.0165705411 5000.0000000000 0.0000000000 3000.0000000000 -15.7220168802 -0.1717825087 0.0065609267 0.6929461613 -6.0748983070 0.0662249725 0.0009515832 0.0582549380 -0.0540271002 -0.0001594862
3.1830000000 1198.2617517267 222.3375811955 1423.5811485164 5000.0000000000 0.0000000000 3000.0000000000 -15.7170292087 -0.1717493358 0.0065630109 0.6927744060 -6.0744957555 0.0662297287 0.0009514254 0.0581688159 -0.0540212055 -0.0001584893
3.1840000000 1198.9499126281 222.3784443149 1424.1455326638 5000.0000000000 0.0000000000 3000.0000000000 -15.7120384887 -0.1717161144 0.0065650961 0.6926026838 -6.0741053802 0.0662346165 0.0009512680 0.0580827000 -0.0540154581 -0.0001575019
3.1850000000 1199.6380847348 222.4192483776 1424.7097230410 5000.0000000000 0.0000000000 3000.0000000000 -15.7070446528 -0.1716828436 0.0065671824 0.6924309948 -6.0737267483 0.0662396311 0.0009511109 0.0579965902 -0.0540098530 -0.0001565241
3.1860000000 1200.3262680030 222.4599933842 1425.2737197062 5000.0000000000 0.0000000000 3000.0000000000 -15.7020476353 -0.1716495227 0.0065692698 0.6922593390 -6.0733594285 0.0662447678 0.0009509542 0.0579104863 -0.0540043847 -0.0001555559
3.1870000000 1201.0144623890 222.5006793352 1425.8375227173 5000.0000000000 0.0000000000 3000.0000000000 -15.6970473720 -0.1716161512 0.0065713583 0.6920877165 -6.0730029920 0.0662500218 0.0009507979 0.0578243881 -0.0539990480 -0.0001545973
3.1880000000 1201.7026678490 222.5413062310 1426.4011321323 5000.0000000000 0.0000000000 3000.0000000000 -15.6920437997 -0.1715827281 0.0065734479 0.6919161273 -6.0726570117 0.0662553886 0.0009506420 0.0577382955 -0.0539938378 -0.0001536484
3.1890000000 1202.3908843394 222.5818740717 1426.9645480092 5000.0000000000 0.0000000000 3000.0000000000 -15.6870368570 -0.1715492530 0.0065755385 0.6917445715 -6.0723210626 0.0662608635 0.0009504864 0.0576522083 -0.0539887490 -0.0001527092
3.1900000000 1203.0791118165 222.6223828576 1427.5277704062 5000.0000000000 0.0000000000 3000.0000000000 -15.6820264836 -0.1715157251 0.0065776302 0.6915730492 -6.0719947220 0.0662664417 0.0009503313 0.0575661264 -0.0539837762 -0.0001517797
3.1910000000 1203.7673502365 222.6628325888 1428.0907993812 5000.0000000000 0.0000000000 3000.0000000000 -15.6770126206 -0.1714821438 0.0065797231 0.6914015604 -6.0716775690 0.0662721186 0.0009501765 0.0574800496 -0.0539789145 -0.0001508600
