XCG MASS TMOI THRUST RHO Q P A G MACH BETA TOF SPEED ALPHA SIDESLIP PRATE QRATE RRATE UDOT_0 VDOT_0 WDOT_0 ENUPOSX ENUPOSY ENUPOSZ ENUVELX ENUVELY ENUVELZ ENUPHI ENUTHT ENUPSI
0.644605 45.0 9.688911112500001 6329.032258064516 1.225 61.25 101325.0 340.2940650819523 9.825872893069327 0.02938634853238396 0.02938634853238396 0.0 10.0 -1.0146536357569526e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.0710678118654755 0.0 7.071067811865475 0.0 0.7853981633974483 0.0
0.644605 45.0 9.688911112500001 6329.032258064516 1.225 61.25 101325.0 340.2940650819523 9.825872893069327 0.02938634853238396 0.02938634853238396 0.0 10.0 1.0146536357569526e-17 -0.0 0.0 0.0 0.0 133.69375633065562 0.0 -7.348831443991865 0.0 0.0 0.0 7.0710678118654755 0.0 7.071067811865475 0.0 0.7853981633974483 0.0
0.6433312193548387 44.935483870967744 9.675020200510755 6329.028645469125 1.2249911585593705 78.73894598986494 101324.09685115227 340.29377653019264 9.825872661097995 0.03331879701349196 0.03331879701349196 0.01 11.338181185233857 0.006551808107647845 -0.0 0.0 0.016706500554003648 0.0 133.8940288501575 0.0 -7.349460701474261 0.07569930962920504 0.0 0.07518036609206197 8.068991495253627 0.0 7.965282721832018 0.0 0.7854821185883007 0.0
0.6420574387096775 44.87096774193548 9.661129288521506 6329.02460284082 1.224981264641424 98.45820115278923 101323.08619407595 340.29345362730606 9.825872401511486 0.03725826510835484 0.03725826510835484 0.02 12.678745570019851 0.01188851152861766 -0.0 0.0 0.033963251246574386 0.0 134.09356380102508 0.0 -7.347265288003148 0.16138432455368557 0.0 0.1593106311468746 9.068182284158645 0.0 8.861075515453486 0.0 0.7857358589293135 0.0
0.6407836580645161 44.806451612903224 9.64723837653226 6329.020129386522 1.2249703162991852 120.4174941605165 101321.96783050157 340.2930963090149 9.825872114258202 0.0412044261045309 0.0412044261045309 0.030000000000000002 14.021583713359208 0.01639127058743459 -0.0 0.0 0.051712349413926065 0.0 134.29232710144674 0.0 -7.341828709421773 0.25706680751588346 0.0 0.2524075175048395 10.068456625155857 0.0 9.758636739734467 0.0 0.786164618652709 0.0
0.6395098774193548 44.74193548387097 9.633347464543013 6329.015224220821 1.224958311359047 144.62651438156416 101320.74153907639 340.2927045035645 9.825871799280549 0.04515706060723547 0.04515706060723547 0.04 15.366620476540437 0.02030952802679388 -0.0 0.0 0.06988537371797808 0.0 134.4902897766604 0.0 -7.3327275277953685 0.3627566442318808 0.0 0.3544896928865816 11.069622867752045 0.0 10.65816468421148 0.0 0.7867729973591728 0.0
0.6382360967741936 44.67741935483871 9.619456552553766 6329.009886362406 1.2249452474120313 171.09487585920039 101319.40707447246 340.2922781314369 9.8258714565147 0.04911600857962146 0.04911600857962146 0.049999999999999996 16.713800944188502 0.023813226151571394 -0.0 0.0 0.08840241045265604 0.0 134.6874287666102 0.0 -7.319534715575229 0.4784617640995063 0.0 0.4655778448946357 12.071481578427543 0.0 11.55986481338086 0.0 0.7875648509135501 0.0
0.6369623161290322 44.61290322580645 9.605565640564517 6329.004114730813 1.2249311218058272 199.83210844271608 101317.96416657418 340.2918171050906 9.825871085890379 0.0530811462830275 0.0530811462830275 0.05999999999999999 18.063082564844276 0.027021842149724955 -0.0 0.0 0.10717146308845943 0.0 134.88372777474385 0.0 -7.3018242110285225 0.6041880648848997 0.0 0.5856947488771034 13.073826040668937 0.0 12.463948989092826 0.0 0.7885431741135298 0.0
0.6356885354838709 44.54838709677419 9.59167472857527 6328.997908143605 1.2249159316378717 230.84764846160797 101316.41251977223 340.29132132873343 9.825870687330701 0.05705237269055588 0.05705237269055588 0.06999999999999999 19.414430521168494 0.03002139861255845 -0.0 0.0 0.12608816318795207 0.0 135.07917813059987 0.0 -7.279176384946605 0.7399393432469331 0.0 0.7148653270756142 14.076442933880351 0.0 13.370634494686058 0.0 0.7897099787172793 0.0
0.6344147548387097 44.483870967741936 9.577783816586022 6328.991265314056 1.2248996737496758 264.15082913777826 101314.75181238505 340.2907906981359 9.825870260751996 0.061029601126598276 0.061029601126598276 0.08 20.76781488136113 0.03287486669538234 -0.0 0.0 0.14503574794642604 0.0 135.27377964174187 0.0 -7.25118432447757 0.8857172329107098 0.0 0.8531166970838817 15.079113191784717 0.0 14.280142866786342 0.0 0.7910661697576828 0.0
0.6331409741935483 44.41935483870968 9.563892904596775 6328.984184849446 1.2248823447226411 299.75087098741545 101312.98169623256 340.2902251004939 9.82586980606371 0.06501275394623057 0.06501275394623057 0.09000000000000001 22.12320878648999 0.035628760775008726 -0.0 0.0 0.16388529375462585 0.0 135.46754141252686 0.0 -7.217460874183482 1.0415211523164334 0.0 1.0004782077029082 16.081613044250695 0.0 15.1926985392857 0.0 0.7926114228072867 0.0
0.631867193548387 44.354838709677416 9.550001992607529 6328.976665250056 1.224863940875589 337.6568725337157 101311.10179638484 340.28962441434635 9.825869323168346 0.06900175907297615 0.06900175907297615 0.10000000000000002 23.480587270992356 0.03831744799496848 -0.0 0.0 0.18249620756140766 0.0 135.66048260796057 0.0 -7.177646379607689 1.207348263610215 0.0 1.1569814603326911 17.08371524746609 0.0 16.108527304945756 0.0 0.7943440647942125 0.0
