TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A tgtE tgtN tgtU
10.472 3154.73 4423.51 9224.69 289.395 577.887 817.8 8.679 45.9271 -35.525 5000 10000 12500
10.473 3155.02 4424.09 9225.51 289.404 577.933 817.765 8.67805 45.9323 -35.5325 5000 10000 12500
10.474 3155.31 4424.67 9226.32 289.412 577.979 817.729 8.67711 45.9374 -35.54 5000 10000 12500
10.475 3155.6 4425.25 9227.14 289.421 578.025 817.694 8.67616 45.9426 -35.5476 5000 10000 12500
10.476 3155.89 4425.82 9227.96 289.43 578.071 817.658 8.67522 45.9478 -35.5551 5000 10000 12500
10.477 3156.18 4426.4 9228.78 289.438 578.117 817.622 8.67427 45.953 -35.5627 5000 10000 12500
10.478 3156.47 4426.98 9229.59 289.447 578.163 817.587 8.67333 45.9581 -35.5702 5000 10000 12500
10.479 3156.76 4427.56 9230.41 289.456 578.209 817.551 8.67238 45.9633 -35.5778 5000 10000 12500
10.48 3157.05 4428.14 9231.23 289.464 578.255 817.516 8.67143 45.9685 -35.5853 5000 10000 12500
10.481 3157.34 4428.72 9232.05 289.473 578.301 817.48 8.67048 45.9737 -35.5929 5000 10000 12500
10.482 3157.63 4429.29 9232.86 289.482 578.347 817.445 8.66954 45.9788 -35.6004 5000 10000 12500
10.483 3157.91 4429.87 9233.68 289.49 578.392 817.409 8.66859 45.984 -35.608 5000 10000 12500
10.484 3158.2 4430.45 9234.5 289.499 578.438 817.373 8.66764 45.9892 -35.6155 5000 10000 12500
10.485 3158.49 4431.03 9235.32 289.508 578.484 817.338 8.66669 45.9944 -35.6231 5000 10000 12500
10.486 3158.78 4431.61 9236.13 289.516 578.53 817.302 8.66574 45.9996 -35.6307 5000 10000 12500
10.487 3159.07 4432.19 9236.95 289.525 578.576 817.266 8.66479 46.0048 -35.6382 5000 10000 12500
10.488 3159.36 4432.77 9237.77 289.534 578.622 817.231 8.66384 46.0099 -35.6458 5000 10000 12500
10.489 3159.65 4433.34 9238.58 289.542 578.668 817.195 8.66289 46.0151 -35.6534 5000 10000 12500
10.49 3159.94 4433.92 9239.4 289.551 578.714 817.16 8.66193 46.0203 -35.661 5000 10000 12500
10.491 3160.23 4434.5 9240.22 289.56 578.761 817.124 8.66098 46.0255 -35.6685 5000 10000 12500
10.492 3160.52 4435.08 9241.04 289.568 578.807 817.088 8.66003 46.0307 -35.6761 5000 10000 12500
10.493 3160.81 4435.66 9241.85 289.577 578.853 817.053 8.65907 46.0359 -35.6837 5000 10000 12500
10.494 3161.1 4436.24 9242.67 289.586 578.899 817.017 8.65812 46.0411 -35.6913 5000 10000 12500
10.495 3161.39 4436.82 9243.49 289.594 578.945 816.981 8.65716 46.0463 -35.6989 5000 10000 12500
10.496 3161.68 4437.4 9244.3 289.603 578.991 816.945 8.65621 46.0515 -35.7065 5000 10000 12500
10.497 3161.97 4437.97 9245.12 289.612 579.037 816.91 8.65525 46.0567 -35.7141 5000 10000 12500
10.498 3162.26 4438.55 9245.94 289.62 579.083 816.874 8.6543 46.0619 -35.7217 5000 10000 12500
10.499 3162.55 4439.13 9246.75 289.629 579.129 816.838 8.65334 46.0671 -35.7293 5000 10000 12500
10.5 3162.84 4439.71 9247.57 289.638 579.175 816.803 8.65238 46.0723 -35.7369 5000 10000 12500
10.501 3163.13 4440.29 9248.39 289.646 579.221 816.767 8.65142 46.0775 -35.7445 5000 10000 12500
10.502 3163.42 4440.87 9249.21 289.655 579.267 816.731 8.65047 46.0827 -35.7521 5000 10000 12500
10.503 3163.71 4441.45 9250.02 289.664 579.313 816.695 8.64951 46.0879 -35.7597 5000 10000 12500
10.504 3164 4442.03 9250.84 289.672 579.359 816.66 8.64855 46.0931 -35.7673 5000 10000 12500
10.505 3164.29 4442.61 9251.66 289.681 579.405 816.624 8.64759 46.0983 -35.7749 5000 10000 12500
10.506 3164.58 4443.19 9252.47 289.69 579.451 816.588 8.64663 46.1035 -35.7825 5000 10000 12500
10.507 3164.86 4443.77 9253.29 289.698 579.498 816.552 8.64567 46.1087 -35.7901 5000 10000 12500
10.508 3165.15 4444.35 9254.11 289.707 579.544 816.516 8.64471 46.1139 -35.7978 5000 10000 12500
10.509 3165.44 4444.93 9254.92 289.715 579.59 816.481 8.64374 46.1191 -35.8054 5000 10000 12500
10.51 3165.73 4445.51 9255.74 289.724 579.636 816.445 8.64278 46.1243 -35.813 5000 10000 12500
10.511 3166.02 4446.09 9256.55 289.733 579.682 816.409 8.64182 46.1295 -35.8206 5000 10000 12500
10.512 3166.31 4446.67 9257.37 289.741 579.728 816.373 8.64086 46.1348 -35.8283 5000 10000 12500
10.513 3166.6 4447.24 9258.19 289.75 579.774 816.337 8.63989 46.14 -35.8359 5000 10000 12500
10.514 3166.89 4447.82 9259 289.759 579.82 816.301 8.63893 46.1452 -35.8435 5000 10000 12500
10.515 3167.18 4448.4 9259.82 289.767 579.867 816.266 8.63796 46.1504 -35.8512 5000 10000 12500
10.516 3167.47 4448.98 9260.64 289.776 579.913 816.23 8.637 46.1556 -35.8588 5000 10000 12500
10.517 3167.76 4449.56 9261.45 289.785 579.959 816.194 8.63603 46.1609 -35.8665 5000 10000 12500
10.518 3168.05 4450.14 9262.27 289.793 580.005 816.158 8.63506 46.1661 -35.8741 5000 10000 12500
10.519 3168.34 4450.72 9263.08 289.802 580.051 816.122 8.6341 46.1713 -35.8818 5000 10000 12500
10.52 3168.63 4451.3 9263.9 289.81 580.097 816.086 8.63313 46.1765 -35.8894 5000 10000 12500
10.521 3168.92 4451.88 9264.72 289.819 580.144 816.05 8.63216 46.1817 -35.8971 5000 10000 12500
10.522 3169.21 4452.46 9265.53 289.828 580.19 816.014 8.63119 46.187 -35.9047 5000 10000 12500
10.523 3169.5 4453.05 9266.35 289.836 580.236 815.979 8.63023 46.1922 -35.9124 5000 10000 12500
10.524 3169.79 4453.63 9267.16 289.845 580.282 815.943 8.62926 46.1974 -35.92 5000 10000 12500
10.525 3170.08 4454.21 9267.98 289.854 580.328 815.907 8.62829 46.2027 -35.9277 5000 10000 12500
10.526 3170.37 4454.79 9268.8 289.862 580.375 815.871 8.62732 46.2079 -35.9354 5000 10000 12500
10.527 3170.66 4455.37 9269.61 289.871 580.421 815.835 8.62634 46.2131 -35.943 5000 10000 12500
10.528 3170.95 4455.95 9270.43 289.88 580.467 815.799 8.62537 46.2183 -35.9507 5000 10000 12500
10.529 3171.24 4456.53 9271.24 289.888 580.513 815.763 8.6244 46.2236 -35.9584 5000 10000 12500
10.53 3171.53 4457.11 9272.06 289.897 580.559 815.727 8.62343 46.2288 -35.9661 5000 10000 12500
10.531 3171.82 4457.69 9272.88 289.905 580.606 815.691 8.62245 46.2341 -35.9737 5000 10000 12500
10.532 3172.11 4458.27 9273.69 289.914 580.652 815.655 8.62148 46.2393 -35.9814 5000 10000 12500
10.533 3172.4 4458.85 9274.51 289.923 580.698 815.619 8.62051 46.2445 -35.9891 5000 10000 12500
10.534 3172.69 4459.43 9275.32 289.931 580.744 815.583 8.61953 46.2498 -35.9968 5000 10000 12500
10.535 3172.98 4460.01 9276.14 289.94 580.791 815.547 8.61856 46.255 -36.0045 5000 10000 12500
10.536 3173.27 4460.59 9276.95 289.948 580.837 815.511 8.61758 46.2603 -36.0122 5000 10000 12500
10.537 3173.56 4461.17 9277.77 289.957 580.883 815.475 8.61661 46.2655 -36.0199 5000 10000 12500
10.538 3173.85 4461.75 9278.58 289.966 580.929 815.439 8.61563 46.2707 -36.0276 5000 10000 12500
10.539 3174.14 4462.33 9279.4 289.974 580.976 815.403 8.61465 46.276 -36.0353 5000 10000 12500
10.54 3174.43 4462.92 9280.22 289.983 581.022 815.367 8.61367 46.2812 -36.043 5000 10000 12500
10.541 3174.72 4463.5 9281.03 289.992 581.068 815.331 8.6127 46.2865 -36.0507 5000 10000 12500
10.542 3175.01 4464.08 9281.85 290 581.115 815.295 8.61172 46.2917 -36.0584 5000 10000 12500
10.543 3175.3 4464.66 9282.66 290.009 581.161 815.259 8.61074 46.297 -36.0661 5000 10000 12500
10.544 3175.59 4465.24 9283.48 290.017 581.207 815.223 8.60976 46.3022 -36.0738 5000 10000 12500
10.545 3175.88 4465.82 9284.29 290.026 581.253 815.187 8.60878 46.3075 -36.0815 5000 10000 12500
10.546 3176.17 4466.4 9285.11 290.035 581.3 815.151 8.6078 46.3127 -36.0892 5000 10000 12500
10.547 3176.46 4466.98 9285.92 290.043 581.346 815.114 8.60681 46.318 -36.0969 5000 10000 12500
10.548 3176.75 4467.57 9286.74 290.052 581.392 815.078 8.60583 46.3232 -36.1047 5000 10000 12500
10.549 3177.04 4468.15 9287.55 290.06 581.439 815.042 8.60485 46.3285 -36.1124 5000 10000 12500
10.55 3177.33 4468.73 9288.37 290.069 581.485 815.006 8.60387 46.3338 -36.1201 5000 10000 12500
10.551 3177.62 4469.31 9289.18 290.078 581.531 814.97 8.60288 46.339 -36.1278 5000 10000 12500
10.552 3177.91 4469.89 9290 290.086 581.578 814.934 8.6019 46.3443 -36.1356 5000 10000 12500
10.553 3178.2 4470.47 9290.81 290.095 581.624 814.898 8.60092 46.3495 -36.1433 5000 10000 12500
10.554 3178.49 4471.05 9291.63 290.103 581.67 814.862 8.59993 46.3548 -36.151 5000 10000 12500
10.555 3178.78 4471.64 9292.44 290.112 581.717 814.825 8.59895 46.3601 -36.1588 5000 10000 12500
10.556 3179.07 4472.22 9293.26 290.121 581.763 814.789 8.59796 46.3653 -36.1665 5000 10000 12500
10.557 3179.36 4472.8 9294.07 290.129 581.81 814.753 8.59697 46.3706 -36.1743 5000 10000 12500
10.558 3179.65 4473.38 9294.89 290.138 581.856 814.717 8.59599 46.3759 -36.182 5000 10000 12500
10.559 3179.94 4473.96 9295.7 290.146 581.902 814.681 8.595 46.3811 -36.1898 5000 10000 12500
10.56 3180.23 4474.55 9296.52 290.155 581.949 814.645 8.59401 46.3864 -36.1975 5000 10000 12500
10.561 3180.52 4475.13 9297.33 290.164 581.995 814.608 8.59302 46.3917 -36.2053 5000 10000 12500
10.562 3180.81 4475.71 9298.14 290.172 582.041 814.572 8.59203 46.397 -36.213 5000 10000 12500
10.563 3181.1 4476.29 9298.96 290.181 582.088 814.536 8.59104 46.4022 -36.2208 5000 10000 12500
10.564 3181.39 4476.87 9299.77 290.189 582.134 814.5 8.59005 46.4075 -36.2285 5000 10000 12500
10.565 3181.68 4477.46 9300.59 290.198 582.181 814.463 8.58906 46.4128 -36.2363 5000 10000 12500
10.566 3181.97 4478.04 9301.4 290.207 582.227 814.427 8.58807 46.4181 -36.2441 5000 10000 12500
10.567 3182.26 4478.62 9302.22 290.215 582.274 814.391 8.58708 46.4233 -36.2518 5000 10000 12500
10.568 3182.55 4479.2 9303.03 290.224 582.32 814.355 8.58609 46.4286 -36.2596 5000 10000 12500
10.569 3182.84 4479.78 9303.85 290.232 582.366 814.318 8.58509 46.4339 -36.2674 5000 10000 12500
10.57 3183.13 4480.37 9304.66 290.241 582.413 814.282 8.5841 46.4392 -36.2752 5000 10000 12500
10.571 3183.42 4480.95 9305.47 290.25 582.459 814.246 8.58311 46.4445 -36.283 5000 10000 12500
10.572 3183.71 4481.53 9306.29 290.258 582.506 814.21 8.58211 46.4497 -36.2907 5000 10000 12500
10.573 3184 4482.11 9307.1 290.267 582.552 814.173 8.58112 46.455 -36.2985 5000 10000 12500
10.574 3184.29 4482.7 9307.92 290.275 582.599 814.137 8.58012 46.4603 -36.3063 5000 10000 12500
10.575 3184.58 4483.28 9308.73 290.284 582.645 814.101 8.57912 46.4656 -36.3141 5000 10000 12500
10.576 3184.87 4483.86 9309.55 290.292 582.692 814.064 8.57813 46.4709 -36.3219 5000 10000 12500
10.577 3185.16 4484.45 9310.36 290.301 582.738 814.028 8.57713 46.4762 -36.3297 5000 10000 12500
10.578 3185.46 4485.03 9311.17 290.31 582.785 813.992 8.57613 46.4815 -36.3375 5000 10000 12500
10.579 3185.75 4485.61 9311.99 290.318 582.831 813.955 8.57513 46.4868 -36.3453 5000 10000 12500
10.58 3186.04 4486.19 9312.8 290.327 582.877 813.919 8.57414 46.4921 -36.3531 5000 10000 12500
10.581 3186.33 4486.78 9313.61 290.335 582.924 813.883 8.57314 46.4974 -36.3609 5000 10000 12500
10.582 3186.62 4487.36 9314.43 290.344 582.97 813.846 8.57214 46.5026 -36.3687 5000 10000 12500
10.583 3186.91 4487.94 9315.24 290.352 583.017 813.81 8.57114 46.5079 -36.3765 5000 10000 12500
10.584 3187.2 4488.53 9316.06 290.361 583.063 813.774 8.57014 46.5132 -36.3843 5000 10000 12500
10.585 3187.49 4489.11 9316.87 290.37 583.11 813.737 8.56913 46.5185 -36.3921 5000 10000 12500
10.586 3187.78 4489.69 9317.68 290.378 583.157 813.701 8.56813 46.5238 -36.4 5000 10000 12500
10.587 3188.07 4490.27 9318.5 290.387 583.203 813.664 8.56713 46.5291 -36.4078 5000 10000 12500
10.588 3188.36 4490.86 9319.31 290.395 583.25 813.628 8.56613 46.5345 -36.4156 5000 10000 12500
10.589 3188.65 4491.44 9320.12 290.404 583.296 813.592 8.56512 46.5398 -36.4234 5000 10000 12500
10.59 3188.94 4492.02 9320.94 290.412 583.343 813.555 8.56412 46.5451 -36.4313 5000 10000 12500
10.591 3189.23 4492.61 9321.75 290.421 583.389 813.519 8.56312 46.5504 -36.4391 5000 10000 12500
10.592 3189.52 4493.19 9322.57 290.43 583.436 813.482 8.56211 46.5557 -36.4469 5000 10000 12500
10.593 3189.81 4493.78 9323.38 290.438 583.482 813.446 8.56111 46.561 -36.4548 5000 10000 12500
10.594 3190.1 4494.36 9324.19 290.447 583.529 813.409 8.5601 46.5663 -36.4626 5000 10000 12500
10.595 3190.39 4494.94 9325.01 290.455 583.575 813.373 8.55909 46.5716 -36.4705 5000 10000 12500
10.596 3190.68 4495.53 9325.82 290.464 583.622 813.336 8.55809 46.5769 -36.4783 5000 10000 12500
10.597 3190.97 4496.11 9326.63 290.472 583.669 813.3 8.55708 46.5822 -36.4861 5000 10000 12500
10.598 3191.26 4496.69 9327.45 290.481 583.715 813.263 8.55607 46.5875 -36.494 5000 10000 12500
10.599 3191.55 4497.28 9328.26 290.489 583.762 813.227 8.55506 46.5929 -36.5019 5000 10000 12500
10.6 3191.84 4497.86 9329.07 290.498 583.808 813.19 8.55405 46.5982 -36.5097 5000 10000 12500
10.601 3192.13 4498.44 9329.89 290.507 583.855 813.154 8.55304 46.6035 -36.5176 5000 10000 12500
10.602 3192.42 4499.03 9330.7 290.515 583.902 813.117 8.55203 46.6088 -36.5254 5000 10000 12500
10.603 3192.72 4499.61 9331.51 290.524 583.948 813.081 8.55102 46.6141 -36.5333 5000 10000 12500
10.604 3193.01 4500.2 9332.32 290.532 583.995 813.044 8.55001 46.6195 -36.5412 5000 10000 12500
10.605 3193.3 4500.78 9333.14 290.541 584.041 813.008 8.549 46.6248 -36.549 5000 10000 12500
10.606 3193.59 4501.36 9333.95 290.549 584.088 812.971 8.54798 46.6301 -36.5569 5000 10000 12500
10.607 3193.88 4501.95 9334.76 290.558 584.135 812.935 8.54697 46.6354 -36.5648 5000 10000 12500
10.608 3194.17 4502.53 9335.58 290.566 584.181 812.898 8.54596 46.6408 -36.5726 5000 10000 12500
10.609 3194.46 4503.12 9336.39 290.575 584.228 812.862 8.54494 46.6461 -36.5805 5000 10000 12500
10.61 3194.75 4503.7 9337.2 290.583 584.275 812.825 8.54393 46.6514 -36.5884 5000 10000 12500
10.611 3195.04 4504.29 9338.01 290.592 584.321 812.788 8.54291 46.6568 -36.5963 5000 10000 12500
10.612 3195.33 4504.87 9338.83 290.601 584.368 812.752 8.5419 46.6621 -36.6042 5000 10000 12500
10.613 3195.62 4505.45 9339.64 290.609 584.415 812.715 8.54088 46.6674 -36.6121 5000 10000 12500
10.614 3195.91 4506.04 9340.45 290.618 584.461 812.679 8.53986 46.6727 -36.62 5000 10000 12500
10.615 3196.2 4506.62 9341.27 290.626 584.508 812.642 8.53885 46.6781 -36.6278 5000 10000 12500
10.616 3196.49 4507.21 9342.08 290.635 584.555 812.605 8.53783 46.6834 -36.6357 5000 10000 12500
10.617 3196.78 4507.79 9342.89 290.643 584.601 812.569 8.53681 46.6888 -36.6436 5000 10000 12500
10.618 3197.07 4508.38 9343.7 290.652 584.648 812.532 8.53579 46.6941 -36.6515 5000 10000 12500
10.619 3197.36 4508.96 9344.52 290.66 584.695 812.495 8.53477 46.6994 -36.6595 5000 10000 12500
10.62 3197.66 4509.55 9345.33 290.669 584.741 812.459 8.53375 46.7048 -36.6674 5000 10000 12500
10.621 3197.95 4510.13 9346.14 290.677 584.788 812.422 8.53273 46.7101 -36.6753 5000 10000 12500
10.622 3198.24 4510.72 9346.95 290.686 584.835 812.385 8.53171 46.7155 -36.6832 5000 10000 12500
10.623 3198.53 4511.3 9347.77 290.694 584.882 812.349 8.53069 46.7208 -36.6911 5000 10000 12500
10.624 3198.82 4511.89 9348.58 290.703 584.928 812.312 8.52967 46.7262 -36.699 5000 10000 12500
10.625 3199.11 4512.47 9349.39 290.712 584.975 812.275 8.52864 46.7315 -36.7069 5000 10000 12500
10.626 3199.4 4513.06 9350.2 290.72 585.022 812.239 8.52762 46.7369 -36.7149 5000 10000 12500
10.627 3199.69 4513.64 9351.01 290.729 585.068 812.202 8.5266 46.7422 -36.7228 5000 10000 12500
10.628 3199.98 4514.23 9351.83 290.737 585.115 812.165 8.52557 46.7476 -36.7307 5000 10000 12500
10.629 3200.27 4514.81 9352.64 290.746 585.162 812.128 8.52455 46.7529 -36.7386 5000 10000 12500
10.63 3200.56 4515.4 9353.45 290.754 585.209 812.092 8.52352 46.7583 -36.7466 5000 10000 12500
10.631 3200.85 4515.98 9354.26 290.763 585.255 812.055 8.5225 46.7636 -36.7545 5000 10000 12500
10.632 3201.14 4516.57 9355.08 290.771 585.302 812.018 8.52147 46.769 -36.7625 5000 10000 12500
10.633 3201.44 4517.15 9355.89 290.78 585.349 811.981 8.52044 46.7743 -36.7704 5000 10000 12500
10.634 3201.73 4517.74 9356.7 290.788 585.396 811.945 8.51941 46.7797 -36.7783 5000 10000 12500
10.635 3202.02 4518.32 9357.51 290.797 585.443 811.908 8.51839 46.785 -36.7863 5000 10000 12500
10.636 3202.31 4518.91 9358.32 290.805 585.489 811.871 8.51736 46.7904 -36.7942 5000 10000 12500
10.637 3202.6 4519.49 9359.14 290.814 585.536 811.834 8.51633 46.7958 -36.8022 5000 10000 12500
10.638 3202.89 4520.08 9359.95 290.822 585.583 811.797 8.5153 46.8011 -36.8101 5000 10000 12500
10.639 3203.18 4520.66 9360.76 290.831 585.63 811.761 8.51427 46.8065 -36.8181 5000 10000 12500
10.64 3203.47 4521.25 9361.57 290.839 585.677 811.724 8.51324 46.8119 -36.8261 5000 10000 12500
10.641 3203.76 4521.84 9362.38 290.848 585.723 811.687 8.51221 46.8172 -36.834 5000 10000 12500
10.642 3204.05 4522.42 9363.19 290.856 585.77 811.65 8.51117 46.8226 -36.842 5000 10000 12500
10.643 3204.34 4523.01 9364.01 290.865 585.817 811.613 8.51014 46.828 -36.85 5000 10000 12500
10.644 3204.63 4523.59 9364.82 290.873 585.864 811.576 8.50911 46.8333 -36.8579 5000 10000 12500
10.645 3204.93 4524.18 9365.63 290.882 585.911 811.54 8.50807 46.8387 -36.8659 5000 10000 12500
10.646 3205.22 4524.77 9366.44 290.89 585.958 811.503 8.50704 46.8441 -36.8739 5000 10000 12500
10.647 3205.51 4525.35 9367.25 290.899 586.004 811.466 8.50601 46.8495 -36.8819 5000 10000 12500
10.648 3205.8 4525.94 9368.06 290.907 586.051 811.429 8.50497 46.8548 -36.8898 5000 10000 12500
10.649 3206.09 4526.52 9368.87 290.916 586.098 811.392 8.50393 46.8602 -36.8978 5000 10000 12500
10.65 3206.38 4527.11 9369.69 290.924 586.145 811.355 8.5029 46.8656 -36.9058 5000 10000 12500
10.651 3206.67 4527.7 9370.5 290.933 586.192 811.318 8.50186 46.871 -36.9138 5000 10000 12500
10.652 3206.96 4528.28 9371.31 290.941 586.239 811.281 8.50082 46.8763 -36.9218 5000 10000 12500
10.653 3207.25 4528.87 9372.12 290.95 586.286 811.244 8.49978 46.8817 -36.9298 5000 10000 12500
10.654 3207.54 4529.45 9372.93 290.958 586.332 811.207 8.49875 46.8871 -36.9378 5000 10000 12500
10.655 3207.83 4530.04 9373.74 290.967 586.379 811.17 8.49771 46.8925 -36.9458 5000 10000 12500
10.656 3208.13 4530.63 9374.55 290.975 586.426 811.133 8.49667 46.8979 -36.9538 5000 10000 12500
10.657 3208.42 4531.21 9375.36 290.984 586.473 811.097 8.49563 46.9033 -36.9618 5000 10000 12500
10.658 3208.71 4531.8 9376.18 290.992 586.52 811.06 8.49459 46.9086 -36.9698 5000 10000 12500
10.659 3209 4532.39 9376.99 291.001 586.567 811.023 8.49354 46.914 -36.9778 5000 10000 12500
10.66 3209.29 4532.97 9377.8 291.009 586.614 810.986 8.4925 46.9194 -36.9858 5000 10000 12500
10.661 3209.58 4533.56 9378.61 291.018 586.661 810.949 8.49146 46.9248 -36.9939 5000 10000 12500
10.662 3209.87 4534.15 9379.42 291.026 586.708 810.912 8.49042 46.9302 -37.0019 5000 10000 12500
10.663 3210.16 4534.73 9380.23 291.035 586.755 810.875 8.48937 46.9356 -37.0099 5000 10000 12500
10.664 3210.45 4535.32 9381.04 291.043 586.802 810.838 8.48833 46.941 -37.0179 5000 10000 12500
10.665 3210.74 4535.91 9381.85 291.052 586.849 810.801 8.48728 46.9464 -37.0259 5000 10000 12500
10.666 3211.04 4536.49 9382.66 291.06 586.896 810.764 8.48624 46.9518 -37.034 5000 10000 12500
10.667 3211.33 4537.08 9383.47 291.069 586.942 810.727 8.48519 46.9572 -37.042 5000 10000 12500
10.668 3211.62 4537.67 9384.28 291.077 586.989 810.689 8.48415 46.9626 -37.05 5000 10000 12500
10.669 3211.91 4538.25 9385.09 291.086 587.036 810.652 8.4831 46.968 -37.0581 5000 10000 12500
10.67 3212.2 4538.84 9385.91 291.094 587.083 810.615 8.48205 46.9734 -37.0661 5000 10000 12500
10.671 3212.49 4539.43 9386.72 291.103 587.13 810.578 8.481 46.9788 -37.0742 5000 10000 12500
10.672 3212.78 4540.02 9387.53 291.111 587.177 810.541 8.47996 46.9842 -37.0822 5000 10000 12500
10.673 3213.07 4540.6 9388.34 291.12 587.224 810.504 8.47891 46.9896 -37.0903 5000 10000 12500
10.674 3213.36 4541.19 9389.15 291.128 587.271 810.467 8.47786 46.995 -37.0983 5000 10000 12500
10.675 3213.66 4541.78 9389.96 291.137 587.318 810.43 8.47681 47.0004 -37.1064 5000 10000 12500
10.676 3213.95 4542.36 9390.77 291.145 587.365 810.393 8.47576 47.0058 -37.1144 5000 10000 12500
10.677 3214.24 4542.95 9391.58 291.154 587.412 810.356 8.4747 47.0112 -37.1225 5000 10000 12500
10.678 3214.53 4543.54 9392.39 291.162 587.459 810.319 8.47365 47.0166 -37.1305 5000 10000 12500
10.679 3214.82 4544.13 9393.2 291.171 587.506 810.281 8.4726 47.0221 -37.1386 5000 10000 12500
10.68 3215.11 4544.71 9394.01 291.179 587.553 810.244 8.47155 47.0275 -37.1467 5000 10000 12500
10.681 3215.4 4545.3 9394.82 291.188 587.6 810.207 8.47049 47.0329 -37.1548 5000 10000 12500
10.682 3215.69 4545.89 9395.63 291.196 587.647 810.17 8.46944 47.0383 -37.1628 5000 10000 12500
10.683 3215.98 4546.48 9396.44 291.204 587.694 810.133 8.46838 47.0437 -37.1709 5000 10000 12500
10.684 3216.28 4547.07 9397.25 291.213 587.742 810.096 8.46733 47.0491 -37.179 5000 10000 12500
10.685 3216.57 4547.65 9398.06 291.221 587.789 810.058 8.46627 47.0546 -37.1871 5000 10000 12500
10.686 3216.86 4548.24 9398.87 291.23 587.836 810.021 8.46522 47.06 -37.1951 5000 10000 12500
10.687 3217.15 4548.83 9399.68 291.238 587.883 809.984 8.46416 47.0654 -37.2032 5000 10000 12500
10.688 3217.44 4549.42 9400.49 291.247 587.93 809.947 8.4631 47.0708 -37.2113 5000 10000 12500
10.689 3217.73 4550 9401.3 291.255 587.977 809.91 8.46204 47.0763 -37.2194 5000 10000 12500
10.69 3218.02 4550.59 9402.11 291.264 588.024 809.872 8.46099 47.0817 -37.2275 5000 10000 12500
10.691 3218.31 4551.18 9402.92 291.272 588.071 809.835 8.45993 47.0871 -37.2356 5000 10000 12500
